,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
6283,6287,"DENNEY, SHAWN ALLEN",IN,5.0,DEM,2014,0.47378422,42.5,REP,0.376012047,0,0.14225,1.0,0.34,True,,63471.0,34,,77.09333,4098.07,3987.43
6287,6288,"HEITZMAN, SUSAN HALL",IN,6.0,DEM,2014,0.392551493,18.9,REP,0.351233229,0,0.06727999999999999,0.0,0.34,True,4.0,47327.0,27,,74.9,8285.66,8149.37
6288,6292,"MESSER, ALLEN LUCAS",IN,6.0,REP,2014,0.392551493,18.9,REP,0.590776486,1,0.06727999999999999,1.0,0.34,False,4.0,47327.0,130,77.66,74.9,1253376.37,841608.07
6293,6303,"CARSON, ANDRE",IN,7.0,DEM,2014,0.612829738,21.2,REP,0.628501648,1,0.39153000000000004,1.0,0.34,True,4.0,39238.0,133,85.64,73.1,1155654.89,782921.25
6296,6294,"HARMON, WAYNE EDWARD",IN,7.0,REP,2014,0.612829738,21.2,REP,0.37149835200000003,0,0.39153000000000004,1.0,0.34,False,4.0,39238.0,112,29.49,73.1,13076.0,10917.0
6300,6295,"PING, CATHERINE LOUISE 'CAT'",IN,7.0,REP,2014,0.612829738,21.2,REP,0.37149835200000003,0,0.39153000000000004,0.0,0.34,False,4.0,39238.0,73,53.07,73.1,13076.0,10917.0
6304,6308,"BUCSHON, LARRY D.",IN,8.0,REP,2014,0.39614383299999995,18.8,REP,0.533581932,1,0.07824,1.0,0.34,False,0.0,45635.0,58,65.05,73.31579,1125592.56,820412.55
6307,6305,"SPANGLER, TOM",IN,8.0,DEM,2014,0.39614383299999995,18.8,REP,0.43073396399999997,0,0.07824,1.0,0.34,True,0.0,45635.0,20,,73.31579,32778.8,32275.51
6308,6310,"BAILEY, BILL",IN,9.0,DEM,2014,0.42232057100000003,23.9,REP,0.445529546,0,0.07985,1.0,0.34,True,,50321.0,9,,72.80476,114584.2,112786.19
6316,6317,"YOUNG, TODD CHRISTOPHER",IN,9.0,REP,2014,0.42232057100000003,23.9,REP,0.554470454,1,0.07985,1.0,0.34,False,,50321.0,41,,72.80476,2156588.92,1405164.53
6317,6321,"HUELSKAMP, TIMOTHY A REPRESENTA",KS,1.0,REP,2014,0.265579075,23.3,REP,1.0,1,0.12485,1.0,0.32,False,4.0,47985.0,21,43.44,80.6,845472.15,878253.29
6320,6320,"SHEROW, JAMES EARL",KS,1.0,DEM,2014,0.265579075,23.3,REP,0.0,0,0.12485,1.0,0.32,True,4.0,47985.0,5,,80.6,171851.4,170569.13
6323,6325,"JENKINS, LYNN",KS,2.0,REP,2014,0.428655324,27.2,REP,0.570148918,1,0.12495,0.0,0.32,False,0.0,49435.0,164,100.00,77.9,2633523.81,3122371.57
6325,6326,"WAKEFIELD, MARGIE",KS,2.0,DEM,2014,0.428655324,27.2,REP,0.387225162,0,0.12495,0.0,0.32,True,0.0,49435.0,500,,77.9,783559.58,777140.76
6326,6329,"KULTALA, KELLY D",KS,3.0,DEM,2014,0.473624152,44.2,REP,0.0,0,0.18472,0.0,0.32,True,4.0,64949.0,14,,76.71579,385817.43,376690.32
6328,6328,"YODER, KEVIN",KS,3.0,REP,2014,0.473624152,44.2,REP,0.684523526,1,0.18472,1.0,0.32,False,4.0,64949.0,13,63.60,76.71579,2149036.16,1971401.59
6329,6331,"POMPEO, MICHAEL R",KS,4.0,REP,2014,0.368991381,27.4,REP,0.622171928,1,0.16699999999999998,1.0,0.32,False,,51538.0,1,100.00,74.77143,2518799.29,2673678.29
6330,6332,"SCHUCKMAN, PERRY L",KS,4.0,DEM,2014,0.368991381,27.4,REP,0.31580939399999997,0,0.16699999999999998,1.0,0.32,True,,51538.0,500,,74.77143,8429.29,12195.76
6333,6334,"HATCHETT, CHARLES KENDALL",KY,1.0,DEM,2014,0.320661777,15.0,REP,0.303665268,0,0.10837000000000001,1.0,0.29,True,4.0,38507.0,23,,73.2,0.0,0.0
6334,6335,"WHITFIELD, EDWARD",KY,1.0,REP,2014,0.320661777,15.0,REP,0.6963347320000001,1,0.10837000000000001,1.0,0.29,False,4.0,38507.0,40,,73.2,1873975.79,1447565.95
6335,6336,"GUTHRIE, STEVEN BRETT",KY,2.0,REP,2014,0.46521200700000004,18.4,REP,0.6430365579999999,1,0.10578,1.0,0.29,False,1.0,45757.0,19,100.00,74,1834726.89,1292842.9
6336,6337,"LEACH, RONALD ALLEN",KY,2.0,DEM,2014,0.46521200700000004,18.4,REP,0.317220929,0,0.10578,1.0,0.29,True,1.0,45757.0,43,,74,150743.47,144599.3
6338,6338,"MCFARLANE, MICHAEL",KY,3.0,REP,2014,0.556412686,30.1,REP,0.34542051,0,0.27876999999999996,1.0,0.29,False,1.0,47228.0,1,,73.4,181231.29,176003.9
6341,6342,"YARMUTH, JOHN A",KY,3.0,DEM,2014,0.556412686,30.1,REP,0.639644079,1,0.27876999999999996,1.0,0.29,True,1.0,47228.0,6,100.00,73.4,804484.49,833527.31
6342,6344,"MASSIE, THOMAS H.",KY,4.0,REP,2014,0.361909656,25.6,REP,0.6212714229999999,1,0.07474,1.0,0.29,False,4.0,54214.0,20,100.00,72.1,638081.38,478876.23
6343,6343,"NEWBERRY, JAMES H JR",KY,4.0,DEM,2014,0.361909656,25.6,REP,0.349761558,0,0.07474,1.0,0.29,True,4.0,54214.0,5,,72.1,,
6344,6346,"ROGERS, HAROLD D",KY,5.0,REP,2014,0.231631912,12.0,REP,0.77896793,1,0.03348,1.0,0.29,False,0.0,30267.0,152,82.43,74.2,1332880.26,1125831.74
6345,6345,"STEPP, KENNETH STEPHENSON",KY,5.0,DEM,2014,0.231631912,12.0,REP,0.22103207,0,0.03348,1.0,0.29,True,0.0,30267.0,31,,74.2,6253.0,6253.0
6347,6352,"BARR, GARLAND ANDY",KY,6.0,REP,2014,0.415319244,29.4,REP,0.505683168,1,0.15083,1.0,0.29,False,,47057.0,500,84.55,73.52,2748741.62,2295731.11
6348,6350,"COBLENZ, MICHAEL",KY,6.0,DEM,2014,0.415319244,29.4,REP,0.46679207899999997,0,0.15083,1.0,0.29,True,,47057.0,1,,73.52,890068.37,886670.39
6349,6351,"JENSEN, ELISABETH",KY,6.0,DEM,2014,0.415319244,29.4,REP,0.46679207899999997,0,0.15083,0.0,0.29,True,,47057.0,500,,73.52,890068.37,886670.39
6353,6355,"MENDOZA, M.V. (VINNY)",LA,1.0,DEM,2014,0.481939124,27.9,REP,0.212468579,0,0.20926999999999998,1.0,0.4,True,0.0,54764.0,500,,75,0.0,0.0
6355,6356,"SCALISE, STEVE MR.",LA,1.0,REP,2014,0.481939124,27.9,REP,0.751833614,1,0.20926999999999998,1.0,0.4,False,0.0,54764.0,159,,75,2617334.23,2735431.16
6359,6360,"LANDRIEU, GARY C",LA,2.0,DEM,2014,0.600932338,21.2,REP,0.8018576390000001,0,0.67899,1.0,0.4,True,1.0,36297.0,47,,76.53684,1300571.7,1133989.32
6360,6361,"RICHMOND, CEDRIC L",LA,2.0,DEM,2014,0.600932338,21.2,REP,0.8018576390000001,1,0.67899,1.0,0.4,True,1.0,36297.0,500,,76.53684,1300571.7,1133989.32
6362,6365,"BOUSTANY, CHARLES W. DR. JR.",LA,3.0,REP,2014,0.38148720399999997,19.5,REP,0.772522182,1,0.29172,1.0,0.4,False,0.0,47095.0,23,,78.06667,0.0,0.0
6364,6363,"RICHARD, RUSSELL",LA,3.0,NNE,2014,0.38148720399999997,19.5,REP,0.0,0,0.29172,1.0,0.4,False,0.0,47095.0,81,,78.06667,,
6366,6367,"FLEMING, JOHN C MR. JR.",LA,4.0,REP,2014,0.398072075,19.3,REP,0.752988607,1,0.38754,1.0,0.4,False,4.0,40576.0,6,,79.3,1512622.19,803077.86
6367,6368,"LORD, RANDALL",LA,4.0,LIB,2014,0.398072075,19.3,REP,0.247011393,0,0.38754,1.0,0.4,False,4.0,40576.0,122,,79.3,,
6368,6381,"ABRAHAM, RALPH LEE",LA,5.0,REP,2014,0.38072224200000004,16.4,REP,0.778337996,0,0.38411,1.0,0.4,False,3.0,35169.0,171,,79.5,2374.0,2374.0
6371,6386,"DASHER, ZACH",LA,5.0,REP,2014,0.38072224200000004,16.4,REP,0.778337996,0,0.38411,1.0,0.4,False,3.0,35169.0,500,,79.5,2374.0,2374.0
6380,6370,"MAYO, JAMIE",LA,5.0,DEM,2014,0.38072224200000004,16.4,REP,0.0,0,0.38411,0.0,0.4,True,3.0,35169.0,40,,79.5,196584.01,196198.56
6381,6371,"MCALLISTER, VANCE MICHAEL",LA,5.0,REP,2014,0.38072224200000004,16.4,REP,0.778337996,0,0.38411,1.0,0.4,False,3.0,35169.0,500,,79.5,2374.0,2374.0
6391,6394,"CLAITOR, DANIEL A",LA,6.0,REP,2014,0.43719178799999997,28.2,REP,0.7940745909999999,0,0.28857,1.0,0.4,False,,56102.0,12,,79.2,0.0,0.0
6394,6398,"DIETZEL , PAUL II",LA,6.0,REP,2014,0.43719178799999997,28.2,REP,0.7940745909999999,0,0.28857,1.0,0.4,False,,56102.0,500,,79.2,0.0,0.0
6395,6397,"EDWARDS, EDWIN WASHINGTON",LA,6.0,DEM,2014,0.43719178799999997,28.2,REP,0.0,0,0.28857,1.0,0.4,True,,56102.0,185,,79.2,0.0,0.0
6397,6400,"GRAVES, GARRET",LA,6.0,REP,2014,0.43719178799999997,28.2,REP,0.7940745909999999,0,0.28857,1.0,0.4,False,,56102.0,500,,79.2,0.0,0.0
6405,6406,"NEAL, RICHARD E MR.",MA,1.0,DEM,2014,0.627131456,27.7,DEM,0.98422969,1,0.16167,1.0,0.54,True,0.0,50966.0,16,98.45,75.20667,1809130.37,1241116.89
6407,6408,"MCGOVERN, JIM",MA,2.0,DEM,2014,0.5898123129999999,36.5,DEM,0.984514022,1,0.15198,1.0,0.54,True,0.0,63721.0,5,99.24,77.2,874483.18,855086.84
6408,6410,"TSONGAS, NICOLA S",MA,3.0,DEM,2014,0.60157009,36.2,DEM,0.659260364,1,0.2333,0.0,0.54,True,0.0,68401.0,500,98.64,76.9,1227146.73,958139.92
6409,6409,"WOFFORD, ROSEANN EHRHARD",MA,3.0,REP,2014,0.60157009,36.2,DEM,0.339925346,0,0.2333,0.0,0.54,False,0.0,68401.0,500,99.07,76.9,30702.43,29646.21
6410,6411,"KENNEDY, JOSEPH P III",MA,4.0,DEM,2014,0.60080399,48.7,DEM,0.610920786,1,0.12600999999999998,1.0,0.54,True,0.0,87957.0,11,98.66,74.25789,2694291.45,1629037.24
6413,6424,"CLARK, KATHERINE",MA,5.0,DEM,2014,0.601202318,53.1,DEM,0.754861349,1,0.2161,0.0,0.54,True,0.0,81376.0,55,98.51,71.65714,2246750.0,1943088.62
6422,6426,"STOPA, MICHAEL P",MA,5.0,REP,2014,0.601202318,53.1,DEM,0.0,0,0.2161,1.0,0.54,False,0.0,81376.0,1,,71.65714,,
6424,6420,"WELCH, RICHARD",MA,5.0,IND,2014,0.601202318,53.1,DEM,0.0,0,0.2161,1.0,0.54,False,0.0,81376.0,16,,71.65714,,
6429,6433,"MOULTON, SETH",MA,6.0,DEM,2014,0.618946146,41.3,DEM,0.48276046100000003,0,0.14394,1.0,0.54,True,0.0,81137.0,160,99.06,69.8,3363693.19,3326394.26
6432,6431,"TISEI, RICHARD R.",MA,6.0,REP,2014,0.618946146,41.3,DEM,0.471207848,0,0.14394,1.0,0.54,False,0.0,81137.0,16,,69.8,2014233.84,2008058.76
6433,6435,"CAPUANO, MICHAEL E",MA,7.0,DEM,2014,0.6785371109999999,40.2,DEM,0.8337183000000001,1,0.48682,1.0,0.54,True,4.0,54152.0,1,98.26,69.2,870554.73,653147.33
6435,6436,"LYNCH, STEPHEN F",MA,8.0,DEM,2014,0.6785371109999999,43.0,DEM,0.7612186459999999,1,0.21950999999999998,1.0,0.54,True,0.0,77203.0,33,97.37,69.3,2542069.0,2542068.0
6437,6438,"CHAPMAN, JOHN C",MA,9.0,REP,2014,0.6238928810000001,32.4,DEM,0.32154909600000003,0,0.11497,1.0,0.54,False,,63304.0,6,,69,1020211.63,1016238.44
6439,6440,"KEATING, WILLIAM RICHARD",MA,9.0,DEM,2014,0.6238928810000001,32.4,DEM,0.587061437,1,0.11497,1.0,0.54,True,,63304.0,9,99.31,69,1185655.89,1387397.22
6443,6449,"HARRIS, ANDREW P",MD,1.0,REP,2014,0.502076636,29.6,DEM,0.639743391,0,0.17182,1.0,0.52,False,0.0,68386.0,28,78.38,78.9,1296624.88,1169105.97
6448,6443,"TILGHMAN, WILLIAM F",MD,1.0,DEM,2014,0.502076636,29.6,DEM,0.277193066,0,0.17182,1.0,0.52,True,0.0,68386.0,9,,78.9,572862.41,573289.15
6449,6451,"BANACH, DAVID MICHAEL",MD,2.0,REP,2014,0.612707298,28.6,DEM,0.31155063,0,0.44369,1.0,0.52,False,4.0,60941.0,4,,78.24737,874.0,923.0
6451,6455,"RUPPERSBERGER, C.A. DUTCH",MD,2.0,DEM,2014,0.612707298,28.6,DEM,0.65675662,1,0.44369,1.0,0.52,True,4.0,60941.0,500,100.00,78.24737,1085269.72,893338.66
6456,6459,"HARRIS, THOMAS E.",MD,3.0,REP,2014,0.638082093,45.6,DEM,0.296091117,0,0.36944,1.0,0.52,False,0.0,81015.0,20,78.38,77.27143,4015.0,3715.0
6458,6461,"LONG, CHARLES A",MD,3.0,REP,2014,0.638082093,45.6,DEM,0.296091117,0,0.36944,1.0,0.52,False,0.0,81015.0,23,,77.27143,4015.0,3715.0
6460,6460,"SARBANES, JOHN PETER SPYROS",MD,3.0,DEM,2014,0.638082093,45.6,DEM,0.669373426,1,0.36944,1.0,0.52,True,0.0,81015.0,6,87.17,77.27143,775892.37,756851.31
6462,6467,"EDWARDS, DONNA FERN",MD,4.0,DEM,2014,0.808334817,31.2,DEM,0.772571983,1,0.65814,0.0,0.52,True,0.0,72035.0,64,,76,573482.9,564094.49
6463,6463,"GRAZIANI, JOHN R.",MD,4.0,REP,2014,0.808334817,31.2,DEM,0.207489017,0,0.65814,1.0,0.52,False,0.0,72035.0,6,,76,42811.28,39688.08
6465,6466,"HOYT, NANCY JONES",MD,4.0,REP,2014,0.808334817,31.2,DEM,0.207489017,0,0.65814,1.0,0.52,False,0.0,72035.0,78,,76,42811.28,39688.08
6468,6471,"CHAFFEE, CHRISTOPHER PARRY",MD,5.0,REP,2014,0.699562661,33.0,DEM,0.277408628,0,0.48263999999999996,1.0,0.52,False,4.0,89671.0,2,,77.4,26577.35,26577.35
6470,6472,"HOYER, STENY HAMILTON",MD,5.0,DEM,2014,0.699562661,33.0,DEM,0.694804212,1,0.48263999999999996,1.0,0.52,True,4.0,89671.0,500,75.89,77.4,3869179.16,3843175.61
6472,6477,"BONGINO, DANIEL",MD,6.0,REP,2014,0.566437479,40.2,DEM,0.379469513,0,0.32037,1.0,0.52,False,4.0,73980.0,12,,77.1,1481891.83,1465984.14
6474,6478,"DELANEY, JOHN K",MD,6.0,DEM,2014,0.566437479,40.2,DEM,0.588455442,0,0.32037,1.0,0.52,True,4.0,73980.0,6,84.92,77.1,2607470.56,2586096.73
6480,6485,"CUMMINGS, ELIJAH E",MD,7.0,DEM,2014,0.6850308890000001,36.0,DEM,0.76608415,1,0.64137,1.0,0.52,True,3.0,58093.0,500,92.05,75.5,898537.95,787933.38
6484,6479,"VAUGHN, CARROGAN R",MD,7.0,REP,2014,0.6850308890000001,36.0,DEM,0.208410631,0,0.64137,1.0,0.52,False,3.0,58093.0,500,41.59,75.5,0.0,0.0
6487,6491,"VAN HOLLEN, CHRISTOPHER",MD,8.0,DEM,2014,0.808334817,53.0,DEM,0.6344545779999999,1,0.31753000000000003,1.0,0.52,True,,94004.0,500,,75,1055849.62,1357452.99
6488,6486,"WALLACE, DAVID D II",MD,8.0,REP,2014,0.808334817,53.0,DEM,0.329673951,0,0.31753000000000003,1.0,0.52,False,,94004.0,4,,75,15450.0,15818.0
6490,6489,"YOUNG, LIH",MD,8.0,DEM,2014,0.808334817,53.0,DEM,0.6344545779999999,0,0.31753000000000003,0.0,0.52,True,,94004.0,500,,75,1055849.62,1357452.99
6491,6493,"MISIUK, ISAAC JAMES",ME,1.0,REP,2014,0.604534585,34.6,REP,0.352080438,0,0.05545,1.0,0.45,False,0.0,56043.0,500,,79.5,20940.7,20787.57
6493,6495,"PINGREE, CHELLIE M",ME,1.0,DEM,2014,0.604534585,34.6,REP,0.647919562,1,0.05545,0.0,0.45,True,0.0,56043.0,500,100.00,79.5,435540.05,381502.1
6495,6502,"CAIN, EMILY ANN",ME,2.0,DEM,2014,0.5481711920000001,22.0,REP,0.581936668,0,0.04944,0.0,0.45,True,,42623.0,66,100.00,79.41333,1975987.28,1969516.56
6498,6504,"POLIQUIN, BRUCE L",ME,2.0,REP,2014,0.5481711920000001,22.0,REP,0.418063332,0,0.04944,1.0,0.45,False,,42623.0,132,100.00,79.41333,1719094.18,1710616.21
6500,6501,"RICHARDSON, RALPH BLAINE",ME,2.0,IND,2014,0.5481711920000001,22.0,REP,0.0,0,0.04944,1.0,0.45,False,,42623.0,171,,79.41333,,
6505,6510,"BENISHEK, DANIEL J. M.D.",MI,1.0,REP,2014,0.47007120799999996,22.7,,0.48138959200000003,1,0.0764,1.0,0.45,False,3.0,44265.0,12,,68.32667,2114648.35,2158321.68
6507,6511,"CANNON, JERRY",MI,1.0,DEM,2014,0.47007120799999996,22.7,,0.475969421,0,0.0764,1.0,0.45,True,3.0,44265.0,63,28.36,68.32667,1002506.43,1002506.43
6513,6513,"HUIZENGA, WILLIAM P THE HON.",MI,2.0,REP,2014,0.44349828799999996,24.0,,0.6116028370000001,1,0.15045999999999998,1.0,0.45,False,0.0,49175.0,9,100.00,76.2,1277352.51,1105248.33
6514,6516,"VANDERSTELT, DEAN",MI,2.0,DEM,2014,0.44349828799999996,24.0,,0.0,0,0.15045999999999998,1.0,0.45,True,0.0,49175.0,177,,76.2,57905.72,53344.98
6517,6521,"AMASH, JUSTIN",MI,3.0,REP,2014,0.45417140100000003,28.4,,0.5261536760000001,1,0.15932000000000002,1.0,0.45,False,4.0,52809.0,38,100.00,76.8,1800540.51,1454133.68
6520,6518,"GOODRICH, ROBERT EMMETT",MI,3.0,DEM,2014,0.45417140100000003,28.4,,0.44166567100000004,0,0.15932000000000002,1.0,0.45,True,4.0,52809.0,7,,76.8,328939.0,317529.06
6521,6523,"HOLMES, JEFF",MI,4.0,DEM,2014,0.486731201,20.1,,0.33550514600000003,0,0.05864,1.0,0.45,True,0.0,44572.0,192,,74.83684,133563.04,133563.04
6524,6527,"MOOLENAAR, JOHN",MI,4.0,REP,2014,0.486731201,20.1,,0.630728969,0,0.05864,1.0,0.45,False,0.0,44572.0,6,100.00,74.83684,1156712.66,1128662.1
6527,6528,"HARDWICK, ALAN",MI,5.0,REP,2014,0.592120334,18.3,,0.31480314800000003,0,0.22604000000000002,1.0,0.45,False,0.0,41597.0,110,100.00,73.1381,0.0,0.0
6529,6531,"KILDEE, DANIEL T.",MI,5.0,DEM,2014,0.592120334,18.3,,0.649806449,1,0.22604000000000002,1.0,0.45,True,0.0,41597.0,12,100.00,73.1381,913951.39,938757.28
6532,6536,"CLEMENTS, PAUL COLIN",MI,6.0,DEM,2014,0.49648876399999997,25.3,,0.426126843,0,0.15144000000000002,1.0,0.45,True,0.0,46697.0,27,100.00,71.6,793716.62,793361.74
6534,6534,"LAWRENCE, JOHN M.",MI,6.0,GRE,2014,0.49648876399999997,25.3,,0.0,0,0.15144000000000002,1.0,0.45,False,0.0,46697.0,6,87.38,71.6,,
6535,6535,"UPTON, FREDERICK STEPHEN",MI,6.0,REP,2014,0.49648876399999997,25.3,,0.545924019,1,0.15144000000000002,1.0,0.45,False,0.0,46697.0,135,100.00,71.6,3926017.82,3941683.73
6536,6537,"BYRNES, PAM",MI,7.0,DEM,2014,0.562759556,22.4,,0.430249411,0,0.08552,0.0,0.45,True,0.0,53554.0,500,,72,1372605.15,1372605.15
6541,6541,"WALBERG, TIMOTHY L HON.",MI,7.0,REP,2014,0.562759556,22.4,,0.533431425,1,0.08552,1.0,0.45,False,0.0,53554.0,21,75.17,72,1827643.49,1784290.9
6543,6551,"BISHOP, MIKE",MI,8.0,REP,2014,0.534027052,37.9,,0.586044503,0,0.14556,1.0,0.45,False,0.0,63645.0,1,100.00,72.3,1059488.15,1015364.64
6545,6546,"CASHA, JIM",MI,8.0,GRE,2014,0.534027052,37.9,,0.0,0,0.14556,1.0,0.45,False,0.0,63645.0,5,,72.3,,
6550,6552,"SCHERTZING, ERIC ANTHONY",MI,8.0,DEM,2014,0.534027052,37.9,,0.37286048,0,0.14556,1.0,0.45,True,0.0,63645.0,14,,72.3,504363.69,503638.41
6552,6557,"BRIKHO, GEORGE",MI,9.0,REP,2014,0.540679321,28.2,,0.34021511,0,0.20414000000000002,1.0,0.45,False,4.0,50706.0,53,,70.9,44184.7,42049.82
6555,6556,"LEVIN, SANDER M MR",MI,9.0,DEM,2014,0.540679321,28.2,,0.619140509,1,0.20414000000000002,1.0,0.45,True,4.0,50706.0,500,100.00,70.9,1453214.21,1491686.94
6556,6555,"MCDERMOTT, JOHN V.",MI,9.0,GRE,2014,0.540679321,28.2,,0.013957239,0,0.20414000000000002,1.0,0.45,False,4.0,50706.0,6,,70.9,,
6558,6560,"MILLER, CANDICE S.",MI,10.0,REP,2014,0.499929823,21.9,,0.6879693990000001,1,0.0688,0.0,0.45,False,4.0,58479.0,500,,72.7,850673.97,795742.33
6560,6561,"STADLER, CHUCK",MI,10.0,DEM,2014,0.499929823,21.9,,0.29741458,0,0.0688,1.0,0.45,True,4.0,58479.0,23,,72.7,0.0,0.0
6564,6567,"MCKENZIE, BOBBY",MI,11.0,DEM,2014,0.649265517,44.7,,0.443623844,0,0.17432,1.0,0.45,True,0.0,74527.0,93,,71.2,825724.7,815445.33
6567,6564,"TATAR, JOHN J",MI,11.0,LIB,2014,0.649265517,44.7,,0.026908547,0,0.17432,1.0,0.45,False,0.0,74527.0,6,,71.2,,
6568,6566,"TROTT, DAVID A",MI,11.0,REP,2014,0.649265517,44.7,,0.507590628,0,0.17432,1.0,0.45,False,0.0,74527.0,4,100.00,71.2,5008647.6,4958199.59
6569,6575,"BOWMAN, TERRENCE MICHAEL",MI,12.0,REP,2014,0.53281765,32.3,,0.289678375,0,0.2141,1.0,0.45,False,4.0,52569.0,195,,71.63333,48368.19,47906.19
6571,6574,"DINGELL, DEBBIE",MI,12.0,DEM,2014,0.53281765,32.3,,0.679412198,0,0.2141,0.0,0.45,True,4.0,52569.0,61,100.00,71.63333,1600331.23,1272507.7
6575,6580,"CONYERS, JOHN JR.",MI,13.0,DEM,2014,0.735935087,13.6,,0.827860837,1,0.61493,1.0,0.45,True,4.0,31887.0,6,60.80,72.9,778668.26,833998.91
6576,6576,"GORMAN, JEFF",MI,13.0,REP,2014,0.735935087,13.6,,0.136380905,0,0.61493,1.0,0.45,False,4.0,31887.0,192,100.00,72.9,0.0,0.0
6578,6577,"SHARER, CHRIS",MI,13.0,LIB,2014,0.735935087,13.6,,0.021374046,0,0.61493,1.0,0.45,False,4.0,31887.0,109,,72.9,,
6580,6584,"BARR, CHRISTINA L.",MI,14.0,REP,2014,0.735935087,29.4,,0.156314631,0,0.65466,0.0,0.45,False,,41516.0,16,,72,0.0,0.0
6583,6582,"CONYERS, CHRISTINA",MI,14.0,REP,2014,0.735935087,29.4,,0.156314631,0,0.65466,0.0,0.45,False,,41516.0,16,60.80,72,0.0,0.0
6589,6593,"LAWRENCE, BRENDA LULENAR",MI,14.0,DEM,2014,0.735935087,29.4,,0.82255651,0,0.65466,0.0,0.45,True,,41516.0,60,87.38,72,776975.86,660742.9
6593,6586,"SCHWARTZ, LEONARD",MI,14.0,LIB,2014,0.735935087,29.4,,0.01206842,0,0.65466,1.0,0.45,False,,41516.0,166,,72,,
6595,6597,"HAGEDORN, JAMES",MN,1.0,REP,2014,0.5049702079999999,26.3,REP,0.423895639,0,0.08398,1.0,0.46,False,4.0,57321.0,5,76.52,69.1,240931.12,238633.77
6597,6598,"WALZ, TIMOTHY J.",MN,1.0,DEM,2014,0.5049702079999999,26.3,REP,0.0,1,0.08398,1.0,0.46,True,4.0,57321.0,21,100.00,69.1,1575564.65,1559502.97
6600,6601,"KLINE, JOHN PAUL JR",MN,2.0,REP,2014,0.570214827,37.0,REP,0.5408576070000001,1,0.14797000000000002,1.0,0.46,False,1.0,76409.0,6,,68.7,2776557.7,3226366.88
6602,6603,"OBERMUELLER, MICHAEL E.",MN,2.0,DFL,2014,0.570214827,37.0,REP,0.0,0,0.14797000000000002,1.0,0.46,False,1.0,76409.0,1,,68.7,,
6605,6607,"PAULSEN, ERIK",MN,3.0,REP,2014,0.605831747,46.5,REP,0.581614662,1,0.18769,1.0,0.46,False,4.0,79965.0,87,100.00,66.9,3196225.86,2695111.36
6606,6606,"SUND, SHARON",MN,3.0,DEM,2014,0.605831747,46.5,REP,0.0,0,0.18769,0.0,0.46,True,4.0,79965.0,63,,66.9,156135.22,127646.87
6607,6610,"MCCOLLUM, BETTY",MN,4.0,DEM,2014,0.583176963,41.3,REP,0.0,1,0.27905,0.0,0.46,True,4.0,61244.0,500,94.00,66.2,863235.1,740086.05
6609,6609,"WALHGREN, SHARNA",MN,4.0,REP,2014,0.583176963,41.3,REP,0.315575457,0,0.27905,0.0,0.46,False,4.0,61244.0,500,,66.2,131726.82,130281.97
6611,6612,"DAGGETT, DOUGLAS JAMES",MN,5.0,REP,2014,0.6240011879999999,42.9,REP,0.252955561,0,0.30569,1.0,0.46,False,4.0,52447.0,50,,67.1,41564.5,39018.76
6612,6613,"ELLISON, KEITH MAURICE",MN,5.0,DEM,2014,0.6240011879999999,42.9,REP,0.0,1,0.30569,1.0,0.46,True,4.0,52447.0,45,91.72,67.1,2090932.14,1984754.12
6613,6621,"DENNEY, JOHN",MN,6.0,OTH,2014,0.582190847,28.1,REP,0.0,0,0.08435,1.0,0.46,False,4.0,71604.0,6,,65.2,,
6614,6615,"EMMER, THOMAS EARL JR",MN,6.0,REP,2014,0.582190847,28.1,REP,0.5060603579999999,0,0.08435,1.0,0.46,False,4.0,71604.0,20,68.74,65.2,2049149.96,2030950.22
6617,6614,"PEDERSON, JOHN CARROLL",MN,6.0,REP,2014,0.582190847,28.1,REP,0.5060603579999999,0,0.08435,1.0,0.46,False,4.0,71604.0,6,,65.2,2049149.96,2030950.22
6618,6620,"PERSKE, JOSEPH EMIL",MN,6.0,DFL,2014,0.582190847,28.1,REP,0.0,0,0.08435,1.0,0.46,False,4.0,71604.0,11,,65.2,,
6622,6622,"PETERSON, COLLIN CLARK",MN,7.0,DFL,2014,0.45308997,20.6,REP,0.0,1,0.07472999999999999,1.0,0.46,False,4.0,51880.0,500,100.00,65.95333,,
6623,6624,"WESTROM, TORREY NORMAN",MN,7.0,REP,2014,0.45308997,20.6,REP,0.348829605,0,0.07472999999999999,1.0,0.46,False,4.0,51880.0,500,,65.95333,1034570.07,1022303.44
6624,6625,"MILLS, STEWART",MN,8.0,REP,2014,0.531015479,21.8,REP,0.455381054,0,0.06913,1.0,0.46,False,,51322.0,500,100.00,75.2,2088028.87,2087731.19
6625,6627,"NOLAN, RICHARD MICHAEL",MN,8.0,DFL,2014,0.531015479,21.8,REP,0.0,1,0.06913,1.0,0.46,False,,51322.0,16,100.00,75.2,,
