filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareLEFT,IncumbentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedLEFT,SpentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareRIGHT,IncumbentRIGHT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedRIGHT,SpentRIGHT,PollingLEFT,PollingRIGHT,Wave,won
840,5436,5435,"LEE, CHAD",WI,2,REP,2012,,37.1,REP,0.381872387,0,0.12657,1,0.49,FALSE,4,56111,30,99.52,72.49048,91144.09,90315.94,0,5437,5440,"POCAN, MARK",WI,2,DEM,2012,,37.1,REP,0.618127613,0,0.12657,1,0.49,TRUE,4,56111,18,72.16,72.49048,1143296.01,1090359.91,0.381872387,0.618127613,1.2,1
841,5441,5443,"BOLAND, RAYMOND G",WI,3,REP,2012,,22.6,REP,0.465084249,0,0.05727,1,0.49,FALSE,0,46641,61,99.59,71.9,127409.03,127409.03,0,5442,5442,"KIND, RON",WI,3,DEM,2012,,22.6,REP,0.503067045,1,0.05727,1,0.49,TRUE,0,46641,43,99.86,71.9,1979016.88,1568648.69,0.465084249,0.503067045,1.2,1
842,5443,5445,"MOORE, GWENDOLYNNE",WI,4,DEM,2012,,25.6,REP,0.690506195,1,0.47497,0,0.49,TRUE,4,37782,500,99.67,72.3,823446.23,810326.08,1,5445,5444,"SEBRING, DANIEL P",WI,4,REP,2012,,25.6,REP,0.296016431,0,0.47497,1,0.49,FALSE,4,37782,12,98.97,72.3,40052.19,40001.73,0.690506195,0.296016431,1.2,0
843,5446,5447,"HEASTER, DAVID LEMAIRE",WI,5,DEM,2012,,33.3,REP,0.273745126,0,0.07381,1,0.49,TRUE,0,61675,4,99.86,72.3,0,0,0,5447,5448,"SENSENBRENNER, F JAMES JR",WI,5,REP,2012,,33.3,REP,0.693595982,1,0.07381,1,0.49,FALSE,0,61675,500,99.4,72.3,554919.59,626187.32,0.273745126,0.693595982,1.2,1
844,5448,5450,"KALLAS, JOSEPH C.",WI,6,DEM,2012,,23.4,REP,0.292927773,0,0.06735,1,0.49,TRUE,3,52150,11,99.84,72.5,7408,7408,0,5449,5449,"PETRI, THOMAS",WI,6,REP,2012,,23.4,REP,0.707072227,1,0.06735,1,0.49,FALSE,3,52150,20,82.19,72.5,743349.28,672014.83,0.292927773,0.707072227,1.2,1
845,5451,5453,"DUFFY, SEAN",WI,7,REP,2012,,20.5,REP,0.521924195,1,0.05951,1,0.49,FALSE,4,47118,39,99.47,72.8,2647209.9,2601113.23,1,5452,5452,"KREITLOW, PATRICK",WI,7,DEM,2012,,20.5,REP,0.445012324,0,0.05951,1,0.49,TRUE,4,47118,37,99.88,72.8,1280552.07,1280552.07,0.521924195,0.445012324,1.2,0
846,5454,5456,"RIBBLE, REID",WI,8,REP,2012,,22.9,REP,0.548263048,1,0.08683,1,0.49,FALSE,,51900,500,99.61,73.6,2320569.03,2086968.35,1,5455,5455,"WALL, JAMES RICHARD JR",WI,8,DEM,2012,,22.9,REP,0.451736952,0,0.08683,1,0.49,TRUE,,51900,5,99.84,73.6,1066990.64,1048910.08,0.548263048,0.451736952,1.2,0
847,5473,5473,"HENRICHSEN, CHRISTOPHER TODD",WY,0,DEM,2012,,24.3,REP,0.245165576,0,0.09128,1,0.28,TRUE,0,54901,2,98.92,71.7,0,0,0,5474,5472,"LUMMIS, CYNTHIA MARIE",WY,0,REP,2012,,24.3,REP,0.705268853,1,0.09128,0,0.28,FALSE,0,54901,31,98.13,71.7,715313.84,593403.21,0.245165576,0.705268853,1.2,1
848,5485,5496,"BYRNE, BRADLEY ROBERTS",AL,1,REP,2014,0.381724873,22.4,REP,1,1,0.32769,1,0.33,FALSE,0,44030,57,60.11,74,1907597.44,1655998.6,1,5492,5497,"LEFLORE, BURTON R",AL,1,DEM,2014,0.381724873,22.4,REP,0,0,0.32769,1,0.33,TRUE,0,44030,500,,74,36974.05,35603,1,0,-5.7,0
849,5497,5499,"ROBY, MARTHA",AL,2,REP,2014,0.419044159,21.3,REP,0.636594368,1,0.34606,0,0.33,FALSE,0,42628,161,66.37,73.46667,1098795.1,793565.21,1,5498,5498,"WRIGHT, ERICK",AL,2,IND,2014,0.419044159,21.3,REP,0,0,0.34606,1,0.33,FALSE,0,42628,500,,73.46667,,,0.636594368,0,-5.7,0
850,5500,5501,"ROGERS, MICHAEL",AL,3,REP,2014,0.468938495,20.1,REP,0.641096812,1,0.30279,1,0.33,FALSE,4,40896,1,5.78,77.7,1102097.22,936331.5,1,5501,5502,"SMITH, JESSE TREMAIN",AL,3,DEM,2014,0.468938495,20.1,REP,0.358903188,0,0.30279,1,0.33,TRUE,4,40896,66,100,77.7,9000,9000,0.641096812,0.358903188,-5.7,0
851,5504,5506,"BRAY, MARK",AL,5,IND,2014,0.356304314,29.2,REP,0,0,0.23241,1,0.33,FALSE,0,49202,18,,76.35789,,,0,5505,5507,"BROOKS, MO",AL,5,REP,2014,0.356304314,29.2,REP,0.650216355,1,0.23241,1,0.33,FALSE,0,49202,500,100,76.35789,614615.19,299837.5,0,0.650216355,-5.7,1
852,5510,5511,"LESTER, MARK",AL,6,DEM,2014,0.420412134,34.1,REP,0.287020086,0,0.20673,1,0.33,TRUE,4,58073,18,,75.3619,153501.09,165464.66,0,5512,5515,"PALMER, GARY",AL,6,REP,2014,0.420412134,34.1,REP,0.712979914,0,0.20673,1,0.33,FALSE,4,58073,47,100,75.3619,1880021.71,1690309.21,0.287020086,0.712979914,-5.7,1
853,5478,5483,"DUNBAR, FORREST",AK,0,DEM,2014,,27.7,REP,0.287103587,0,0.34361,1,,TRUE,4,71583,500,,74,237456.58,230088.83,0,5483,5482,"YOUNG, DONALD E",AK,0,REP,2014,,27.7,REP,0.641517795,1,0.34361,1,,FALSE,4,71583,42,71.52,74,788960.16,809039.2,0.46,0.54,-5.7,1
854,5548,5550,"KIRKPATRICK, ANN",AZ,1,DEM,2014,0.43368944,23.2,REP,0.487982671,1,0.34248,0,0.4,TRUE,3,47618,100,,75,3403185.88,3323324.56,1,5550,5549,"TOBIN, ANDY HON.",AZ,1,REP,2014,0.43368944,23.2,REP,0.451495459,0,0.34248,1,0.4,FALSE,3,47618,28,,75,1385768.58,1377528.21,0.487982671,0.451495459,-5.7,0
855,5551,5557,"BARBER, RONALD",AZ,2,DEM,2014,0.429787361,32.2,REP,0.504100534,1,0.18625,1,0.4,TRUE,0,47586,43,,76.4,4029500.96,3610617.45,0,5555,5558,"MCSALLY, MARTHA E MS.",AZ,2,REP,2014,0.429787361,32.2,REP,0.495704447,0,0.18625,0,0.4,FALSE,0,47586,161,100,76.4,4808013.56,4466677.51,0.51,0.49,-5.7,1
856,5558,5566,"GRIJALVA, RAUL M",AZ,3,DEM,2014,0.438797679,15.5,REP,0.583693938,1,0.25737,1,0.4,TRUE,0,40734,500,100,75.65333,589088.71,560866.42,1,5560,5562,"MERCER, GABRIELA SAUCEDO MRS",AZ,3,REP,2014,0.438797679,15.5,REP,0.371450758,0,0.25737,0,0.4,FALSE,0,40734,500,,75.65333,93433.06,103441.35,0.583693938,0.371450758,-5.7,0
857,5566,5570,"GOSAR, PAUL ANTHONY",AZ,4,REP,2014,0.438797679,18.1,REP,0.668308992,1,0.11421,1,0.4,FALSE,4,43771,27,71.42,77.1,489817.48,401796.79,1,5569,5569,"WEISSER, MIKEL",AZ,4,DEM,2014,0.438797679,18.1,REP,0.283697079,0,0.11421,1,0.4,TRUE,4,43771,500,99.8,77.1,35138.5,32624.43,0.668308992,0.283697079,-5.7,0
858,5570,5572,"SALMON, MATT",AZ,5,REP,2014,0.438797679,33.5,REP,0.671906072,1,0.14151,1,0.4,FALSE,4,65129,500,,76.8,934783.86,574358.68,1,5572,5573,"WOODS, JAMES ISSAC",AZ,5,DEM,2014,0.438797679,33.5,REP,0.328093928,0,0.14151,1,0.4,TRUE,4,65129,5,,76.8,56416.79,56749.88,0.671906072,0.328093928,-5.7,0
859,5573,5575,"SCHWEIKERT, DAVID",AZ,6,REP,2014,0.436733064,41,REP,0.612960771,1,0.14073,1,0.4,FALSE,0,61389,4,80.31,77.14211,798349.97,533363.01,1,5574,5574,"WILLIAMSON, W JOHN",AZ,6,DEM,2014,0.436733064,41,REP,0.333129816,0,0.14073,1,0.4,TRUE,0,61389,500,58.82,77.14211,0,0,0.612960771,0.333129816,-5.7,0
860,5577,5579,"COBB, JOE",AZ,7,LIB,2014,0.457491062,13.6,REP,0.182574886,0,0.37018,1,0.4,FALSE,4,34881,107,100,77.34286,,,0,5582,5587,"GALLEGO, RUBEN",AZ,7,DEM,2014,0.457491062,13.6,REP,0.817425114,0,0.37018,1,0.4,TRUE,4,34881,182,100,77.34286,936188.95,911026.32,0.182574886,0.817425114,-5.7,1
861,5590,5591,"DOLGOS, STEPHEN",AZ,8,OTH,2014,0.497771413,27.8,REP,0,0,0.15864,1,0.4,FALSE,3,59512,33,,77.9,,,0,5591,5593,"FRANKS, TRENT",AZ,8,REP,2014,0.497771413,27.8,REP,0.633484976,1,0.15864,1,0.4,FALSE,3,59512,500,71.06,77.9,424680.15,369180.65,0,0.633484976,-5.7,1
862,5595,5597,"ROGERS, WENDY",AZ,9,REP,2014,,35.2,REP,0.446286146,0,0.23608,0,0.4,FALSE,,51106,36,22.44,74.8,1378441.1,1328058.64,0,5597,5599,"SINEMA, KYRSTEN",AZ,9,DEM,2014,,35.2,REP,0.487268671,1,0.23608,0,0.4,TRUE,,51106,500,100,74.8,3712606.13,3458414.64,0.446286146,0.487268671,-5.7,1
863,5520,5523,"CRAWFORD, ERIC ALAN RICK",AR,1,REP,2014,0.363115241,15,DEM,0.562300734,1,0.21144,1,0.33,FALSE,4,37247,14,100,77.1,907123.79,665075.08,1,5521,5522,"MCPHERSON, JACKIE",AR,1,DEM,2014,0.363115241,15,DEM,0.391345916,0,0.21144,0,0.33,TRUE,4,37247,500,,77.1,284800.44,279780.51,0.61,0.39,-5.7,0
864,5524,5528,"HAYS, PATRICK HENRY",AR,2,DEM,2014,0.436438188,27.4,DEM,0.394824807,0,0.26969,1,0.33,TRUE,0,46361,37,,77,1564805.39,1563516.26,0,5525,5529,"HILL, JAMES FRENCH",AR,2,REP,2014,0.436438188,27.4,DEM,0.551905456,0,0.26969,1,0.33,FALSE,0,46361,5,84.54,77,2198995.68,2149743.85,0.52,0.48,-5.7,1
865,5529,5530,"BRAND, GRANT",AR,3,LIB,2014,0.321825417,24.7,DEM,0.080904502,0,0.13876,1,0.33,FALSE,4,45351,500,,76.4,,,0,5531,5532,"WOMACK, STEVE",AR,3,REP,2014,0.321825417,24.7,DEM,0.759045022,1,0.13876,1,0.33,FALSE,4,45351,159,100,76.4,970069.13,574943.7,0.080904502,0.759045022,-5.7,1
866,5535,5537,"WESTERMAN, BRUCE MR.",AR,4,REP,2014,0.389008941,15.5,DEM,0.595277908,0,0.25102,1,0.33,FALSE,,37793,132,100,76.8,1030441.15,938239.74,1,5536,5535,"WITT, JAMES LEE",AR,4,DEM,2014,0.389008941,15.5,DEM,0.366912142,0,0.25102,1,0.33,TRUE,,37793,5,,76.8,1189666.78,1189666.78,0.5225,0.4775,-5.7,0
867,5601,5603,"HALL, HEIDI",CA,1,DEM,2014,0.685783757,22.5,DEM,0.426174234,0,0.14182,0,0.51,TRUE,4,45923,77,40.09,76.4,233278.26,233870.36,0,5602,5602,"LAMALFA, DOUG",CA,1,REP,2014,0.685783757,22.5,DEM,0.573825766,1,0.14182,1,0.51,FALSE,4,45923,50,,76.4,732867.64,730253.27,0.426174234,0.573825766,-5.7,1
868,5605,5606,"HUFFMAN, JARED MR",CA,2,DEM,2014,0.466282285,38.9,DEM,0.712432998,1,0.20252,1,0.51,TRUE,0,64958,113,68.3,76.3,908930.12,712985.22,1,5606,5607,"MENSING, DALE KENNETH",CA,2,REP,2014,0.466282285,38.9,DEM,0.287567002,0,0.20252,1,0.51,FALSE,0,64958,148,15.65,76.3,5502,5462,0.712432998,0.287567002,-5.7,0
869,5607,5610,"GARAMENDI, JOHN",CA,3,DEM,2014,0.587944725,23.7,DEM,0.542304931,1,0.34647,1,0.51,TRUE,0,56275,6,63.11,74.64211,1457786.33,1290607.27,1,5609,5609,"LOGUE, DANIEL",CA,3,REP,2014,0.587944725,23.7,DEM,0.457695069,0,0.34647,1,0.51,FALSE,0,56275,12,,74.64211,827862.53,815768.31,0.542304931,0.457695069,-5.7,0
870,5613,5614,"MCCLINTOCK, THOMAS",CA,4,REP,2014,0.507320632,31.4,DEM,0.611091545,1,0.13787,1,0.51,FALSE,3,68539,20,61.46,73.05714,231830.17,196522.01,1,5614,5615,"MOORE, ARTHUR S",CA,4,REP,2014,0.507320632,31.4,DEM,0.611091545,0,0.13787,1,0.51,FALSE,3,68539,127,,73.05714,231830.17,196522.01,0.611091545,0.611091545,-5.7,0
871,5616,5617,"HINTON, JAMES",CA,5,NNE,2014,0.583663145,29.6,DEM,0,0,0.35204,1,0.51,FALSE,3,65520,5,,71.8,,,0,5617,5619,"THOMPSON, MIKE MR.",CA,5,DEM,2014,0.583663145,29.6,DEM,0.744711233,1,0.35204,1,0.51,TRUE,3,65520,1,65.7,71.8,1871449.24,1712297.91,0,0.744711233,-5.7,1
872,5619,5621,"MATSUI, DORIS",CA,6,DEM,2014,0.741492394,25.8,DEM,0.750524354,1,0.48611,0,0.51,TRUE,0,46805,500,70.38,71.6,1063565.6,982391.48,1,5620,5620,"MCCRAY, JOSEPH SR",CA,6,REP,2014,0.741492394,25.8,DEM,0.249475646,0,0.48611,1,0.51,FALSE,0,46805,11,,71.6,20944.99,20950.18,0.750524354,0.249475646,-5.7,0
873,5621,5627,"BERA, AMERISH",CA,7,DEM,2014,0.664042241,31.5,DEM,0.516815409,1,0.33913,1,0.51,TRUE,0,66104,500,54,71.8,4395223.5,4317863.29,1,5624,5626,"OSE, DOUG",CA,7,REP,2014,0.664042241,31.5,DEM,0.483184591,0,0.33913,1,0.51,FALSE,0,66104,50,,71.8,5145011,5114545.86,0.516815409,0.483184591,-5.7,0
874,5627,5630,"CONAWAY, ROBERT DEAN",CA,8,DEM,2014,0.862632886,15.5,DEM,0,0,0.24408,1,0.51,TRUE,0,45873,7,,71.8,5919,6104,0,5629,5629,"COOK, PAUL",CA,8,REP,2014,0.862632886,15.5,DEM,1,1,0.24408,1,0.51,FALSE,0,45873,27,41.99,71.8,813372.96,297683.16,0,1,-5.7,1
875,5633,5635,"AMADOR, ANTONIO CANDIA",CA,9,REP,2014,0.807658627,19.3,DEM,0.444459045,0,0.454,1,0.51,FALSE,0,54491,83,21.73,71.4,63729.6,62057.76,0,5636,5637,"MCNERNEY, JERRY",CA,9,DEM,2014,0.807658627,19.3,DEM,0.555540955,1,0.454,1,0.51,TRUE,0,54491,63,55.27,71.4,1224433.6,1109114.54,0.444459045,0.555540955,-5.7,1
876,5639,5640,"DENHAM, JEFF",CA,10,REP,2014,0.697936769,17.1,DEM,0.527081869,1,0.26557,1,0.51,FALSE,0,54681,192,47.73,71.4,2762283.99,1753320.93,1,5640,5641,"EGGMAN, MICHAEL RAY",CA,10,DEM,2014,0.697936769,17.1,DEM,0.472918131,0,0.26557,1,0.51,TRUE,0,54681,1,27.58,71.4,1294524.96,1291436.26,0.527081869,0.472918131,-5.7,0
877,5642,5648,"DESAULNIER, MARK",CA,11,DEM,2014,0.722268037,41.7,DEM,0.697317276,0,0.37984,1,0.51,TRUE,0,75036,18,75.33,71.48,561969.88,541227.55,1,5645,5643,"QUANG, TUE PHAN",CA,11,REP,2014,0.722268037,41.7,DEM,0.302682724,0,0.37984,1,0.51,FALSE,0,75036,500,,71.48,113194.01,113494.01,0.697317276,0.302682724,-5.7,0
878,5649,5656,"DENNIS, JOHN",CA,12,REP,2014,0.809000156,54.5,DEM,0.149161432,0,0.50103,1,0.51,FALSE,0,85370,6,,79.3,623935.44,600046.35,0,5652,5657,"PELOSI, NANCY",CA,12,DEM,2014,0.809000156,54.5,DEM,0.850838568,1,0.50103,0,0.51,TRUE,0,85370,78,78.11,79.3,2926898.74,2395066.14,0.149161432,0.850838568,-5.7,1
879,5659,5661,"LEE, BARBARA",CA,13,DEM,2014,0.807658627,45,DEM,0.867815733,1,0.5538,0,0.51,TRUE,4,62811,76,91.95,78.6,1139240.19,1100730.18,1,5660,5658,"SUNDEEN, DAKIN M",CA,13,REP,2014,0.807658627,45,DEM,0,0,0.5538,1,0.51,FALSE,4,62811,500,,78.6,4790,4790,0.867815733,0,-5.7,0
880,5661,5662,"CHEW, ROBIN LEO",CA,14,REP,2014,0.725889552,42.6,DEM,0.210834627,0,0.53793,1,0.51,FALSE,0,95972,67,,78.96842,24653.65,24653.65,0,5662,5663,"SPEIER, JACKIE",CA,14,DEM,2014,0.725889552,42.6,DEM,0.789165373,1,0.53793,0,0.51,TRUE,0,95972,500,99.04,78.96842,1075200.59,841038.54,0.210834627,0.789165373,-5.7,1
881,5663,5664,"BUSSELL, HUGH",CA,15,REP,2014,0.71569854,40,DEM,0,0,0.5223,1,0.51,FALSE,1,91265,500,,79.10476,17367.27,16477.23,0,5667,5668,"SWALWELL, ERIC MICHAEL",CA,15,DEM,2014,0.71569854,40,DEM,1,1,0.5223,1,0.51,TRUE,1,91265,14,76.5,79.10476,2040208.3,1669313.51,0,1,-5.7,1
882,5669,5673,"COSTA, JIM",CA,16,DEM,2014,0.71569854,11.8,DEM,0.574086131,1,0.43092,1,0.51,TRUE,1,36780,5,55.91,79.4,1524075.67,1116677.4,1,5674,5675,"TACHERRA, JOHNNY",CA,16,REP,2014,0.71569854,11.8,DEM,0.425913869,0,0.43092,1,0.51,FALSE,1,36780,88,32.84,79.4,342411.55,342204.12,0.574086131,0.425913869,-5.7,0
883,5675,5678,"HONDA, MIKE",CA,17,DEM,2014,0.715561029,52.6,DEM,0.735447196,1,0.66883,1,0.51,TRUE,1,103316,1,37.4,78.8,3412568.09,4427100.78,1,5676,5679,"KHANNA, ROHIT",CA,17,DEM,2014,0.715561029,52.6,DEM,0.735447196,0,0.66883,1,0.51,TRUE,1,103316,500,39.08,78.8,3412568.09,4427100.78,0.51,0.49,-5.7,0
884,5681,5684,"ESHOO, ANNA",CA,18,DEM,2014,0.505021747,58.5,DEM,0.70489246,1,0.34792,0,0.51,TRUE,3,105872,87,68.2,79.2,1509756.37,1540092.76,1,5683,5682,"FOX, RICHARD B",CA,18,REP,2014,0.505021747,58.5,DEM,0.29510754,0,0.34792,1,0.51,FALSE,3,105872,16,24.4,79.2,42012,41249.25,0.70489246,0.29510754,-5.7,0
885,5685,5687,"LOFGREN, ZOE",CA,19,DEM,2014,0.47937681,32.1,DEM,0.732357759,1,0.52825,0,0.51,TRUE,0,83701,500,76.08,79.4,1157846.24,682507.16,1,5686,5685,"MURRAY, ROBERT",CA,19,DEM,2014,0.47937681,32.1,DEM,0.732357759,0,0.52825,1,0.51,TRUE,0,83701,7,,79.4,1157846.24,682507.16,0.732357759,0.732357759,-5.7,0
886,5687,5688,"FARR, SAM",CA,20,DEM,2014,0.438904477,26.4,DEM,0.740685557,1,0.22247,1,0.51,TRUE,0,60076,64,,79.3,782583.56,747789.34,1,5688,5689,"KABAT, RONALD PAUL",CA,20,NNE,2014,0.438904477,26.4,DEM,0,0,0.22247,1,0.51,FALSE,0,60076,43,,79.3,,,0.740685557,0,-5.7,0
887,5690,5691,"RENTERIA, AMANDA",CA,21,DEM,2014,0.463209894,8.1,DEM,0.422409123,0,0.28742,0,0.51,TRUE,4,36972,17,,80.2,1725079.55,1690530,0,5691,5692,"VALADAO, DAVID",CA,21,REP,2014,0.463209894,8.1,DEM,0.577590877,1,0.28742,1,0.51,FALSE,4,36972,4,54.03,80.2,2685195.54,2732693.38,0.475,0.525,-5.7,1
888,5693,5695,"MARRERO, SUZANNA AUGILERA",CA,22,DEM,2014,0.677058491,23.3,DEM,0.381203229,0,0.27226,0,0.51,TRUE,3,52172,500,,79.78667,36527.12,36799.17,0,5694,5694,"NUNES, DEVIN G",CA,22,REP,2014,0.677058491,23.3,DEM,0.618796771,1,0.27226,1,0.51,FALSE,3,52172,500,63.81,79.78667,2065646.13,1456623.98,0.381203229,0.618796771,-5.7,1
889,5696,5700,"GARCIA, RAUL",CA,23,DEM,2014,0.539011256,19.1,DEM,0,0,0.242,1,0.51,TRUE,,55195,500,,81.2,9345,8931.34,0,5698,5701,"MCCARTHY, KEVIN",CA,23,REP,2014,0.539011256,19.1,DEM,0.732216682,1,0.242,1,0.51,FALSE,,55195,13,55.46,81.2,5943825.95,5920014.48,0,0.732216682,-5.7,1
890,5702,5708,"CAPPS, LOIS G",CA,24,DEM,2014,0.548571457,31.8,DEM,0.550972776,1,0.189,0,0.51,TRUE,0,63704,500,,80.5,2282305.02,2493169.87,1,5708,5707,"MITCHUM, CHRISTOPHER",CA,24,REP,2014,0.548571457,31.8,DEM,0.449027224,0,0.189,1,0.51,FALSE,0,63704,2,,80.5,481278.69,477674.37,0.495,0.505,-5.7,0
891,5713,5720,"KNIGHT, STEVE",CA,25,REP,2014,0.672419585,26.8,DEM,0.547788228,0,0.36729,1,0.51,FALSE,0,70727,159,48.26,80.4,415460.24,410834.53,1,5718,5719,"STRICKLAND, ANTHONY A",CA,25,REP,2014,0.672419585,26.8,DEM,0.547788228,0,0.36729,1,0.51,FALSE,0,70727,22,,80.4,415460.24,410834.53,0.547788228,0.547788228,-5.7,0
892,5720,5724,"BROWNLEY, JULIA",CA,26,DEM,2014,0.673149146,31.6,DEM,0.526917612,1,0.19572,0,0.51,TRUE,0,74758,131,64.02,80.12381,3590149.32,3364754.34,1,5722,5725,"GORELL, JEFF",CA,26,REP,2014,0.673149146,31.6,DEM,0.473082388,0,0.19572,1,0.51,FALSE,0,74758,192,,80.12381,1388717.9,1298190.88,0.526917612,0.473082388,-5.7,0
893,5725,5726,"CHU, JUDY",CA,27,DEM,2014,0.705029674,40.2,DEM,0.639775443,1,0.60384,0,0.51,TRUE,3,66454,500,66.18,79.8,1168164.17,737543.01,1,5726,5727,"ORSWELL, JACK",CA,27,REP,2014,0.705029674,40.2,DEM,0.360224557,0,0.60384,1,0.51,FALSE,3,66454,146,28.1,79.8,166341.24,159258.9,0.639775443,0.360224557,-5.7,0
894,5728,5729,"SCHIFF, ADAM",CA,28,DEM,2014,0.705029674,42.7,DEM,0.764874691,1,0.3315,1,0.51,TRUE,3,57782,36,70.24,79.7,916759.17,870294.85,1,5729,5731,"STOKES, STEVE",CA,28,IND,2014,0.705029674,42.7,DEM,0,0,0.3315,1,0.51,FALSE,3,57782,159,,79.7,,,0.764874691,0,-5.7,0
895,5731,5734,"CARDENAS, TONY",CA,29,DEM,2014,0.705029674,18.5,DEM,0.740526081,1,0.44513,1,0.51,TRUE,1,47499,80,0.96,80.2,1013135.91,953305.27,1,5733,5732,"LEADER, WILLIAM",CA,29,REP,2014,0.705029674,18.5,DEM,0,0,0.44513,1,0.51,FALSE,1,47499,9,,80.2,0,0,0.740526081,0,-5.7,0
896,5739,5735,"REED SR., MARK STEVEN SR.",CA,30,REP,2014,0.705029674,41.5,DEM,0,0,0.33315,1,0.51,FALSE,1,69353,500,,80.6,10216.06,5065.97,0,5740,5736,"SHERMAN, BRAD",CA,30,DEM,2014,0.705029674,41.5,DEM,1,1,0.33315,1,0.51,TRUE,1,69353,123,60.11,80.6,1431583.49,842753.62,0,1,-5.7,1
897,5742,5746,"AGUILAR, PETE",CA,31,DEM,2014,0.705029674,22.5,DEM,0,0,0.3823,1,0.51,TRUE,0,52396,55,43.08,80.6,2234755.55,2246264.88,1,5744,5748,"CHABOT, PAUL R DR.",CA,31,REP,2014,0.705029674,22.5,DEM,1,0,0.3823,1,0.51,FALSE,0,52396,27,22.67,80.6,469836.83,469541.85,0.52,0.48,-5.7,0
898,5750,5751,"ALAS, ARTURO E III",CA,32,REP,2014,0.705029674,19.8,DEM,0.342999616,0,0.54651,1,0.51,FALSE,4,57177,500,,82,61019.64,61035.9,0,5751,5752,"NAPOLITANO, GRACE",CA,32,DEM,2014,0.705029674,19.8,DEM,0.657000384,1,0.54651,0,0.51,TRUE,4,57177,500,51.41,82,347168.21,304898.12,0.342999616,0.657000384,-5.7,1
899,5753,5769,"CARR, ELAN S.",CA,33,REP,2014,0.705029674,62.4,DEM,0,0,0.25376,1,0.51,FALSE,4,101573,500,,81.32,1581866.04,1575539.63,0,5764,5774,"LIEU, TED",CA,33,DEM,2014,0.705029674,62.4,DEM,0.539557956,0,0.25376,1,0.51,TRUE,4,101573,181,69.15,81.32,2293035.5,2173521.4,0,0.539557956,-5.7,1
900,5774,5779,"BECERRA, XAVIER",CA,34,DEM,2014,0.705029674,21.9,DEM,0.856156199,1,0.57303,1,0.51,TRUE,4,35691,500,77.58,82.2,0,0,1,5775,5775,"EDWARDS, ADRIENNE NICOLE",CA,34,DEM,2014,0.705029674,21.9,DEM,0.856156199,0,0.57303,0,0.51,TRUE,4,35691,200,21.15,82.2,0,0,0.856156199,0.856156199,-5.7,0
901,5779,5784,"GAGNIER, CHRISTINA",CA,35,DEM,2014,0.705029674,14.2,DEM,1,0,0.52071,0,0.51,TRUE,3,53318,16,,81,82283.74,83828.61,0,5782,5783,"TORRES, NORMA",CA,35,DEM,2014,0.705029674,14.2,DEM,1,0,0.52071,0,0.51,TRUE,3,53318,500,75.57,81,82283.74,83828.61,1,1,-5.7,1
902,5785,5786,"NESTANDE, BRIAN",CA,36,REP,2014,0.705029674,20.3,DEM,0.470606605,0,0.31774,1,0.51,FALSE,4,44446,8,,80.33158,1299009.56,1292192.98,0,5786,5787,"RUIZ, RAUL DR.",CA,36,DEM,2014,0.705029674,20.3,DEM,0.529393395,1,0.31774,1,0.51,TRUE,4,44446,500,58.48,80.33158,3409976.53,3087543.45,0.470606605,0.529393395,-5.7,1
903,5787,5791,"BASS, KAREN",CA,37,DEM,2014,0.705029674,36.3,DEM,0.864174806,1,0.553,0,0.51,TRUE,3,49669,25,80.21,79.30952,1045813.42,822020.87,1,5790,5790,"KING, R ADAM",CA,37,REP,2014,0.705029674,36.3,DEM,0,0,0.553,1,0.51,FALSE,3,49669,500,,79.30952,14585,14692.73,0.864174806,0,-5.7,0
904,5791,5792,"CAMPOS, BENJAMIN",CA,38,REP,2014,0.705029674,21.2,DEM,0.32455239,0,0.50516,1,0.51,FALSE,4,61537,44,29.7,78.9,6176,5246.75,0,5792,5793,"SANCHEZ, LINDA",CA,38,DEM,2014,0.705029674,21.2,DEM,0.67544761,1,0.50516,0,0.51,TRUE,4,61537,68,8.34,78.9,1350030.93,1027338.66,0.32455239,0.67544761,-5.7,1
905,5793,5794,"ANDERSON, PETER O",CA,39,DEM,2014,0.705029674,38.6,DEM,0.42211877,0,0.4676,1,0.51,TRUE,4,76910,55,,77.9,4208.98,4208.98,0,5794,5795,"ROYCE, ED MR.",CA,39,REP,2014,0.705029674,38.6,DEM,0.57788123,1,0.4676,1,0.51,FALSE,4,76910,40,60.5,77.9,3192506.95,1743860.38,0.42211877,0.57788123,-5.7,1
906,5795,5797,"ROYBAL-ALLARD, LUCILLE",CA,40,DEM,2014,0.45768618,8.6,DEM,1,1,0.45787,0,0.51,TRUE,4,39199,500,76.3,78.1,0,0,1,5796,5796,"SANCHEZ, DAVID",CA,40,DEM,2014,0.45768618,8.6,DEM,1,0,0.45787,1,0.51,TRUE,4,39199,4,8.34,78.1,0,0,1,1,-5.7,0
