COX,  JOHN R.#AK#0#REP#2010#0.503333091
CORLEY,  EVERETT#KY#3#REP#2016#0.35568717
DEVORE,  ROBERT L.#KY#3#REP#2016#0.35568717
WEST,  LARRY J.#KY#3#REP#2016#0.35568717
BRATCHER,  HAROLD#KY#3#REP#2016#0.35568717
YARMUTH,  JOHN A MR#KY#3#DEM#2016#0.634941683
SIDLE,  CALVIN#KY#4#DEM#2016#0.322716265
MASSIE,  THOMAS H.#KY#4#REP#2016#0.677283735
BURK,  JOHN GUNTHER JR#KY#5#REP#2016#0.782538008
ROGERS,  HAROLD DALLAS#KY#5#REP#2016#0.782538008
BRILL,  ROGER Q#KY#6#REP#2016#0.599949531
YOUNG,  GEOFFREY M#KY#6#DEM#2016#0.400050469
KEMPER,  NANCY JO#KY#6#DEM#2016#0.400050469
COBLENZ,  MICHAEL#KY#6#DEM#2016#0.400050469
BARR,  GARLAND ANDY#KY#6#REP#2016#0.599949531
FAUST,  DANIL#LA#1#DEM#2016#0.18871412
DUGAS,  LEE A#LA#1#DEM#2016#0.18871412
KEARNEY,  HOWARD#LA#1#LIB#2016#0.035683841
YANG,  CHUEMAI#LA#1#NPA#2016#0
BARRON,  ELIOT S#LA#1#GRE#2016#0
SWIDER,  JOSEPH C#LA#1#DEM#2016#0.18871412
SCALISE,  STEVE MR.#LA#1#REP#2016#0.775602039
DAVENPORT,  SAMUEL#LA#2#LIB#2016#0
CUTNO,  KENNETH#LA#2#DEM#2016#0.857543891
RICHMOND,  CEDRIC L.#LA#2#DEM#2016#0.857543891
HOLDEN,  MELVIN KIP#LA#2#DEM#2016#0.857543891
HEBERT,  JACOB 'DORIAN PHIBIAN''#LA#3#DEM#2016#0
RADER,  LARRY#LA#3#DEM#2016#0
VIDRINE,  HERMAN L#LA#3#REP#2016#0.880043002
ANGELLE,  SCOTT MR.#LA#3#REP#2016#0.880043002
BARRILLEAUX,  BRYAN#LA#3#REP#2016#0.880043002
SCELFO,  KENNY P SR#LA#3#NPA#2016#0
MCLENDON,  GUY#LA#3#LIB#2016#0
REES,  GROVER JOSEPH#LA#3#REP#2016#0.880043002
ELLISON,  GREGORY W LT COL#LA#3#REP#2016#0.880043002
GEYMANN,  BRETT F#LA#3#REP#2016#0.880043002
KNEZEK,  ERICK#LA#3#REP#2016#0.880043002
RANTZ,  AUGUST J IV#LA#3#REP#2016#0.880043002
HIGGINS,  CAPTAIN CLAY#LA#3#REP#2016#0.880043002
GUILLORY,  ELBERT#LA#4#REP#2016#0.734338853
JOHNSON,  JAMES MICHAEL#LA#4#REP#2016#0.734338853
HALVERSON,  MARK DAVID#LA#4#NPA#2016#0
KREFFT,  KENNETH J#LA#4#NPA#2016#0
JOHN,  RICHARD MICHAEL MR.#LA#4#REP#2016#0.734338853
JENKINS,  OLIVER LTCOL#LA#4#REP#2016#0.734338853
BAUCUM,  RALPH W DR III#LA#4#REP#2016#0.734338853
JONES JR,  J MARSHALL#LA#4#DEM#2016#0
MAYO,  JAMIE#LA#5#DEM#2016#0
ABRAHAM,  RALPH LEE DR. JR.#LA#5#REP#2016#0.701662695
BURKETTE,  BILLY#LA#5#REP#2016#0.701662695
LIEBERMAN,  RICHARD #LA#6#DEM#2016#0.345142159
FONTANESI,  RICHARD M.#LA#6#LIB#2016#0.013776748
SAMPSON,  JERMAINE#LA#6#DEM#2016#0.345142159
BELL,  ROBERT LAMAR 'BOB'#LA#6#REP#2016#0.641081092
GRAHAM,  DEVIN LANCE#LA#6#OTH#2016#0
GRAVES,  GARRET#LA#6#REP#2016#0.641081092
MAYOCK,  FREDERICK#MA#1#IND#2016#0
SIMMONS,  THOMAS T#MA#1#LIB#2016#0
NEAL,  RICHARD E MR.#MA#1#DEM#2016#0.97955701
TRIBANDIS,  THOMAS NORMAN MR.#MA#2#LIB#2016#0
MCGOVERN,  JAMES P#MA#2#DEM#2016#0.982025529
TSONGAS,  NICOLA S#MA#3#DEM#2016#0.629583699
WOFFORD,  ROSEANN#MA#3#REP#2016#0.369492998
KENNEDY,  JOSEPH P III#MA#4#DEM#2016#0.979053472
ROSA,  DAVID A#MA#4#REP#2016#0
CLARK,  KATHERINE#MA#5#DEM#2016#0.982942891
MOULTON,  SETH#MA#6#DEM#2016#0.549697119
CAPUANO,  MICHAEL E#MA#7#DEM#2016#0.983306352
BURKE,  WILLIAM F#MA#8#REP#2016#0
LYNCH,  STEPHEN#MA#8#DEM#2016#0.986688042
O'MALLEY,  THOMAS JOSEPH#MA#9#REP#2016#0.449912147
CATALDO,  CHRISTOPHER DAVID#MA#9#NPA#2016#0
RADUC,  ANNA GRACE#MA#9#OTH#2016#0
CIMBRELO,  WILLIAM E#MA#9#IND#2016#0
HARRINGTON,  PAUL J.#MA#9#NNE#2016#0
ALLIEGRO,  MARK C#MA#9#REP#2016#0.449912147
KEATING,  WILLIAM RICHARD#MA#9#DEM#2016#0.54947347
SMIGIEL,  MICHAEL D. MR.#MD#1#REP#2016#0.704846414
GOFF,  JONATHAN MARVIN JR#MD#1#REP#2016#0.704846414
BEERS,  MATT#MD#1#LIB#2016#0
WERNER,  JOSEPH#MD#1#DEM#2016#0.295153586
JACKSON,  SEAN M#MD#1#REP#2016#0.704846414
IRETON,  JIM#MD#1#DEM#2016#0.295153586
HARRIS,  ANDREW P#MD#1#REP#2016#0.704846414
MORGAN,  YURIPZY#MD#2#REP#2016#0.358966908
THALER,  MATTHEW KALUS#MD#2#DEM#2016#0.613880264
HEINE,  BILL#MD#2#REP#2016#0.358966908
MAGEE,  CARL H JR#MD#2#REP#2016#0.358966908
KASPRZAK,  KRISTIN S#MD#2#LIB#2016#0
SCHEMINANT,  KEVIN ALLAN#MD#2#DEM#2016#0.613880264
SHELL,  MARK GERALD#MD#2#REP#2016#0.358966908
MCDONOUGH,  PATRICK L#MD#2#REP#2016#0.358966908
RUPPERSBERGER,  C.A. DUTCH#MD#2#DEM#2016#0.613880264
MOLYETT,  MATTHEW DAVID#MD#3#DEM#2016#0.596383503
HARRIS,  THOMAS E.#MD#3#REP#2016#0.403616497
REA,  JOHN#MD#3#DEM#2016#0.596383503
DALRYMPLE,  ANN#MD#3#DEM#2016#0.596383503
EZE,  NNABU#MD#3#GRE#2016#0
PLASTER,  MARK LEROY MD#MD#3#REP#2016#0.403616497
SARBANES,  JOHN P. MR.#MD#3#DEM#2016#0.596383503
CHRISTOPHER,  WARREN#MD#4#DEM#2016#0.702504696
RANSOM,  LISA RENEE#MD#4#DEM#2016#0.702504696
STRAIT,  TERENCE MICHAEL MR JR#MD#4#DEM#2016#0.702504696
BROADUS,  ROBERT#MD#4#REP#2016#0.282910666
THORNTON,  ALVIN#MD#4#DEM#2016#0.702504696
KRAUSE,  BENJAMIN LEE#MD#4#LIB#2016#0.014584638
CLARK,  KAMESHA T#MD#4#GRE#2016#0
BUCK,  ROB#MD#4#REP#2016#0.282910666
PENA-MELNYK,  JOSELINE A.#MD#4#DEM#2016#0.702504696
DAVIS,  DERECK EUGENE#MD#4#DEM#2016#0.702504696
PETRUS,  ADRIAN#MD#4#DEM#2016#0.702504696
TURNER,  INGRID#MD#4#DEM#2016#0.702504696
THERRIEN,  DAVID#MD#4#REP#2016#0.282910666
FOGG,  MATTHEW#MD#4#DEM#2016#0.702504696
BROWN,  ANTHONY GREGORY#MD#4#DEM#2016#0.702504696
IVEY,  GLENN FREDERICK#MD#4#DEM#2016#0.702504696
BECK,  CHRISTOPHER T#MD#5#DEM#2016#0.641215929
SUMMERS,  JASON#MD#5#LIB#2016#0
WILSON,  DEBBIE F#MD#5#DEM#2016#0.641215929
BECK,  KRISTIN#MD#5#DEM#2016#0.641215929
JONES,  JACK#MD#5#LIB#2016#0
ARNESS,  MARK KENNETH#MD#5#REP#2016#0.357778329
FADDIS,  CHARLES#MD#5#REP#2016#0.357778329
HOYER,  STENY HAMILTON#MD#5#DEM#2016#0.641215929
FICKER,  ROBIN K A#MD#6#REP#2016#0.482835774
MASON,  CHRISTOPHER JAMES MR.#MD#6#REP#2016#0.482835774
TRACHTENBERG,  DUCHY#MD#6#DEM#2016#0.497405408
HOWSER,  DAVID L.#MD#6#LIB#2016#0
ATHEY,  TED#MD#6#OTH#2016#0
PUCA,  TONY#MD#6#DEM#2016#0.497405408
CHENG,  XIANGFEI 'SCOTT'#MD#6#REP#2016#0.482835774
GLUCK ,  GEORGE#MD#6#GRE#2016#0.019758818
HOWARD,  FRANK#MD#6#REP#2016#0.482835774
PAINTER,  HAROLD WALTON JR#MD#6#REP#2016#0.482835774
HOEBER,  AMIE#MD#6#REP#2016#0.482835774
VOGT,  DAVID E III#MD#6#REP#2016#0.482835774
BAKER,  TERRY#MD#6#REP#2016#0.482835774
DELANEY,  JOHN K#MD#6#DEM#2016#0.497405408
HOENIG,  MYLES B#MD#7#GRE#2016#0
KERSEY,  ANDRE ODELL#MD#7#UN#2016#0
BLY,  RAY#MD#7#REP#2016#0.270374924
VAUGHN,  CARROGAN R#MD#7#REP#2016#0.270374924
NEWTON,  WILLIAM THOMAS#MD#7#REP#2016#0.270374924
SOFFEN ,  SCOTT#MD#7#LIB#2016#0
PEARSON,  MICHAEL TYRONE#MD#7#REP#2016#0.270374924
CUMMINGS,  ELIJAH E#MD#7#DEM#2016#0.700085188
SKOLNICK,  SHELTON#MD#8#REP#2016#0.391007526
BOLLING,  DAN#MD#8#DEM#2016#0.608467327
JONES,  JEFFREY W#MD#8#REP#2016#0.391007526
GALLOWAY,  CHARLES TEDDY III#MD#8#GRE#2016#0
WUNDER,  JASEN#MD#8#LIB#2016#0
SOL-GUTIERREZ,  ANA#MD#8#DEM#2016#0.608467327
ERVIN,  VALERIE#MD#8#DEM#2016#0.608467327
WALLACE,  NANCY#MD#8#GRE#2016#0
SHUDOFSKY,  ARYEH#MD#8#REP#2016#0.391007526
ANDERSON,  DAVID M#MD#8#DEM#2016#0.608467327
TRONE,  DAVID#MD#8#DEM#2016#0.608467327
CROYDON,  ELIZABETH#MD#8#GRE#2016#0
BARVE,  KUMAR#MD#8#DEM#2016#0.608467327
MATTHEWS,  KATHLEEN#MD#8#DEM#2016#0.608467327
COX,  DAN#MD#8#REP#2016#0.391007526
MATORY,  LIZ MS.#MD#8#REP#2016#0.391007526
RUBIN,  JOEL MARTIN#MD#8#DEM#2016#0.608467327
RASKIN,  JAMIE#MD#8#DEM#2016#0.608467327
JAWANDO,  WILL MR.#MD#8#DEM#2016#0.608467327
CRAVEN,  JAMES THOMAS SCHOOL SCHOOL#MD#35#AKI#2016#0
BRYANT,  JAMAL HARRISON#MD#NA#DEM#2016#0
GUERRETTE,  TIMOTHY#ME#1#REP#2016#0.306738794
JACKSON,  TROY#ME#1#DEM#2016#0.604322462
STEPHENS,  BARRY D#ME#1#REP#2016#0.306738794
BOUCHARD,  JIM#ME#1#LIB#2016#0
HOLBROOK,  MARK IRVING DR#ME#1#REP#2016#0.306738794
SMITH,  ANDE#ME#1#REP#2016#0.306738794
PINGREE,  CHELLIE M#ME#1#DEM#2016#0.604322462
BALDACCI,  JOSEPH M.#ME#2#DEM#2016#0.418263667
DRESSER,  JAY PARKER#ME#2#IND#2016#0
CAIN,  EMILY#ME#2#DEM#2016#0.418263667
POLIQUIN,  BRUCE L#ME#2#REP#2016#0.470308487
CASPERSON,  TOM#MI#1#REP#2016#0.521382795
BOAL,  ELLIS#MI#1#GRE#2016#0.010518488
CANNON,  NELSON JEROME#MI#1#DEM#2016#0.452814725
BOSTOW,  DIANE EVELYN#MI#1#LIB#2016#0.015283991
JOHNSON,  LONNIE BARTON#MI#1#DEM#2016#0.452814725
BERGMAN,  JOHN#MI#1#REP#2016#0.521382795
ALLEN,  JASON EDWARD#MI#1#REP#2016#0.521382795
HUIZENGA,  WILLIAM P THE HON.#MI#2#REP#2016#0.636254412
GRAESER,  RONALD E.#MI#2#OTH#2016#0
BRADY,  MATTHEW A#MI#2#GRE#2016#0
HAAS,  ERWIN J#MI#2#LIB#2016#0.018195727
MURPHY,  DENNIS B#MI#2#DEM#2016#0.332521401
GERRARD,  THEODORE BROOKS#MI#3#OTH#2016#0
SMITH,  DOUGLAS MARK JR#MI#3#DEM#2016#0.390118113
AMASH,  JUSTIN#MI#3#REP#2016#0.579071213
SCHWARTZ,  LEONARD#MI#4#LIB#2016#0.02139247
SALVI,  JORDAN#MI#4#GRE#2016#0
BUTKOVICH,  KEITH#MI#4#NLP#2016#0
ZIMMER,  GEORGE M#MI#4#OTH#2016#0
WIRTH,  DEBRA FREIDELL#MI#4#W#2016#0
MOOLENAAR,  JOHN#MI#4#REP#2016#0.564945334
HARDWICK,  ALAN#MI#5#REP#2016#0.311617103
WHITNEY,  TERRY#MI#5#REP#2016#0.311617103
MIKKELSON,  HARLEY#MI#5#GRE#2016#0
KILDEE,  DANIEL T.#MI#5#DEM#2016#0.66707182
SLUKA,  STEVE#MI#5#LIB#2016#0.021311077
WENKE,  LAURENCE RAYMOND#MI#6#LIB#2016#0.026462369
CLEMENTS,  PAUL COLIN#MI#6#DEM#2016#0.403831062
UPTON,  FREDERICK STEPHEN#MI#6#REP#2016#0.558920642
WALBERG,  TIMOTHY L HON.#MI#7#REP#2016#0.534519525
NORTH,  DOUGLAS RADCLIFFE#MI#7#REP#2016#0.534519525
GIDNER,  BRUCE ALLEN#MI#7#REP#2016#0.534519525
PROCTOR,  KEN#MI#7#LIB#2016#0.020256164
DRISKELL,  GRETCHEN#MI#7#DEM#2016#0.411663724
BURGESS,  JEREMY#MI#8#OTH#2016#0
KEEFE,  LINDA#MI#8#DEM#2016#0.420643702
BISHOP,  MIKE#MI#8#REP#2016#0.54597018
GREEN,  MARIA#MI#8#GRE#2016#0.007732648
WOOD,  JEFF#MI#8#LIB#2016#0.018743445
GILBERT,  MELISSA#MI#8#DEM#2016#0.420643702
SHKRELI,  SUZANNA#MI#8#DEM#2016#0.420643702
LEVIN,  SANDER M MR#MI#9#DEM#2016#0.603932547
MORSE,  CHRISTOPHER R.#MI#9#REP#2016#0.360874746
MCDERMOTT,  JOHN V.#MI#9#GRE#2016#0.013966344
ORLANDO,  MATTHEW#MI#9#LIB#2016#0.021226363
MORSE,  CHRISTOPHER ROBERT MR.#MI#9#REP#2016#0.360874746
NOFS,  BENJAMIN#MI#10#GRN#2016#0
VANASSCHE,  DAVID JAMES#MI#10#REP#2016#0.68681458
SANBORN,  ALAN#MI#10#REP#2016#0.68681458
FORLINI,  ANTHONY G.#MI#10#REP#2016#0.68681458
FLYNN,  MICHAEL#MI#10#REP#2016#0.68681458
PAVLOV,  PHILLIP S.#MI#10#REP#2016#0.68681458
ACCAVITTI,  FRANK MR. JR#MI#10#DEM#2016#0.293595753
GIOIA,  LISA LANE#MI#10#LIB#2016#0
MITCHELL,  PAUL III#MI#10#REP#2016#0.68681458
BENTIVOLIO,  KERRY#MI#11#REP#2016#0.558971971
VALLE,  JOHN PAUL#MI#11#REP#2016#0.558971971
OSMENT,  JONATHAN RAY#MI#11#LIB#2016#0.030692013
KUMAR,  ANIL#MI#11#DEM#2016#0.404719827
TROTT,  DAVID A#MI#11#REP#2016#0.558971971
DINGELL,  DEBBIE#MI#12#DEM#2016#0.650082261
JONES,  JEFF#MI#12#REP#2016#0.313152037
BAGWELL,  THOMAS A#MI#12#LIB#2016#0.012382658
CALEWARTS,  DYLAN#MI#12#GRE#2016#0
WALKOWICZ,  GARY#MI#12#OTH#2016#0
GORMAN,  JEFF#MI#13#REP#2016#0.163129616
GARNER,  KENNETH M.#MI#13#DEM#2016#0.79492294
CONYERS,  JOHN JR.#MI#13#DEM#2016#0.79492294
JOHNSON,  SAM#MI#13#OTH#2016#0
HAYDEN,  TIFFANY#MI#13#LIB#2016#0.021186365
WINFREY,  JANICE MARIE#MI#13#DEM#2016#0.79492294
LAWRENCE,  BRENDA LULENAR#MI#14#DEM#2016#0.777867726
KLAUSNER,  HOWARD ANDREW#MI#14#REP#2016#0.196740215
MOSS,  VANESSA M#MI#14#DEM#2016#0.777867726
CRESWELL,  GREGORY#MI#14#LIB#2016#0.015842386
SQUIER,  MARCIA#MI#14#GRE#2016#0.009408476
MORRISON,  TERRANCE#MI#14#DEM#2016#0.777867726
HAGEDORN,  JAMES#MN#1#REP#2016#0.457340748
WILLIAMS,  STEVE#MN#1#REP#2016#0.457340748
WALZ,  TIMOTHY J#MN#1#DEM#2016#0
LAWRENCE,  MARY#MN#2#DFL#2016#0
OVERBY,  PAULA MIRARE#MN#2#IDP#2016#0
RECHTZIGEL,  GENE ALAN#MN#2#REP#2016#0.560843761
GERSON,  DAVID ADAM#MN#2#REP#2016#0.560843761
WILLMERT,  ANDREW RICHARD#MN#2#OTH#2016#0
BENSON-STAEBLER,  DAVID JAMES#MN#2#REP#2016#0.560843761
MYHRA,  PAMELA J#MN#2#REP#2016#0.560843761
HOWE,  JOHN STERLING#MN#2#REP#2016#0.560843761
MILLER,  DARLENE#MN#2#REP#2016#0.560843761
ERICKSON,  MATTHEW D#MN#2#REP#2016#0.560843761
CRAIG,  ANGELA DAWN#MN#2#DEM#2016#0
LEWIS,  JASON MARK MR.#MN#2#REP#2016#0.560843761
BONOFF,  TERRI#MN#3#DFL#2016#0
TOLLEFSON,  JON#MN#3#DEM#2016#0
PAULSEN,  ERIK#MN#3#REP#2016#0.621897751
RECHTZIGEL,  GENE#MN#4#REP#2016#0.329284862
BEY,  NIKOLAY NIKOLAYEVICH#MN#4#REP#2016#0.329284862
CARLSON,  STEVE#MN#4#DEM#2016#0
SINDT,  SUSAN PENDERGAST#MN#4#OTH#2016#0
RYAN,  GREGORY THOMAS#MN#4#REP#2016#0.329284862
MCCOLLUM,  BETTY#MN#4#DFL#2016#0
DAGGETT,  DOUGLAS JAMES#MN#5#REP#2016#0.240081984
SCHULLER,  DENNIS#MN#5#OTH#2016#0
BAUER,  LEE#MN#5#DEM#2016#0
IVERSON,  GREGG A.#MN#5#DEM#2016#0
DRAKE,  FRANK NELSON#MN#5#REP#2016#0.240081984
ELLISON,  KEITH MAURICE#MN#5#DEM#2016#0
HELLAND,  ROBERT RANDOLPH#MN#6#UNK#2016#0
ADAMS,  JUDY EVELYN#MN#6#DEM#2016#0
SNYDER,  DAVID#MN#6#DEM#2016#0
MUNRO ,  PATRICK#MN#6#REP#2016#0.563252236
EMMER,  THOMAS EARL JR.#MN#6#REP#2016#0.563252236
KERN,  ALIENA JEANENE#MN#6#REP#2016#0.563252236
PETERSON,  COLLIN CLARK#MN#7#DEM#2016#0
WINGE,  KEVIN BIRDEEN#MN#7#IND#2016#0
HINSON,  AMANDA LYNN#MN#7#REP#2016#0.457191446
HUGHES,  DAVID RUSSELL MR.#MN#7#REP#2016#0.457191446
NOLAN,  RICHARD M.#MN#8#DFL#2016#0
MILLS,  STEWART MR.#MN#8#REP#2016#0.471451459
KRONBERG,  JOSHUA REESE#MN#NA#DEM#2016#0
HAAS,  WILLIAM C#MO#1#DEM#2016#0.729782133
BERRY,  PAUL III#MO#1#REP#2016#0.21574492
BAILEY,  STEVEN G#MO#1#REP#2016#0.21574492
CUNNINGHAM,  ROBB E.#MO#1#LIB#2016#0.054472947
CLAY,  WILLIAM LACY JR#MO#1#DEM#2016#0.729782133
CHAPPELLE-NADAL,  MARIA#MO#1#DEM#2016#0.729782133
LIEBER,  ARTHUR H.#MO#2#DEM#2016#0.326172458
HIGGINS,  JAMES#MO#2#LIB#2016#0.032632822
SEARS,  GREG#MO#2#REP#2016#0.64119472
ARNOLD,  DAVID JUSTUS#MO#2#GRE#2016#0
OTTO,  BILL MR.#MO#2#DEM#2016#0.326172458
WAGNER,  ANN L.#MO#2#REP#2016#0.64119472
DAVIS,  CYNTHIA LYNN#MO#3#REP#2016#0.683331594
MILLER,  KEVIN#MO#3#DEM#2016#0.271480013
HOGAN,  DAN#MO#3#LIB#2016#0.044843962
SIMMONS,  DOANITA MRS#MO#3#CON#2016#0
LUETKEMEYER,  W BLAINE#MO#3#REP#2016#0.683331594
WHITE,  JAMES LLOYD#MO#4#DEM#2016#0.263571696
BLISS,  MARK#MO#4#LIB#2016#0.055551774
TRUMAN,  JACK#MO#4#DEM#2016#0.263571696
HARTZLER,  VICKY#MO#4#REP#2016#0.680791441
CHRISTENSEN,  GORDON DR.#MO#4#DEM#2016#0.263571696
WEBB,  JOHN E#MO#4#REP#2016#0.680791441
TURK,  JACOB#MO#5#REP#2016#0.449578547
RUCKER,  AUSTIN JONATHAN#MO#5#REP#2016#0.449578547
KNOX,  BERTON A.#MO#5#REP#2016#0.449578547
WELBORN,  ROY#MO#5#LIB#2016#0.034549419
GOUGH,  ROBERTA#MO#5#DEM#2016#0.515872034
CLEAVER,  EMANUEL II#MO#5#DEM#2016#0.515872034
SWARTZ,  DONNIE#MO#6#REP#2016#0.666502647
GONZALEZ,  TRAVIS#MO#6#DEM#2016#0.295004546
YARBER,  KYLE A#MO#6#DEM#2016#0.295004546
RYAN,  CHRISTOPHER#MO#6#REP#2016#0.666502647
MONCHIL,  RUSS LEE#MO#6#LIB#2016#0.038492806
FIELDS,  EDWARDS DWAYNE#MO#6#DEM#2016#0.295004546
REID,  KYLE#MO#6#REP#2016#0.666502647
BLACKWELL,  DAVID M.#MO#6#DEM#2016#0.295004546
MCNABNEY,  MATTHEW C.#MO#6#DEM#2016#0.295004546
DIEL,  MIKE#MO#6#GRE#2016#0
GRAVES,  SAMUEL B JR 'SAM'#MO#6#REP#2016#0.666502647
BYRNE,  MARY RADASZEWSKI MRS#MO#7#REP#2016#0.63464201
SPENCER,  LYDLE RAY#MO#7#REP#2016#0.63464201
BATSCHE,  CHRISTOPHER MICHAEL#MO#7#REP#2016#0.63464201
LOMBARDI-OLIVE,  CAMILLE#MO#7#DEM#2016#0.28838049
EVANS,  MATTHEW#MO#7#REP#2016#0.63464201
BRADHAM,  NATHAN CLAY#MO#7#REP#2016#0.63464201
REED,  STEVEN L#MO#7#DEM#2016#0.28838049
NELSON,  DANIEL ROY#MO#7#REP#2016#0.63464201
CANOVI,  MATT#MO#7#REP#2016#0.63464201
MYRNE,  MARY#MO#7#REP#2016#0.63464201
BRIXEY,  BENJAMIN T.#MO#7#LIB#2016#0.076751831
NELSON,  JAMES#MO#7#REP#2016#0.63464201
LONG,  BILLY MR.#MO#7#REP#2016#0.63464201
WILLIAMS,  REBECCA GENEVIEVE MS#MO#7#DEM#2016#0.28838049
BROWN,  HAL#MO#8#REP#2016#0.666507562
MAHN,  DANIEL TODD#MO#8#REP#2016#0.666507562
COWELL,  DAVE ALLEN MR.#MO#8#DEM#2016#0.243185701
SHELL,  JONATHAN#MO#8#LIB#2016#0.02360825
SMITH,  PHILLIP S.#MO#8#REP#2016#0.666507562
SMITH,  JASON T#MO#8#UNK#2016#0
SABLAN,  GREGORIO KILILI CAMACHO#MP#0#IND#2016#0
JONES,  ROGER STARNER DR.#MS#1#REP#2016#0.679116676
ADAMS,  BOYCE#MS#1#REP#2016#0.679116676
WHITWELL,  ROBERT QUENTIN JR#MS#1#REP#2016#0.679116676
ZINN,  WALTER H#MS#1#DEM#2016#0.289277419
COLLINS,  NANCY#MS#1#REP#2016#0.679116676
MILLS,  MICHAEL P. JR#MS#1#REP#2016#0.679116676
PIRKLE,  GREGORY D.#MS#1#REP#2016#0.679116676
ZINN,  WALTER HOWARD JR#MS#1#IND#2016#0
OWENS,  JACOB#MS#1#DEM#2016#0.289277419
CLEVER,  PAUL#MS#1#REP#2016#0.679116676
TOOLE,  CATHY L.#MS#1#OTH#2016#0
WILSON,  CHASE#MS#1#LIB#2016#0.025345607
HOLLIDAY,  ED#MS#1#REP#2016#0.679116676
ADCOCK,  SAM#MS#1#REP#2016#0.679116676
SPARKS,  DANIEL HUDSON#MS#1#UNK#2016#0
KELLY,  JOHN TRENT#MS#1#REP#2016#0.679116676
TAGERT,  MIKE#MS#1#REP#2016#0.679116676
ROSS,  HERMAN HENRY II#MS#1#REP#2016#0.679116676
RAY,  TROY#MS#2#IND#2016#0.245314371
MCLEOD,  JOHNNY#MS#2#OTH#2016#0
THOMPSON,  BENNIE G.#MS#2#DEM#2016#0.677367706
BOUIE II,  JOHN MR#MS#2#REP#2016#0
GILES,  JIMMY#MS#3#REP#2016#0.688936857
GERRARD,  ROGER#MS#3#OTH#2016#0
QUINN,  DENNIS C.#MS#3#DEM#2016#0.279292876
STEWART,  NATHAN#MS#3#DEM#2016#0.279292876
SHEETS,  LAJENA#MS#3#OTH#2016#0
HARPER,  GREGG#MS#3#REP#2016#0.688936857
O'HARA,  SHAWN#MS#4#OTH#2016#0
MCCLUSKEY,  RICHARD BLAKE#MS#4#LIB#2016#0.022323495
DEMING,  ROBERT MR#MS#4#REP#2016#0.699182393
GLADNEY,  MARK DEY#MS#4#DEM#2016#0.24341158
PALAZZO,  STEVEN MCCARTY#MS#4#REP#2016#0.699182393
ZINKE,  RYAN K#MT#0#REP#2016#0
BRECKENRIDGE,  RICK#MT#0#LIB#2016#0
FELLOWS,  MIKE#MT#0#LIB#2016#0
JUNEAU,  DENISE#MT#0#DEM#2016#0
COOKE,  C. L.#NC#1#LIB#2016#0
SUMMERELL,  J.J.#NC#1#LIB#2016#0
BUTTERFIELD,  G K#NC#1#DEM#2016#0.733790408
DEW,  HAROLD POWELL JR#NC#1#REP#2016#0.266209592
SUMMERELL,  JOSEPH JOHN MR.#NC#1#LIB#2016#0
ELLMERS,  RENEE JACISIN#NC#2#REP#2016#0.588265328
WATSON,  JANE#NC#2#DEM#2016#0.411734672
BREWINGTON,  ELTON R.#NC#2#DEM#2016#0.411734672
HIGHT,  STEVEN E.#NC#2#DEM#2016#0.411734672
HIGHT,  STEVEN ENNIS#NC#2#DEM#2016#0.411734672
ROCHE,  FRANK#NC#2#REP#2016#0.588265328
MCNEIL,  JOHN P#NC#2#DEM#2016#0.411734672
BRANNON,  GREGORY#NC#2#REP#2016#0.588265328
DUNCAN,  JAMES#NC#2#REP#2016#0.588265328
REEVES,  ERNEST T#NC#3#DEM#2016#0.321901584
GRIFFIN,  WILLIAM TAYLOR#NC#3#REP#2016#0.678098416
HURST,  DAVID ALLN#NC#3#DEM#2016#0.321901584
JONES,  WALTER B.#NC#3#REP#2016#0.678098416
LAW,  PHILIP JOSEPH#NC#3#REP#2016#0.678098416
KIMBALL,  TEIJI NORMAN#NC#4#REP#2016#0.252531206
GOOGE,  SUE#NC#4#REP#2016#0.252531206
PRICE,  DAVID E.#NC#4#DEM#2016#0.747468794
BRANNON,  JOSHUA 'JOSH'#NC#5#DEM#2016#0.389801623
WALLIN,  CHARLIE#NC#5#DEM#2016#0.389801623
ROBERTS,  JAMES HENRY MR. SR.#NC#5#DEM#2016#0.389801623
CURRAN,  PATRICIA MARGARET#NC#5#REP#2016#0.610198377
FOXX,  VIRGINIA ANN#NC#5#REP#2016#0.610198377
GLIDEWELL,  POWELL WATKINS 'PETE' III#NC#6#DEM#2016#0.413263233
KOPF,  KENN#NC#6#REP#2016#0.586736767
HARDIN,  CHRISTOPHER WESLEY MR.#NC#6#REP#2016#0.586736767
WALKER,  BRADLEY MARK#NC#6#REP#2016#0.586736767
ROUZER,  DAVID CHESTON MR.#NC#7#REP#2016#0.593931281
CAUDILL,  JAMES WILLIAMS MR#NC#7#REP#2016#0.593931281
OTTO,  MARK D#NC#7#REP#2016#0.593931281
CASTEEN,  J WESLEY#NC#7#DEM#2016#0.371360028
TUTTLE,  BAILEY WAYNE MR#NC#8#IND#2016#0
HUDSON,  RICHARD L. JR.#NC#8#REP#2016#0.648632498
D'ANNUNZIO,  TIMOTHY BRUCE#NC#8#REP#2016#0.648632498
MILLS,  THOMAS M#NC#8#DEM#2016#0.351367502
BURK,  JOHN GUNTHER JR#NC#9#REP#2016#0.985681388
CANO,  FERNANDO CHRISTIAN JR#NC#9#DEM#2016#0
