Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year
MEEKS, GREGORY W.,NY,5,DEM,2014
HAMILTON, IAN,NY,6,DEM,2014
MENG, GRACE,NY,6,DEM,2014
FERNANDEZ, JOSE LUIS,NY,7,REP,2014
ROMAGUERA, ALLAN E.,NY,7,CRV,2014
KURZON, JEFFREY MEAD,NY,7,DEM,2014
DILAN, ERIK MARTIN,NY,7,DEM,2014
VELAZQUEZ, NYDIA,NY,7,DEM,2014
BELLONE, ALAN S,NY,8,CRV,2014
JEFFRIES, HAKEEM,NY,8,DEM,2014
CAVANAGH, DANIEL J,NY,9,CRV,2014
AZUMAH, JOEL,NY,9,NNE,2014
CLARKE, YVETTE D,NY,9,DEM,2014
ROSS, BRADY,NY,10,CRV,2014
CHAN, MICHAEL W,NY,10,REP,2014
DILGER, MICHAEL J,NY,10,OTH,2014
NADLER, JERROLD L. MR.,NY,10,DEM,2014
SALGADO, ERICK J,NY,11,DEM,2014
BARDEL, HENRY J.,NY,11,GRE,2014
RECCHIA, DOMENIC M JR,NY,11,DEM,2014
GRIMM, MICHAEL,NY,11,REP,2014
DI IORIO, NICHOLAS S,NY,12,REP,2014
MALONEY, CAROLYN B.,NY,12,DEM,2014
GARCIA, YOLANDA,NY,13,DEM,2014
SCHAEFFER, KENNETH D.,NY,13,OTH,2014
RANGEL, CHARLES B,NY,13,DEM,2014
RIVERA, DANIEL VILA,NY,13,GRE,2014
WALROND, MICHAEL A,NY,13,DEM,2014
ESPAILLAT, ADRIANO,NY,13,DEM,2014
POWELL IV, ADAM CLAYTON,NY,13,DEM,2014
PERRI, ELIZABETH,NY,14,CRV,2014
CROWLEY, JOSEPH,NY,14,DEM,2014
SERRANO, JOSE E.,NY,15,DEM,2014
PALMA, ANNABEL,NY,15,DEM,2014
SLOAN, SAM,NY,15,DEM,2014
RAMIREZ, EDUARDO,NY,15,CRV,2014
EDSTROM, WILLIAM,NY,15,GRE,2014
ENGEL, ELIOT L. REP.,NY,16,DEM,2014
LOWEY, NITA M,NY,17,DEM,2014
DAY, CHRIS,NY,17,REP,2014
BARNETT, ANDRE N,NY,18,REP,2014
SMITH, SCOTT A,NY,18,NNE,2014
HAYWORTH, NAN,NY,18,REP,2014
MALONEY, SEAN PATRICK,NY,18,DEM,2014
GIBSON, CHRISTOPHER P,NY,19,REP,2014
ELDRIDGE, SEAN,NY,19,DEM,2014
FISCHER, JAMES M,NY,20,REP,2014
TONKO, PAUL DAVID,NY,20,DEM,2014
GILBERT, JOSEPH MARK,NY,21,REP,2014
RING, MICHAEL F,NY,21,REP,2014
DOHENY, MATTHEW A,NY,21,REP,2014
STEFANIK, ELISE M.,NY,21,REP,2014
WOOLF, AARON,NY,21,DEM,2014
FUNICIELLO, MATTHEW J,NY,21,GRE,2014
VASQUEZ, MICHAEL,NY,22,REP,2014
HANNA, RICHARD,NY,22,REP,2014
TENNEY, CLAUDIA,NY,22,REP,2014
REED, THOMAS W II,NY,23,REP,2014
ROBERTSON, MARTHA,NY,23,DEM,2014
LESCH, JASON,NY,24,REP,2014
BURMAN, JANET BERL,NY,24,REP,2014
GUY, FREDERICK ESQ,NY,24,REP,2014
ROSSI, JANE,NY,24,REP,2014
LEMONDES, JOHN,NY,24,REP,2014
KATKO, JOHN M,NY,24,REP,2014
MAFFEI, DANIEL BENJAMIN MR.,NY,24,DEM,2014
DEAN, TIMOTHY MICHAEL,NY,25,IND,2014
SLAUGHTER, LOUISE MCINTOSH,NY,25,DEM,2014
ASSINI, MARK W,NY,25,REP,2014
EGRIU, EMIN EDDIE,NY,26,DEM,2014
WEPPNER, KATHLEEN,NY,26,REP,2014
HIGGINS, BRIAN,NY,26,DEM,2014
COLLINS, CHRISTOPHER C,NY,27,REP,2014
O'DONNELL, JAMES D.,NY,27,DEM,2014
PRUES, JAMES LAWRENCE,OH,1,DEM,2014
KUNDRATA, FREDERICK LOUIS III,OH,1,DEM,2014
CHABOT, STEVE,OH,1,REP,2014
SMITH, WILLIAM R.,OH,2,DEM,2014
SHEIL, JOHN ARTHUR,OH,2,DEM,2014
RICHARDS, RONNY HARRISON,OH,2,DEM,2014
WENSTRUP, BRAD R DR.,OH,2,REP,2014
TYSZKIEWICZ, MAREK,OH,2,DEM,2014
TYSON, PRISCILLA,OH,3,DEM,2014
MILLER, SELINA R.,OH,3,DEM,2014
ADAMS, JOHN,OH,3,REP,2014
APPLEGATE, RALPH A.,OH,3,UNK,2014
BEATTY, JOYCE,OH,3,DEM,2014
VENNON, ERIC T,OH,3,REP,2014
JORDAN, JAMES D.,OH,4,REP,2014
GARRETT, JANET PATRICIA,OH,4,DEM,2014
FRY, ROBERT L,OH,5,DEM,2014
EBERLY, ERIC,OH,5,LIB,2014
LATTA, ROBERT EDWARD MR,OH,5,REP,2014
LAMBERT, DENNIS G.,OH,6,GRE,2014
HOWARD, GREGORY D,OH,6,DEM,2014
GARRISON, JENNIFER D,OH,6,DEM,2014
JOHNSON, BILL,OH,6,REP,2014
BOCCIERI, JOHN A,OH,7,DEM,2014
FISHER, ROBERT,OH,7,DEM,2014
PHILLIP, DANIEL GEORGE,OH,7,IND,2014
GIBBS, ROBERT,OH,7,REP,2014
CONDIT, JAMES J., JR,OH,8,CON,2014
GUYETTE, MATTHEW JOHN,OH,8,DEM,2014
HOUNSHELL, ANDREW J,OH,8,DEM,2014
CROW, ROBERT EDWARD,OH,8,DEM,2014
GURR, ERIC ROBERT,OH,8,REP,2014
BOEHNER, JOHN A.,OH,8,REP,2014
WINTEREGG, J D,OH,8,REP,2014
POETTER, THOMAS ,OH,8,DEM,2014
NAZARIO, NOEL JAIME,OH,9,IND,2014
SKALSKY, GEORGE A.,OH,9,UNK,2014
HOFFMAN, CORY,OH,9,DEM,2014
HORROCKS, ROBERT C., JR.,OH,9,REP,2014
MAY, RICHARD ANDREW,OH,9,REP,2014
KAPTUR, MARCY C HON.,OH,9,DEM,2014
GOTTESMAN, RUSSELL L,OH,10,DEM,2014
KLEPINGER, ROBERT P,OH,10,DEM,2014
ANDERSON, JOHN DAVID,OH,10,REP,2014
CONNER, BILL,OH,10,DEM,2014
HARLOW, DAVID A.,OH,10,LIB,2014
TURNER, MICHAEL R REP,OH,10,REP,2014
ZETZER, MARK,OH,11,REP,2014
FUDGE, MARCIA L,OH,11,DEM,2014
TIBERI, PATRICK J.,OH,12,REP,2014
TIBBS, DAVID ARTHUR,OH,12,DEM,2014
HART, ROBERT M,OH,12,GRE,2014
LUCHANSKY, JOHN,OH,13,DEM,2014
PASTORIUS, DAVID ALLEN,OH,13,UNK,2014
PEKAREK, THOMAS,OH,13,REP,2014
RYAN, TIMOTHY J.,OH,13,DEM,2014
LYNCH, MATT,OH,14,REP,2014
MACKO, DAVID,OH,14,REP,2014
WAGER, MICHAEL,OH,14,DEM,2014
JOYCE, DAVID P,OH,14,REP,2014
COPE, CHARLES S.,OH,15,REP,2014
WHARTON, RICHARD SCOTT,OH,15,DEM,2014
STIVERS, STEVE MR.,OH,15,REP,2014
QUINONES, ISSAC II,OH,16,DEM,2014
PATTON, DANIEL MANUEL,OH,16,DEM,2014
DONENWIRTH, JAMES,OH,16,DEM,2014
RENACCI, JAMES B,OH,16,REP,2014
CROSSLAND, PETE,OH,16,DEM,2014
BRIDENSTINE, JAMES FREDERICK,OK,1,REP,2014
MULLIN, MARKWAYNE MR.,OK,2,REP,2014
HARRIS-TILL, JOSHUA,OK,2,DEM,2014
DOUTHITT, JON,OK,2,IND,2014
HARRIS-TILL, JOSHUA BERSHARD,OK,2,DEM,2014
EVERETT, EARL EARL,OK,2,DEM,2014
ROBERTSON, DARREL,OK,2,REP,2014
DOUTHITT, JON DAVID,OK,2,IND,2014
HUBBARD, ROBERT S,OK,3,REP,2014
ROBBINS, FRANKIE LEE,OK,3,DEM,2014
MURRAY, TIMOTHY RAY,OK,3,DEM,2014
LUCAS, FRANK D.,OK,3,REP,2014
COLE, TOM,OK,4,REP,2014
FLATT, ANNA,OK,4,REP,2014
JOHNSON, DENNIS B.,OK,4,IND,2014
SMITH, BERT,OK,4,DEM,2014
SI, TAE HEE,OK,4,DEM,2014
SPARKS, HARVEY,OK,5,REP,2014
BOGGS, TOM,OK,5,IND,2014
BUDDY, RAY,OK,5,IND,2014
MURPHY, ROBERT T,OK,5,IND,2014
TURNER, MICHAEL JEFFREY,OK,5,REP,2014
LEONARD, LEONA,OK,5,DEM,2014
DAVENPORT, KEITH,OK,5,DEM,2014
RUSSELL, STEVEN DANE,OK,5,REP,2014
MCAFFREY, AL,OK,5,DEM,2014
JOLLEY, JOSEPH CLARK,OK,5,REP,2014
JETT, SHANE DAVID,OK,5,REP,2014
GUILD, THOMAS ,OK,5,DEM,2014
DOUGLAS, PATRICE,OK,5,REP,2014
RAINWATER, MARILYN,OK,NA,DEM,2014
NIEMEYER, BOB,OR,1,REP,2014
YATES, WILLIAM JASON,OR,1,REP,2014
REYNOLDS, STEVEN CODY,OR,1,LIB,2014
MORGAN, DELINDA,OR,1,REP,2014
FOSTER, JAMES,OR,1,LIB,2014
BONAMICI, SUZANNE MS.,OR,1,DEM,2014
VULLIET, CHARLES FRANCIS SR,OR,2,DEM,2014
SPERA, BARNEY,OR,2,DEM,2014
DURBIN, SHARON,OR,2,LIB,2014
RUMZIE, ROBERT,OR,2,LIB,2014
LINTHICUM, DENNIS BRADLEY,OR,2,REP,2014
CHRISTOFFERSON, AELEA,OR,2,DEM,2014
WALDEN, GREGORY P MR.,OR,2,REP,2014
MEO, MICHAEL,OR,3,OTH,2014
LANGAN, JEFFREY J,OR,3,LIB,2014
WALKER, DAVID,OR,3,NNE,2014
KOPSICK, JOSEPH WILLIAM,OR,3,IND,2014
BUCHAL, JAMES LAURENCE,OR,3,REP,2014
BLUMENAUER, EARL,OR,3,DEM,2014
BEILSTEIN, MICHAEL ALLAN,OR,4,PG,2014
CHESTER, DAVID L,OR,4,LIB,2014
ROBINSON, ART,OR,4,REP,2014
DEFAZIO, PETER A.,OR,4,DEM,2014
LUGO , CHRIS,OR,5,OTH,2014
BROWN, ANITA,OR,5,DEM,2014
SMITH, TOOTIE,OR,5,REP,2014
POLLOCK, BENJAMIN,OR,5,REP,2014
BALDWIN, RAYMOND,OR,5,CON,2014
SOUZA, DANIEL K,OR,5,LIB,2014
SANNES, MARVIN,OR,5,IND,2014
PAGE, NATHAN DANIEL DAVIDSON,OR,5,REP,2014
SCHRADER, KURT,OR,5,DEM,2014
STILES, LARRY,PA,0,REP,2014
BRADY, ROBERT A,PA,1,DEM,2014
RATH, MEGAN ANN,PA,1,REP,2014
FATTAH, CHAKA MR.,PA,2,DEM,2014
JAMES, ARMOND,PA,2,REP,2014
JOSWIAK, ROBERT HERBERT,PA,3,DEM,2014
RYAN, MATTHEW XAVIER,PA,3,DEM,2014
KELLY, GEORGE J JR,PA,3,REP,2014
LAVALLEE, DANIEL,PA,3,DEM,2014
MARIN, MEL M,PA,3,DEM,2014
THOMPSON, LINDA,PA,4,DEM,2014
PERRY, SCOTT,PA,4,REP,2014
THOMPSON, GLENN MR,PA,5,REP,2014
TAYLOR, KERITH STRANO,PA,5,DEM,2014
TARANTELLA, THOMAS EDWARD,PA,5,DEM,2014
COSTELLO, RYAN A,PA,6,REP,2014
TRIVEDI, MANAN,PA,6,DEM,2014
PARRISH, MICHAEL D,PA,6,DEM,2014
MEEHAN, PATRICK L. MR.,PA,7,REP,2014
BALCHUNIS, MARY ELLEN,PA,7,DEM,2014
NAUGHTON, SHAUGHNESSY,PA,8,DEM,2014
STROUSE, KEVIN,PA,8,DEM,2014
FITZPATRICK, MICHAEL G.,PA,8,REP,2014
SCHOOLEY, TRAVIS,PA,9,REP,2014
SHUSTER, WILLIAM MR.,PA,9,REP,2014
HARTZOK, ALANNA ,PA,9,DEM,2014
HALVORSON, ARTHUR L,PA,9,REP,2014
TROIANO, NICHOLAS ROBERT,PA,10,IND,2014
MARINO, THOMAS ANTHONY,PA,10,REP,2014
BRION, SCOTT FLOYD,PA,10,DEM,2014
OSTROWSKI, ANDREW J,PA,11,DEM,2014
BARLETTA, LOU,PA,11,REP,2014
HUGYA, JOHN A,PA,12,DEM,2014
BOND, TANYA ELIZABETH REV DR,PA,12,IND,2014
ROTHFUS, KEITH MR.,PA,12,REP,2014
MCCLELLAND, ERIN ROCHELE,PA,12,DEM,2014
SAIDEL, JONATHAN,PA,13,DEM,2014
PLOSA-BOWSER, BEVERLY,PA,13,REP,2014
STERN, EVERETT ALEXANDER,PA,13,REP,2014
MCQUEEN, CLAY D,PA,13,REP,2014
DAYLIN, LEACH B,PA,13,DEM,2014
COHEN, MARK B,PA,13,DEM,2014
MARGOLIES-MEZVINSKY, MARJORIE,PA,13,DEM,2014
DIBELIUS, DAVID ALAN,PA,13,REP,2014
ADCOCK, CARSON DEE,PA,13,REP,2014
ARKOOSH, VALERIE ANN,PA,13,DEM,2014
BOYLE, BRENDAN F,PA,13,DEM,2014
DOYLE, MIKE,PA,14,DEM,2014
BROOKS, JANIS C DR,PA,14,DEM,2014
DENT, CHARLES W REP,PA,15,REP,2014
HOUGHTON, THOMAS,PA,16,DEM,2014
PITTS, JOSEPH R,PA,16,REP,2014
KITTAPPA, RAJA,PA,16,DEM,2014
DIETZ, MATTHEW H,PA,17,REP,2014
RODRIGUEZ, ADAM ANTHONY,PA,17,DEM,2014
CONNOLLY, MATTHEW DONALD (MATT CONNOLL,PA,17,REP,2014
MOYLAN, DAVID JOHN III MD,PA,17,REP,2014
CARTWRIGHT, MATT MR,PA,17,DEM,2014
MURPHY, TIMOTHY,PA,18,REP,2014
ALOMAR, RAFAEL COX,PR,0,DEM,2014
FECTEAU, MATTHEW J,RI,1,DEM,2014
TAUB, H RUSSELL,RI,1,REP,2014
MACIEL, JONATHAN,RI,1,IND,2014
LYNCH, CORMICK,RI,1,REP,2014
CICILLINE, DAVID N,RI,1,DEM,2014
TRAN, STANFORD,RI,1,REP,2014
REIS, RHUE,RI,2,REP,2014
LANGEVIN, JAMES R. HONORABLE,RI,2,DEM,2014
PATRICK, ANDY,SC,1,REP,2014
KING, JEFF,SC,1,REP,2014
BLANDFORD, KEITH WARRICK,SC,1,REP,2014
PLATT, EUGENE,SC,1,GRE,2014
CENTER, LARRY CARTER,SC,1,GRE,2014
PINKSTON, SHAWN TRAVIS,SC,1,REP,2014
BRYANT, ERIC LAWRENCE,SC,1,REP,2014
MOFFLY, ELIZABETH,SC,1,REP,2014
NASH, RAY W JR,SC,1,REP,2014
CHERNY, DIMITRI,SC,1,IND,2014
LIMEHOUSE, HARRY (CHIP) III,SC,1,REP,2014
MCCOY, PETER MICHAEL JR,SC,1,REP,2014
SKELLY, MARTIN O,SC,1,DEM,2014
LARKIN, TIMOTHY EDWARD,SC,1,REP,2014
SANFORD, MARSHALL C. HON.,SC,1,REP,2014
FRASIER, BENJAMIN JR,SC,1,DEM,2014
TURNER, ROBERT E IV,SC,1,REP,2014
GROOMS, LAWRENCE K,SC,1,REP,2014
BOSTIC, CURTIS EILLIOTT,SC,1,REP,2014
KUHN, JOHN,SC,1,REP,2014
HOFFMAN, JONATHAN,SC,1,REP,2014
COLBERT BUSCH, ELIZABETH,SC,1,DEM,2014
BLACK, PHILIP H,SC,2,DEM,2014
GEDDINGS, HAROLD, III,SC,2,OTH,2014
MCCAIN, GEORGE EDWARD JR,SC,2,REP,2014
GREENLEAF, HARRY EDLOE II,SC,2,DEM,2014
WILSON, JOE THE HON.,SC,2,REP,2014
WROBLESKI-MULLIS, BARBARA JO,SC,3,DEM,2014
CLEVELAND, HOSEA N,SC,3,DEM,2014
DUNCAN, JEFFREY D MR.,SC,3,REP,2014
GOWDY, TREY,SC,4,REP,2014
MCLAUGHLIN, CURTIS E.,SC,4,LIB,2014
MULVANEY, JOHN MICHAEL 'MICK',SC,5,REP,2014
ADAMS, THOMAS A,SC,5,DEM,2014
SMITH, KAREN,SC,6,DEM,2014
UMBAUGH, KEVIN ROBERT,SC,6,LIB,2014
CULLER, ANTHONY PATRICK,SC,6,REP,2014
WINN, LEON,SC,6,REP,2014
CLYBURN, JAMES E.,SC,6,DEM,2014
RICE, TOM,SC,7,REP,2014
TINUBU, GLORIA BROMELL,SC,7,DEM,2014
NOEM, KRISTI LYNN,SD,0,REP,2014
ROBINSON, CORINNA,SD,0,DEM,2014
SALYER, MICHAEL D.,TN,1,IND,2014
HARTLEY, DANIEL J,TN,1,REP,2014
RADER, JOHN PAUL,TN,1,REP,2014
FRANKLIN, ROBERT D,TN,1,IND,2014
SMITH, ROBERT N.,TN,1,GRE,2014
ROE, DAVID PHILLIP DR.,TN,1,REP,2014
DRYER, NORRIS,TN,2,GRE,2014
GOUGE, CASEY ADAM,TN,2,IND,2014
ZACHARY, JASON,TN,2,REP,2014
SCOTT, ROBERT R,TN,2,DEM,2014
DUNCAN, JOHN J REP. JR.,TN,2,REP,2014
MITCHELL, CASSANDRA J,TN,3,IND,2014
HEADRICK, MARY MARGARET,TN,3,DEM,2014
WAMP, THOMAS WESTON,TN,3,REP,2014
FLEISCHMANN, CHARLES J,TN,3,REP,2014
ANDERSON, JOHN,TN,4,REP,2014
TATE, DAVID R,TN,4,REP,2014
DOGGART, ROBERT RANKIN,TN,4,IND,2014
LANE, STEVEN PATRICK,TN,4,REP,2014
WILLIAMS, CHASE A,TN,4,REP,2014
WARDEN, MICHAEL STERLING,TN,4,REP,2014
CARR, JOE,TN,4,REP,2014
DESJARLAIS, SCOTT EUGENE,TN,4,REP,2014
FAPARUSI, OLUYOMI SR (FAPAS),TN,4,REP,2014
SHERRELL, LENDA,TN,4,DEM,2014
TRACY, JIM,TN,4,REP,2014
HOLDEN, RONNIE,TN,5,REP,2014
DEAKIN, PAUL,TN,5,IND,2014
SMITH , JOHN,TN,5,REP,2014
CARTER, CHRISTOPHER LYNN,TN,5,REP,2014
SMITH , JOHN (BIG JOHN),TN,5,REP,2014
RIES, BOB,TN,5,REP,2014
COOPER, JAMES H.S.,TN,5,DEM,2014
WINTON, MIKE,TN,6,IND,2014
LOWERY, JERRY LYNN,TN,6,REP,2014
POWERS, AMOS SCOTT,TN,6,DEM,2014
BLACK, DIANE L MRS.,TN,6,REP,2014
LADNER, LEONARD (LARRY) D.,TN,7,IND,2014
AMOUZOUVIK, CREDO COMLAN,TN,7,DEM,2014
CRAMER, DANIEL NELSON,TN,7,DEM,2014
BRIMM, JACOB DANIEL,TN,7,REP,2014
BLACKBURN, MARSHA MRS.,TN,7,REP,2014
RAWLES , MARK J.,TN,8,CON,2014
MATHENY, DANA,TN,8,REP,2014
FINCHER, STEVE MR.,TN,8,REP,2014
HART, JAMES,TN,8,IND,2014
HOBSON, RICKEY,TN,8,DEM,2014
REASONS, TOM,TN,8,DEM,2014
MILLS, JOHN,TN,8,REP,2014
BRADLEY, WES,TN,8,DEM,2014
PIVNICK, LAWRENCE ALLEN,TN,8,DEM,2014
JOINER, GREGORY M.,TN,9,UNK,2014
BERGMANN, CHARLOTTE,TN,9,REP,2014
ALBERSON, FLOYD WAYNE,TN,9,IND,2014
BASS, HERBERT,TN,9,IND,2014
COOK, PAUL,TN,9,IND,2014
RICHMOND, ISAAC,TN,9,DEM,2014
WILKINS, RICKY E,TN,9,DEM,2014
COHEN, STEPHEN IRA,TN,9,DEM,2014
PATTERSON, CLARK,TX,1,LIB,2014
MCKELLAR, SHIRLEY JONETTA  DR,TX,1,DEM,2014
GOHMERT, LOUIE,TX,1,REP,2014
ROBERTS, MARK ANTHONY,TX,2,GRE,2014
LETSOS, NIKO,TX,2,DEM,2014
CLEVELAND, CRAIG,TX,2,LIB,2014
VEASAW, JAMES B.,TX,2,LIB,2014
POE, TED,TX,2,REP,2014
BLAIR, PAUL,TX,3,GRE,2014
STRADER-DEAN, CHRISTINA CAMILLE 'CAMI',TX,3,REP,2014
INCE, CECIL ANTHONY,TX,3,LIB,2014
LOVELESS, JOSHUA,TX,3,REP,2014
PIERCE, HARRY,TX,3,REP,2014
JOHNSON, SAM MR.,TX,3,REP,2014
LINGENFELDER, JOHN JR,TX,3,DEM,2014
ARTERBURN, TONY EDWARD JR,TX,4,REP,2014
RALEY, J P,TX,4,LIB,2014
LAWSON, BRENT,TX,4,REP,2014
GIGLIOTTI, LOUIS PAUL PAUL MR,TX,4,REP,2014
STACY, JOHN WILLIAM,TX,4,REP,2014
RATCLIFFE, JOHN LEE,TX,4,REP,2014
HALL, RALPH MOODY,TX,4,REP,2014
REESE, BRANDON REX,TX,5,REP,2014
ASHBY, KEN,TX,5,LIB,2014
HENSARLING, JEB HON.,TX,5,REP,2014
KUCHAR, FRANK CHARLES,TX,6,REP,2014
COZAD, DAVID EDWIN,TX,6,DEM,2014
BARTON, JOE LINUS,TX,6,REP,2014
CHAUVIN, ARLIN HUGH,TX,6,LIB,2014
SQUIERS, LISSA,TX,7,DEM,2014
FOWLER, GERALD,TX,7,LIB,2014
CULBERSON, JOHN,TX,7,REP,2014
CARGAS, JAMES P,TX,7,DEM,2014
JONES, RUSS,TX,8,LIB,2014
PETTY, KEN,TX,8,LIB,2014
MCMICHAEL, CRAIG BRADLEY,TX,8,REP,2014
BRADY, KEVIN,TX,8,REP,2014
REITER, GEORGE FLORENT,TX,9,GRE,2014
JOHNSON, JOHNNY,TX,9,LIB,2014
GREEN, ALEXANDER,TX,9,DEM,2014
KELSEY, BILL,TX,10,LIB,2014
CADIEN, TAWANA W.,TX,10,DEM,2014
MCCAUL, MICHAEL,TX,10,REP,2014
LANGE, RYAN T.,TX,11,LIB,2014
BROWN, MARVEN WADE,TX,11,REP,2014
CONAWAY, MICHAEL HONORABLE,TX,11,REP,2014
SOLODOW, MATTHEW,TX,12,LIB,2014
COLLIVER, ED,TX,12,LIB,2014
GREENE, MARK,TX,12,DEM,2014
GRANGER, KAY,TX,12,REP,2014
COOK, DON,TX,13,GRE,2014
PIVODA, EMILY,TX,13,LIB,2014
MINTER, MICHAEL GENE,TX,13,DEM,2014
BARLOW, PAMELA LEE  DVM,TX,13,REP,2014
HAYS, ELAINE,TX,13,REP,2014
THORNBERRY, MAC,TX,13,REP,2014
DAY, TIMOTHY TERREL,TX,14,DEM,2014
WIEDER, JOHN,TX,14,LIB,2014
WILLIS, FRANK 'BUCK' BUCHANAN JR,TX,14,DEM,2014
PANJHAZARI, GAGAN,TX,14,DEM,2014
WEBER, RANDY,TX,14,REP,2014
BROWN, DONALD GLENN JR,TX,14,DEM,2014
PARTAIN, JOHNNY RAY,TX,15,LIB,2014
ALEXANDER, LEWIS,TX,15,LIB,2014
LEONE, ROSS LYNN,TX,15,LIB,2014
CARLILE, DOUGLAS A,TX,15,REP,2014
ZAMORA, EDDIE,TX,15,REP,2014
HINOJOSA, RUBEN E.,TX,15,DEM,2014
PEREZ, JAIME O.,TX,16,LIB,2014
ROEN, COREY DEAN,TX,16,REP,2014
O'ROURKE, ROBERT (BETO),TX,16,DEM,2014
OLIVER, BILL,TX,17,LIB,2014
HAMILTON, SHAWN MICHAEL,TX,17,LIB,2014
HAYNES, NICHOLAS OWEN,TX,17,DEM,2014
FLORES, BILL,TX,17,REP,2014
DUHON, MAURICE ,TX,18,IND,2014
ALESSI, REMINGTON,TX,18,GRE,2014
WHELAN, JENNIFER,TX,18,LIB,2014
DUNCAN, VINCE,TX,18,IND,2014
LEE, SHEILA JACKSON,TX,18,DEM,2014
SEIBERT, SEAN,TX,18,REP,2014
PETERSON, RICHARD,TX,19,LIB,2014
LAWSON, MARK,TX,19,GRE,2014
VANCE, DONALD L,TX,19,OTH,2014
WINN, CHRISTOPHER DUDLEY,TX,19,REP,2014
MARCHBANKS, JAMES NEAL,TX,19,DEM,2014
NEUGEBAUER, RANDY HONORABLE,TX,19,REP,2014
MAY, DONALD ROBERT LEE,TX,19,REP,2014
BLUNT, JEFFREY C.,TX,20,LIB,2014
IDROGO, MICHAEL,TX,20,LIB,2014
CASTRO, JOAQUIN MR.,TX,20,DEM,2014
DIAZ, ANTONIO,TX,21,GRE,2014
CUNNINGHAM, DAVID,TX,21,LIB,2014
LOEWE, MARK,TX,21,LIB,2014
SHIELDS, RYAN,TX,21,LIB,2014
MCCALL, BRIAN MATTHEW,TX,21,REP,2014
TOTTENHAM, PHILIP KUPER,TX,21,IND,2014
SMITH, LAMAR,TX,21,REP,2014
SMITH, MICHAEL JOHNSTON,TX,21,REP,2014
BRISCOE, FRANK,TX,22,DEM,2014
LAPHAM, ROB,TX,22,LIB,2014
GIBSON, MARK,TX,22,DEM,2014
OLSON, PETER G.,TX,22,REP,2014
CORVALAN, RUBEN,TX,23,LIB,2014
LOWRY, ROBERT CHARLES,TX,23,REP,2014
GALLEGO, PETE,TX,23,DEM,2014
HURD, WILLIAM,TX,23,REP,2014
CANSECO, FRANCISCO 'QUICO',TX,23,REP,2014
KOLLS, MIKE,TX,24,LIB,2014
BURNHAM, DENNIS,TX,24,DEM,2014
MARCHANT, KENNY E MR.,TX,24,REP,2014
MCGEHEARTY, PATRICK  FABIAN,TX,24,DEM,2014
GOURD, STUART NELSON,TX,25,DEM,2014
BETZ, JOHN,TX,25,LIB,2014
MONTOYA, MARCO,TX,25,DEM,2014
WILLIAMS, ROGER,TX,25,REP,2014
BOLER, MARK,TX,26,LIB,2014
BURGESS, MICHAEL C. DR.,TX,26,REP,2014
WIEGMANN, MATTHEW,TX,26,DEM,2014
WATROUS, DIVENCHY,TX,26,REP,2014
KRAUSE, JOEL AUGUST,TX,26,REP,2014
FARENTHOLD, RANDOLPH BLAKE,TX,27,REP,2014
SIMONSON, ROXANNE,TX,27,LIB,2014
REED, WESLEY CRAIG,TX,27,DEM,2014
AIKENS, WILLIAM,TX,28,LIB,2014
CARY, MICHAEL DWAIN,TX,28,GRE,2014
CUELLAR, HENRY R.,TX,28,DEM,2014
GREEN, RAYMOND E. 'GENE',TX,29,DEM,2014
STANCZAK, JAMES,TX,29,LIB,2014
KOCH, MAX W., III,TX,30,LIB,2014
WILLIAMS, ERIC LEMONTE,TX,30,IND,2014
BRASHEAR-MODICA, JERRY LEE,TX,30,DEM,2014
JOHNSON, EDDIE BERNICE,TX,30,DEM,2014
CARAWAY, BARBARA LEN MALLORY,TX,30,DEM,2014
BALLARD, SCOTT J,TX,31,LIB,2014
MINOR, LOUIE JR,TX,31,DEM,2014
CARTER, JOHN R. REP.,TX,31,REP,2014
RANKIN, ED,TX,32,LIB,2014
PIERSON, KATRINA LANETTE,TX,32,REP,2014
SESSIONS, PETE MR.,TX,32,REP,2014
PEREZ, FRANK ANTHONY,TX,32,DEM,2014
REEVES, JASON,TX,33,LIB,2014
MITCHELL, MONTE MARK,TX,33,REP,2014
VEASEY, MARC ALLISON MR.,TX,33,DEM,2014
SANCHEZ, THOMAS CARL,TX,33,DEM,2014
PURL, DOUG,TX,34,LIB,2014
VELA, FILEMON MR.,TX,34,DEM,2014
ROWLEY, RYAN EDWARD,TX,34,LIB,2014
SMITH, LARRY STANLEY,TX,34,REP,2014
BRUNER, CORY W,TX,35,LIB,2014
SWIFT, KAT,TX,35,GRE,2014
NARVAIZ, SUSAN,TX,35,REP,2014
DOGGETT, LLOYD,TX,35,DEM,2014
RIDLEY, H.J., JR.,TX,36,GRE,2014
ROURKE, ROBB,TX,36,LIB,2014
RILEY, ROBIN,TX,36,REP,2014
VEACH, RODNEY,TX,36,LIB,2014
FITZGERALD, JOHN PHILIP,TX,36,REP,2014
KASPRZAK, PATRICIA,TX,36,REP,2014
ENGSTRAND, JIM,TX,36,REP,2014
MANLOVE, JOHN,TX,36,REP,2014
NORMAN, DAVID,TX,36,REP,2014
CENTILLI, DOUG,TX,36,REP,2014
MORRELL, KIM,TX,36,REP,2014
MEYER, CHARLES B,TX,36,REP,2014
BABIN, BRIAN,TX,36,REP,2014
