Bonner, Jo#AL#1#REP#2010#1
Romaguera , A.#NY#7#REP#2016#0.089680397
Jeffries , H.#NY#8#DEM#2016#0
Cavanagh , D.#NY#8#OTHER#2016#1
Clarke , Y.#NY#9#DEM#2016#0
Bellone , A.#NY#9#OTHER#2016#1
Nadler , J.#NY#10#DEM#2016#0
Rosenthal , P.#NY#10#REP#2016#0
Donovan , D.#NY#11#REP#2016#0
Reichard , R.#NY#11#DEM#2016#0
Bardel , H.#NY#11#GRE#2016#0.025155172
Maloney , C.#NY#12#DEM#2016#0
Ardini , R.#NY#12#REP#2016#0
Espaillat , A.#NY#13#DEM#2016#0.811194087
Evans , T.#NY#13#REP#2016#0
Vila Rivera , D.#NY#13#GRE#2016#0.125393212
Fenstermaker , S.#NY#13#OTHER#2016#0.0634127
Crowley , J.#NY#14#DEM#2016#0
Spotorno , F.#NY#14#REP#2016#0
Serrano , J.#NY#15#DEM#2016#0
Vega , A.#NY#15#REP#2016#0
Ramirez , E.#NY#15#OTHER#2016#0.989950637
Engel , E.#NY#16#DEM#2016#0
Lawrence , D.#NY#16#OTHER#2016#1
Lowey , N.#NY#17#DEM#2016#0
Maloney , S.#NY#18#DEM#2016#0
Oliva , P.#NY#18#REP#2016#0
Faso , J.#NY#19#REP#2016#0
Teachout , Z.#NY#19#DEM#2016#0
Tonko , P.#NY#20#DEM#2016#0
Vitollo , J.#NY#20#REP#2016#0
Stefanik , E.#NY#21#REP#2016#0
Derrick , M.#NY#21#DEM#2016#0
Funiciello , M.#NY#21#GRE#2016#0.110229363
Tenney , C.#NY#22#REP#2016#0
Myers , K.#NY#22#DEM#2016#0
Babinec , M.#NY#22#REP#2016#0
Reed , T.#NY#23#REP#2016#0
Plumb , J.#NY#23#DEM#2016#0
Katko , J.#NY#24#REP#2016#0
Deacon , C.#NY#24#DEM#2016#0
Slaughter , L.#NY#25#DEM#2016#0
Assini , M.#NY#25#REP#2016#0
Higgins , B.#NY#26#DEM#2016#0
Schratz , S.#NY#26#REP#2016#0
Collins , C.#NY#27#REP#2016#0
Kastenbaum , D.#NY#27#DEM#2016#0
Butterfield , G.#NC#1#DEM#2016#0.733790408
Dew , H.#NC#1#REP#2016#0.266209592
Summerell , J.#NC#1#LIB#2016#0
Holding , G.#NC#2#REP#2016#0.588265328
McNeil , J.#NC#2#DEM#2016#0.411734672
Jones , W.#NC#3#REP#2016#0.678098416
Reeves , E.#NC#3#DEM#2016#0.321901584
Price , D.#NC#4#DEM#2016#0.747468794
Googe , S.#NC#4#REP#2016#0.252531206
Foxx , V.#NC#5#REP#2016#0.610198377
Brannon , J.#NC#5#DEM#2016#0.389801623
Walker , M.#NC#6#REP#2016#0.586736767
Glidewell , P.#NC#6#DEM#2016#0.413263233
Rouzer , D.#NC#7#REP#2016#0.593931281
Casteen , J.#NC#7#DEM#2016#0.371360028
Hudson , R.#NC#8#REP#2016#0.648632498
Mills , T.#NC#8#DEM#2016#0.351367502
Pittenger , R.#NC#9#REP#2016#0.985681388
Cano , C.#NC#9#DEM#2016#0
McHenry , P.#NC#10#REP#2016#0.610175689
Millard , A.#NC#10#DEM#2016#0.389824311
Meadows , M.#NC#11#REP#2016#0.628986541
Bryson , R.#NC#11#DEM#2016#0.371013459
Adams , A.#NC#12#DEM#2016#0.753463374
Threatt , L.#NC#12#REP#2016#0.246536626
Budd , T.#NC#13#REP#2016#0.573077195
Davis , B.#NC#13#DEM#2016#0.426922805
Cramer , K.#ND#1#REP#2016#0
Iron Eyes , C.#ND#1#DEM#2016#0
Seaman , J.#ND#1#LIB#2016#0
Chabot , S.#OH#1#REP#2016#0.632166904
Young , M.#OH#1#DEM#2016#0.367833096
Wenstrup , B.#OH#2#REP#2016#0.659625779
Smith , W.#OH#2#DEM#2016#0.340374221
Beatty , J.#OH#3#DEM#2016#0.640572103
Adams , J.#OH#3#REP#2016#0.359309233
Jordan , J.#OH#4#REP#2016#0.676657423
Garrett , J.#OH#4#DEM#2016#0.323342577
Latta , B.#OH#5#REP#2016#0.664602076
Neu , J.#OH#5#DEM#2016#0.289209095
Johnson , B.#OH#6#REP#2016#0.582348992
Lorentz , M.#OH#6#DEM#2016#0.38583912
Gibbs , B.#OH#7#REP#2016#1
Rich , R.#OH#7#DEM#2016#0
Phillip , D.#OH#7#IND#2016#0
Davidson , W.#OH#8#REP#2016#0.671900388
Fought , S.#OH#8#DEM#2016#0.273636702
Hendricks , D.#OH#8#GRE#2016#0
Kaptur , M.#OH#9#DEM#2016#0.677410323
Larson , D.#OH#9#REP#2016#0.321712348
Turner , M.#OH#10#REP#2016#0.651785091
Klepinger , R.#OH#10#DEM#2016#0.315289672
McMasters , T.#OH#10#IND#2016#0
Fudge , M.#OH#11#DEM#2016#0.794507609
Goldstein , B.#OH#11#REP#2016#0.205492391
Tiberi , P.#OH#12#REP#2016#0.681076167
Albertson , E.#OH#12#DEM#2016#0.277545334
Manchik , J.#OH#12#GRE#2016#0.041378499
Ryan , T.#OH#13#DEM#2016#0.684880005
Morckel , R.#OH#13#REP#2016#0.314630103
Joyce , D.#OH#14#REP#2016#0.632565943
Wager , M.#OH#14#DEM#2016#0.330207848
Stivers , S.#OH#15#REP#2016#0.660237076
Wharton , S.#OH#15#DEM#2016#0.339762924
Renacci , J.#OH#16#REP#2016#0.637376733
Mundy , K.#OH#16#DEM#2016#0.362623267
Bridenstine , J.#OK#1#REP#2016#1
Mullin , M.#OK#2#REP#2016#0.700253145
Harris-Till , J.#OK#2#DEM#2016#0.245973978
McCarthy , J.#OK#2#IND#2016#0.053772876
Lucas , F.#OK#3#REP#2016#0.786150172
Robbins , F.#OK#3#DEM#2016#0.213849828
Cole , T.#OK#4#REP#2016#0.708019583
Owen , C.#OK#4#DEM#2016#0.246577814
White , S.#OK#4#LIB#2016#0
Russell , S.#OK#5#REP#2016#0.600956433
McAffrey , A.#OK#5#DEM#2016#0.363155348
Knight , Z.#OK#5#LIB#2016#0
Bonamici , S.#OR#1#DEM#2016#0
Heinrich , B.#OR#1#REP#2016#0
Sheahan , K.#OR#1#LIB#2016#0.040239145
Walden , G.#OR#2#REP#2016#0.70599686
Crary , J.#OR#2#DEM#2016#0.2574045
Blumenauer , E.#OR#3#DEM#2016#0.725989824
Walker , D.#OR#3#OTHER#2016#0.252132562
Delk , D.#OR#3#OTHER#2016#0.252132562
DeFazio , P.#OR#4#DEM#2016#0
Robinson , A.#OR#4#REP#2016#0
Beilstein , M.#OR#4#OTHER#2016#0.984901371
Guthrie , G.#OR#4#LIB#2016#0.015098629
Schrader , K.#OR#5#DEM#2016#0.538401176
Willis , C.#OR#5#REP#2016#0.393542496
Sandnes , M.#OR#5#OTHER#2016#0.049515616
Brady , R.#PA#1#DEM#2016#0.828371444
Williams , D.#PA#1#REP#2016#0.171628556
Evans , D.#PA#2#DEM#2016#0.877034735
Jones , J.#PA#2#REP#2016#0.122965265
Kelly , M.#PA#3#REP#2016#0.60631024
Perry , S.#PA#4#REP#2016#0.745363332
Burkholder , J.#PA#4#DEM#2016#0.254636668
Thompson , G.#PA#5#REP#2016#0.635961008
Strano Taylor , K.#PA#5#DEM#2016#0.364038992
Costello , R.#PA#6#REP#2016#0.562909327
Parrish , M.#PA#6#DEM#2016#0.437090673
Meehan , P.#PA#7#REP#2016#0.620389155
Balchunis , M.#PA#7#DEM#2016#0.379610845
Fitzpatrick , B.#PA#8#REP#2016#0.619021295
Santarsiero , S.#PA#8#DEM#2016#0.380978705
Shuster , B.#PA#9#REP#2016#0.635217549
Halvorson , A.#PA#9#DEM#2016#0.364782451
Marino , T.#PA#10#REP#2016#0.625830459
Molesevich , M.#PA#10#DEM#2016#0.248095074
Barletta , L.#PA#11#REP#2016#0.663071492
Marsicano , M.#PA#11#DEM#2016#0.336928508
Rothfus , K.#PA#12#REP#2016#0.592776988
McClelland , E.#PA#12#DEM#2016#0.407223012
Boyle , B.#PA#13#DEM#2016#0.671197393
Doyle , M.#PA#14#DEM#2016#1
McAllister , L.#PA#14#REP#2016#0
Dent , C.#PA#15#REP#2016#1
Daugherty , R.#PA#15#DEM#2016#0
Rizzo , P.#PA#15#LIB#2016#0
Smucker , L.#PA#16#REP#2016#0.577195222
Hartman , C.#PA#16#DEM#2016#0.422804778
House , S.#PA#16#LIB#2016#0
Cartwright , M.#PA#17#DEM#2016#0.567582141
Connolly , M.#PA#17#REP#2016#0.432417859
Murphy , T.#PA#18#REP#2016#1
Cicilline , D.#RI#1#DEM#2016#0.596522001
Taub , R.#RI#1#REP#2016#0.403416332
Langevin , J.#RI#2#DEM#2016#0.623450456
Reis , R.#RI#2#REP#2016#0.37651416
Johnson , J.#RI#2#IND#2016#0
Caiozzo , S.#RI#2#IND#2016#0
Sanford , M.#SC#1#REP#2016#1
Cherny , D.#SC#1#DEM#2016#0
Grier , M.#SC#1#LIB#2016#0
Travison , A.#SC#1#OTHER#2016#0
Wilson , J.#SC#2#REP#2016#0.625361134
Bjorn , A.#SC#2#DEM#2016#0.353263831
McCain , E.#SC#2#OTHER#2016#0.021375035
Duncan , J.#SC#3#REP#2016#0.712174083
Cleveland , H.#SC#3#DEM#2016#0.287825917
Gowdy , T.#SC#4#REP#2016#0.851981862
Fedalei , C.#SC#4#DEM#2016#0
Chandler , M.#SC#4#OTHER#2016#0
Mulvaney , M.#SC#5#REP#2016#0.588805173
Person , F.#SC#5#DEM#2016#0
Barnes , R.#SC#5#OTHER#2016#0.411194827
Clyburn , J.#SC#6#DEM#2016#0.725879446
Sterling , L.#SC#6#REP#2016#0.25578697
Piotrowski , R.#SC#6#LIB#2016#0.018333583
Mallory , P.#SC#6#GRE#2016#0
Rice , T.#SC#7#REP#2016#0.599927658
Hyman , M.#SC#7#DEM#2016#0.400072342
Noem , K.#SD#1#REP#2016#0
Hawks , P.#SD#1#DEM#2016#0
Roe , P.#TN#1#REP#2016#0.828371693
Bohms , A.#TN#1#DEM#2016#0
Franklin , R.#TN#1#IND#2016#0.10076719
Duncan , J.#TN#2#REP#2016#0.724931185
Starr , S.#TN#2#DEM#2016#0.225557868
Fleischmann , C.#TN#3#REP#2016#0.623612241
Shekari , M.#TN#3#DEM#2016#0.345829837
Mitchell , C.#TN#3#IND#2016#0.030557922
Tyler , R.#TN#3#IND#2016#0.030557922
Kersting , T.#TN#3#IND#2016#0.030557922
DesJarlais , S.#TN#4#REP#2016#0.583249666
Reynolds , S.#TN#4#DEM#2016#0.353168108
Cooper , J.#TN#5#DEM#2016#0.623220721
Snyder , S.#TN#5#REP#2016#0.357009515
Black , D.#TN#6#REP#2016#0.710876821
Kent , D.#TN#6#DEM#2016#0.22968963
Ross , D.#TN#6#IND#2016#0.059433549
Blackburn , M.#TN#7#REP#2016#0.6999943
Chandler , T.#TN#7#DEM#2016#0.267752538
Ladner , L.#TN#7#IND#2016#0.032253162
Kustoff , D.#TN#8#REP#2016#0.70833454
Hobson , R.#TN#8#DEM#2016#0.245853008
Godwin , S.#TN#8#IND#2016#0.020000579
Hart , J.#TN#8#IND#2016#0.020000579
Montague , A.#TN#8#IND#2016#0.020000579
Rawles , M.#TN#8#IND#2016#0.020000579
Talley-Lane , K.#TN#8#IND#2016#0.020000579
Cohen , S.#TN#9#DEM#2016#0.74968683
Alberson , W.#TN#9#REP#2016#0.233144573
Cook , P.#TN#9#IND#2016#0.017168597
Gohmert , L.#TX#1#REP#2016#0.774663436
McKellar , S.#TX#1#DEM#2016#0.225336564
Gray , P.#TX#1#LIB#2016#0
Poe , T.#TX#2#REP#2016#0.679455561
Bryan , P.#TX#2#DEM#2016#0.296361964
Veasaw , J.#TX#2#LIB#2016#0.015437324
Darr , J.#TX#2#GRE#2016#0.008745151
Johnson , S.#TX#3#REP#2016#0.820104137
Bell , A.#TX#3#DEM#2016#0
Jameson , S.#TX#3#LIB#2016#0
Blair , P.#TX#3#GRE#2016#0.179895863
Ratcliffe , J.#TX#4#REP#2016#1
Wommack , C.#TX#4#LIB#2016#0
Hensarling , J.#TX#5#REP#2016#0.853599586
Ashby , K.#TX#5#LIB#2016#0.146400414
Barton , J.#TX#6#REP#2016#0.611499642
Woolridge , R.#TX#6#DEM#2016#0.364426872
Smith , D.#TX#6#GRE#2016#0
Culberson , J.#TX#7#REP#2016#0.632639524
Cargas , J.#TX#7#DEM#2016#0.345470922
Brady , K.#TX#8#REP#2016#0.893245627
Green , A.#TX#9#DEM#2016#0.908212504
Martin , J.#TX#9#REP#2016#0
McCaul , M.#TX#10#REP#2016#0.621817976
Cadien , T.#TX#10#DEM#2016#0.341397484
Kelsey , B.#TX#10#LIB#2016#0.03678454
Conaway , M.#TX#11#REP#2016#0.902696238
Landholt , N.#TX#11#LIB#2016#0.097303762
Granger , K.#TX#12#REP#2016#0.713072513
Bradshaw , B.#TX#12#DEM#2016#0.263069363
Colliver , E.#TX#12#LIB#2016#0.023858124
Thornberry , M.#TX#13#REP#2016#0.843219146
DeWeese , C.#TX#13#LIB#2016#0.021779979
Tomlinson , R.#TX#13#GRE#2016#0.007029235
Weber , R.#TX#14#REP#2016#0.618512265
Cole , M.#TX#14#DEM#2016#0.360643248
Gonzalez , V.#TX#15#DEM#2016#0.540095804
Westley , T.#TX#15#REP#2016#0.43262663
Tijerina , V.#TX#15#GRE#2016#0
Leone , R.#TX#15#LIB#2016#0.027277566
O'Rourke , B.#TX#16#DEM#2016#0.674892278
Perez , J.#TX#16#LIB#2016#0.033417687
Gourdoux , M.#TX#16#GRE#2016#0
Flores , B.#TX#17#REP#2016#0.645820946
Matta , W.#TX#17#DEM#2016#0.32400557
Patterson , C.#TX#17#LIB#2016#0.030173484
Jackson Lee , S.#TX#18#DEM#2016#0.717828507
Bartley , L.#TX#18#REP#2016#0.247608716
Kleven , T.#TX#18#GRE#2016#0.01228186
Arrington , J.#TX#19#REP#2016#0.771798867
Bonar , T.#TX#19#LIB#2016#0.04405143
Lawson , M.#TX#19#GRE#2016#0
Castro , J.#TX#20#DEM#2016#0.756604975
Blunt , J.#TX#20#LIB#2016#0.243395025
Pipkin , P.#TX#20#GRE#2016#0
Smith , L.#TX#21#REP#2016#0.717792969
Wakely , T.#TX#21#DEM#2016#0
Loewe , M.#TX#21#LIB#2016#0.134949946
Diaz , T.#TX#21#GRE#2016#0.147257085
Olson , P.#TX#22#REP#2016#0.665459272
Gibson , M.#TX#22#DEM#2016#0.315664463
Hurd , W.#TX#23#REP#2016#0.497786518
Gallego , P.#TX#23#DEM#2016#0.476803923
Corvalan , R.#TX#23#LIB#2016#0.025409559
Marchant , K.#TX#24#REP#2016#0.650448037
McDowell , J.#TX#24#DEM#2016#0.323086213
Kolls , M.#TX#24#LIB#2016#0.02646575
McCormick , K.#TX#24#GRE#2016#0
Williams , R.#TX#25#REP#2016#0.602193577
Thomas , K.#TX#25#DEM#2016#0.362389885
Schneiderman , L.#TX#25#LIB#2016#0.035416538
Burgess , M.#TX#26#REP#2016#0.826634622
Mauck , E.#TX#26#DEM#2016#0
Boler , M.#TX#26#LIB#2016#0.173365378
Farenthold , B.#TX#27#REP#2016#0.635970301
Barrera , R.#TX#27#DEM#2016#0.336917289
Cuellar , H.#TX#28#DEM#2016#0.821004518
Hardin , Z.#TX#28#REP#2016#0
Cary , M.#TX#28#GRE#2016#0.045642009
Green , G.#TX#29#DEM#2016#0.895498776
Garza , J.#TX#29#REP#2016#0
Perez , R.#TX#29#LIB#2016#0.104501224
Partsch-Galvan , J.#TX#29#GRE#2016#0
Johnson , E.#TX#30#DEM#2016#0.879462724
Lingerfelt , C.#TX#30#REP#2016#0
Woods , J.#TX#30#LIB#2016#0.067622622
Prentice , T.#TX#30#GRE#2016#0
Carter , J.#TX#31#REP#2016#0.640482982
Clark , M.#TX#31#DEM#2016#0.319622731
Ballard , S.#TX#31#LIB#2016#0.039894286
Sessions , P.#TX#32#REP#2016#0.618177276
Rankin , E.#TX#32#LIB#2016#0.027393399
Stuard , G.#TX#32#GRE#2016#0
Veasey , M.#TX#33#DEM#2016#0.865136781
Mitchell , M.#TX#33#REP#2016#0
Vela , F.#TX#34#DEM#2016#0.594701854
Gonzalez , R.#TX#34#REP#2016#0.385730561
Doggett , L.#TX#35#DEM#2016#0.624827228
Narvaiz , S.#TX#35#REP#2016#0.332969602
Smith , R.#TX#35#LIB#2016#0.028755521
Trimble , S.#TX#35#GRE#2016#0.013447649
Babin , B.#TX#36#REP#2016#0.759574722
Ridley , H.#TX#36#GRE#2016#0.005117975
Bishop , R.#UT#1#REP#2016#0.647761355
Clemens , P.#UT#1#DEM#2016#0.280095975
Bowden , C.#UT#1#LIB#2016#0.037274867
Fairbanks , C.#UT#1#OTHER#2016#0.034867804
Stewart , C.#UT#2#REP#2016#0.608223657
Albarran , C.#UT#2#DEM#2016#0.325505513
McCollaum , P.#UT#2#OTHER#2016#0.06547049
Chaffetz , J.#UT#3#REP#2016#0.722064806
Tryon , S.#UT#3#DEM#2016#0.224849207
Love , M.#UT#4#REP#2016#0.50918678
Owens , D.#UT#4#DEM#2016#0.45814987
Simonsen , C.#UT#4#OTHER#2016#0.023483366
Welch , P.#VT#1#DEM#2016#0
Clawson , E.#VT#1#LIB#2016#0
Wittman , R.#VA#1#REP#2016#0.630862561
Rowe , M.#VA#1#DEM#2016#0.344751862
Parker , G.#VA#1#IND#2016#0
Taylor , S.#VA#2#REP#2016#0.587937662
Brown , S.#VA#2#DEM#2016#0.412062338
Scott , R.#VA#3#DEM#2016#1
Williams , M.#VA#3#REP#2016#0
McEachin , D.#VA#4#DEM#2016#0.375634416
Wade , M.#VA#4#REP#2016#0.602272671
Garrett , T.#VA#5#REP#2016#0.609283719
Dittmar , J.#VA#5#DEM#2016#0.358932026
Goodlatte , R.#VA#6#REP#2016#0.754329431
Degner , K.#VA#6#DEM#2016#0
Brat , D.#VA#7#REP#2016#0.609095323
Bedell , E.#VA#7#DEM#2016#0.369976875
Beyer , D.#VA#8#DEM#2016#0.631965822
Hernick , C.#VA#8#REP#2016#0.314793985
Gracia , J.#VA#8#IND#2016#0.026738496
Griffith , M.#VA#9#REP#2016#0.74877133
Kitts , D.#VA#9#DEM#2016#0
Boyd , J.#VA#9#IND#2016#0.25122867
Comstock , B.#VA#10#REP#2016#0.565519286
Bennett , L.#VA#10#DEM#2016#0.404025115
Connolly , G.#VA#11#DEM#2016#0.569253488
DelBene , S.#WA#1#DEM#2016#0.550365947
Sutherland , R.#WA#1#REP#2016#0.449634053
Larsen , R.#WA#2#DEM#2016#0.605743439
Hennemann , M.#WA#2#REP#2016#0.394256561
Herrera Beutler , J.#WA#3#REP#2016#0.615322414
Moeller , J.#WA#3#DEM#2016#0.384677586
Newhouse , D.#WA#4#REP#2016#1
Didier , C.#WA#4#REP#2016#1
McMorris Rodgers , C.#WA#5#REP#2016#0.606830256
Pakootas , J.#WA#5#DEM#2016#0.393169744
Kilmer , D.#WA#6#DEM#2016#0.629831914
Bloom , T.#WA#6#REP#2016#0.370168086
Jayapal , P.#WA#7#DEM#2016#0.809742928
Walkinshaw , B.#WA#7#DEM#2016#0.809742928
Reichert , D.#WA#8#REP#2016#0.632678219
Ventrella , T.#WA#8#DEM#2016#0.367321781
Smith , A.#WA#9#DEM#2016#0.708250896
Basler , D.#WA#9#REP#2016#0.291749104
Heck , D.#WA#10#DEM#2016#0.547015846
Postma , J.#WA#10#REP#2016#0.452984154
McKinley , D.#WV#1#REP#2016#0.63902803
Manypenny , M.#WV#1#DEM#2016#0.360025425
Mooney , A.#WV#2#REP#2016#0.470787682
Hunt , M.#WV#2#DEM#2016#0.438813614
Jenkins , E.#WV#3#REP#2016#1
Detch , M.#WV#3#DEM#2016#0
Lawhorn , Z.#WV#3#LIB#2016#0
Ryan , P.#WI#1#REP#2016#0.633268148
Solen , R.#WI#1#DEM#2016#0.366631122
Zimmerman , S.#WI#1#IND#2016#0
Lebeck , J.#WI#1#LIB#2016#0
Pocan , M.#WI#2#DEM#2016#0.684606698
Theron , P.#WI#2#REP#2016#0.315393302
Kind , R.#WI#3#DEM#2016#0.564900595
Moore , G.#WI#4#DEM#2016#0.703414435
Raymond , R.#WI#4#IND#2016#0.027508771
Craig , A.#WI#4#LIB#2016#0
Sensenbrenner , J.#WI#5#REP#2016#0.695531819
Penebaker , K.#WI#5#DEM#2016#0.304468181
Arndt , J.#WI#5#LIB#2016#0
Grothman , G.#WI#6#REP#2016#0.568078998
Lloyd , S.#WI#6#DEM#2016#0.408949151
Dahlke , J.#WI#6#IND#2016#0
Duffy , S.#WI#7#REP#2016#0.592861555
Hoeft , M.#WI#7#DEM#2016#0.394153426
Gallagher , M.#WI#8#REP#2016#0.650411524
Nelson , T.#WI#8#DEM#2016#0.349588476
Cheney , L.#WY#1#REP#2016#0
Greene , R.#WY#1#DEM#2016#0
Cummings , D.#WY#1#OTHER#2016#0
Struempf , L.#WY#1#LIB#2016#0
FITCH, GREGORY FITCH MR#AK#0#NPA#2018#0
SHEIN, DIMITRI#AK#0#DEM#2018#0
GALVIN, ALYSE#AK#0#IND#2018#0
NELSON, THOMAS JOHN#AK#0#REP#2018#0
YOUNG, DONALD E#AK#0#REP#2018#0
CUMINGS, CHRISTOPHER CHARLES#AK#0#NPA#2018#0
HILL, SIDNEY I.#AK#0#IND#2018#0
HAFNER, CAROL#AK#0#DEM#2018#0
WHITTAKER, JED#AK#0#REP#2018#0
ARRAS, JENNIFER O'FARRILL MRS.#AL#1#DEM#2018#0
KENNEDY, ROBERT JR.#AL#1#DEM#2018#0
MCCONNELL, LIZZETTA HILL#AL#1#DEM#2018#0
BYRNE, BRADLEY ROBERTS#AL#1#REP#2018#1
MOORE, FELIX BARRY#AL#2#REP#2018#0.546344833
AMASON, THOMAS MARRION III#AL#2#REP#2018#0.546344833
ROBY, MARTHA#AL#2#REP#2018#0.546344833
ISNER, TABITHA KAY#AL#2#DEM#2018#0.453655167
BRIGHT, BOBBY NEAL SR.#AL#2#REP#2018#0.546344833
HOBSON, RICH#AL#2#REP#2018#0.546344833
WILLIAMS, AUDRI SCOTT 1955#AL#2#DEM#2018#0.453655167
HAGAN, MALLORY#AL#3#DEM#2018#0.329124031
WINFREY, ADIA MCCLELLAN DR#AL#3#DEM#2018#0.329124031
CASSON, THOMAS SICK OF D.C.#AL#3#IND#2018#0
SMITH, JESSE T#AL#3#DEM#2018#0.329124031
ROGERS, MICHAEL#AL#3#REP#2018#0.670875969
NORRIS, PHILLIP#AL#4#REP#2018#1
NEIGHBORS, RICKY ALLEN#AL#4#DEM#2018#0
MOSES, MIKE#AL#4#REP#2018#1
BLACKMON, ANTHONY MR#AL#4#REP#2018#1
ADERHOLT, ROBERT B. REP.#AL#4#REP#2018#1
AUMAN, JAMES LEE#AL#4#DEM#2018#0
JOFFRION, PETER S.#AL#5#DEM#2018#0.331552251
BROOKS, MO#AL#5#REP#2018#0.668447749
HINCHMAN, ROBERT CLAYTON MR#AL#5#GOP#2018#0
HOLTZCLAW, WILLIAM LOVETTE#AL#5#REP#2018#0.668447749
SWEENEY, TERRENCE MICHAEL#AL#5#REP#2018#0.668447749
CAIN, BRETT BUTLER#AL#5#DEM#2018#0.331552251
KLINE, DANNER#AL#6#DEM#2018#0.252320814
PALMER, GARY#AL#6#REP#2018#0.747679186
RICE, RICHARD BRAND NEW#AL#7#DEM#2018#1
SEWELL, TERRI A.#AL#7#DEM#2018#1
MAY, JUSTIN TYLER MR.#AL#88#DEM#2018#0
PRESLEY, ELVIS#AR#1#LIB#2018#0.23488306
CRAWFORD, ERIC ALAN RICK#AR#1#REP#2018#0.76511694
DESAI, CHINTAN#AR#1#DEM#2018#0
SPENCER, PAUL JOHN MR.#AR#2#DEM#2018#0.368399926
TUCKER, EVERETT CLARKE IV#AR#2#DEM#2018#0.368399926
HILL, JAMES FRENCH#AR#2#REP#2018#0.584203612
BURCH, NATASHIA#AR#2#IND#2018#0
SWAFFORD, JOE RYNE#AR#2#LIB#2018#0.047396462
COMBS, GWENDOLYNN MILLEN MRS.#AR#2#DEM#2018#0.368399926
DUNKLEY, JONATHAN#AR#2#DEM#2018#0.368399926
MAHONY, JOSH#AR#3#DEM#2018#0
RYERSE, ROBERT#AR#3#REP#2018#0.773360379
MOODY, JOSH#AR#3#IND#2018#0
KALAGIAS, MICHAEL J#AR#3#LIB#2018#0.226639621
TATE, JASON#AR#3#OTH#2018#0
WOMACK, STEVE#AR#3#REP#2018#0.773360379
MARTIN, SUSANANN#AR#4#W#2018#0
DAVIS, RICHARD HARRISON JR#AR#4#DEM#2018#0
FOSTER, JACK E#AR#4#IND#2018#0
CANADA, TOM#AR#4#LIB#2018#0.251014863
WESTERMAN, BRUCE#AR#4#REP#2018#0.748985137
BARRETT, MICHAEL#AR#4#LIB#2018#0.251014863
CALDWELL, RANDY#AR#4#REP#2018#0.748985137
MCQUEEN, LEE#AR#4#IND#2018#0
SHAMEL, HAYDEN CATHERINE#AR#4#DEM#2018#0
AMATA, AUMUA#AS#0#REP#2018#0
TUIKA, TUIKA#AS#0#IND#2018#0
SUITONU-CHAPMAN, MELEAGI#AS#0#DEM#2018#0
O'HALLERAN, TOM#AZ#1#DEM#2018#0.508007604
SMITH, STEVE#AZ#1#REP#2018#0.435040754
OLIVAS, MIGUEL#AZ#1#DEM#2018#0.508007604
ROGERS, WENDY#AZ#1#REP#2018#0.435040754
CAVANAUGH, KEVIN#AZ#1#REP#2018#0.435040754
SHEDD, TIFFANY#AZ#1#REP#2018#0.435040754
HEINZ, MATTHEW GERALD#AZ#2#DEM#2018#0.433324109
KIRKPATRICK, ANN#AZ#2#DEM#2018#0.433324109
SHERRY, BARBARA LOUISE#AZ#2#DEM#2018#0.433324109
MARTIN, BRANDON RAY#AZ#2#REP#2018#0.566675891
YUKSEL, YAHYA#AZ#2#DEM#2018#0.433324109
MATIELLA, MARIA MARY#AZ#2#DEM#2018#0.433324109
MARQUEZ PETERSON, LEA#AZ#2#REP#2018#0.566675891
VERDIN, CHARLIE#AZ#2#DEM#2018#0.433324109
FOSTER, WILLIAM ABBOTT PHD#AZ#2#DEM#2018#0.433324109
MORALES, DANIEL ROMERO JR#AZ#2#REP#2018#0.566675891
WELCH, CASEY BURKE MR.#AZ#2#REP#2018#0.566675891
WHEELER, BRUCE#AZ#2#DEM#2018#0.433324109
REILLY, JOSHUA 'JOSH'#AZ#2#GRE#2018#0
WILES, MARILYN MS#AZ#2#REP#2018#0.566675891
KOVACS, WILLIAM RICHARD#AZ#2#DEM#2018#0.433324109
PIERSON, JOE NICOLAS#AZ#3#REP#2018#0
ABATECOLA, BILL#AZ#3#REP#2018#0
VASQUEZ, JAIME ALFREDO#AZ#3#UNK#2018#0
ARELLANO, SERGIO#AZ#3#REP#2018#0
GILMORE, SHAWN#AZ#3#IDP#2018#0
GRIJALVA, RAUL M#AZ#3#DEM#2018#1
SAN MIGUEL, EDNA#AZ#3#REP#2018#0
EVANS, PAUL MURRAY#AZ#3#REP#2018#0
BRILL, DAVID H#AZ#4#DEM#2018#0.284821581
PEREZ GISSY, ANA MARIA MS#AZ#4#DEM#2018#0.284821581
ANDRESKI, THADDEUS J MR. II#AZ#4#W#2018#0
DISANTO, DELINA#AZ#4#DEM#2018#0.284821581
KNAUER, HARYAKSHA GREGOR#AZ#4#GRE#2018#0
GOSAR, PAUL DR.#AZ#4#REP#2018#0.715178419
BIGGS, ANDY MR.#AZ#5#UNK#2018#0
MENOR, SCOTT A#AZ#5#DEM#2018#0.36859775
MARGALIS, TONY#AZ#5#DEM#2018#0.36859775
PACE, TYLER#AZ#5#REP#2018#0.63140225
TORRES, JOSE LAZARO#AZ#5#DEM#2018#0.36859775
GREENE, JOAN#AZ#5#DEM#2018#0.36859775
ROSS, HEATHER MAURA#AZ#6#DEM#2018#0.383772763
MALIK, ANITA#AZ#6#DEM#2018#0.383772763
