Bonner, Jo#AL#1#REP#2008#210660#1
Holder, Bryan Jack#IA#3#OTHER#2014#4360#0.015497428
King, Steve#IA#4#REP#2014#169834#0.616820054
Mowrer, Jim#IA#4#DEM#2014#105504#0.383179946
Huelskamp, Tim#KS#1#REP#2014#138764#0.679679273
Sherow, James E.#KS#1#DEM#2014#65397#0.320320727
Jenkins, Lynn#KS#2#REP#2014#128742#0.570447436
Wakefield, Margie#KS#2#DEM#2014#87153#0.386169279
Clemmons, Christopher#KS#2#LIB#2014#9791#0.043383285
Yoder, Kevin#KS#3#REP#2014#134493#0.600208857
Kultala, Kelly#KS#3#DEM#2014#89584#0.399791143
Pompeo, Mike#KS#4#REP#2014#138757#0.666610618
Schuckman, Perry L.#KS#4#DEM#2014#69396#0.333389382
Whitfield, Ed#KY#1#REP#2014#173022#0.731229239
Hatchett, Charles Kendall#KY#1#DEM#2014#63596#0.268770761
Guthrie, S. Brett#KY#2#REP#2014#156936#0.691853955
Leach, Ron#KY#2#DEM#2014#69898#0.308146045
Yarmuth, John A.#KY#3#DEM#2014#157056#0.634941683
Macfarlane, Michael#KY#3#REP#2014#87981#0.35568717
Puccetti, Gregory Peter#KY#3#IND#2014#2318#0.009371147
Massie, Thomas#KY#4#REP#2014#150464#0.677283735
Newberry, Peter#KY#4#DEM#2014#71694#0.322716265
"""Rogers, Harold """"Hal"""""""#KY#5#REP#2014#171350#0.782538008
Stepp, Kenneth S.#KY#5#DEM#2014#47617#0.217461992
Barr, Andy#KY#6#REP#2014#147404#0.599949531
Jensen, Elisabeth#KY#6#DEM#2014#98290#0.400050469
Scalise, Steve#LA#1#REP#2014#189250#0.775602039
"""Mendoza, M.V. """"Vinny"""""""#LA#1#DEM#2014#24761#0.101477845
Dugas, Lee A.#LA#1#DEM#2014#21286#0.087236275
"""Sanford, Jeffry """"Jeff"""""""#LA#1#LIB#2014#8707#0.035683841
Richmond, Cedric#LA#2#DEM#2014#152201#0.686920612
Landrieu, Gary#LA#2#DEM#2014#37805#0.170623279
Brooks, David#LA#2#NON#2014#16327#0.073687774
Davenport, Samuel#LA#2#LIB#2014#15237#0.068768335
Boustany, Charles W., Jr.#LA#3#REP#2014#185867#0.786678687
Richard, Russell#LA#3#NON#2014#28342#0.119956998
Barrilleaux, Bryan#LA#3#REP#2014#22059#0.093364315
Fleming, John#LA#4#REP#2014#152683#0.734338853
Lord, Randall#LA#4#LIB#2014#55236#0.265661147
Abraham, Ralph Lee#LA#5#REP#2014#55489#0.231637522
"""Mayo,""""Jamie"""""""#LA#5#DEM#2014#67611#0.282240525
"""Dasher,""""Zach"""""""#LA#5#REP#2014#53628#0.223868821
McAllister, Vance M.#LA#5#REP#2014#26606#0.11106612
Holloway, Clyde C.#LA#5#REP#2014#17877#0.074627115
Brown, Harris#LA#5#REP#2014#9890#0.041285572
"""Tarpley,""""Ed"""""""#LA#5#REP#2014#4594#0.019177545
Saucier, Charles#LA#5#LIB#2014#2201#0.009188023
Barron, Eliot S.#LA#5#GRE#2014#1655#0.006908758
Graves, Garret#LA#6#REP#2014#70715#0.273581219
Edwards, Edwin#LA#6#DEM#2014#77866#0.30124691
Dietzel, Paul, II#LA#6#REP#2014#35024#0.135500369
"""Claitor,""""Dan"""""""#LA#6#REP#2014#26524#0.102615686
Whitney, Lenar#LA#6#REP#2014#19151#0.074091125
Lieberman, Richard#LA#6#DEM#2014#7309#0.028276959
McCulloch, Craig#LA#6#REP#2014#5815#0.022496992
"""Bell, Robert Lamar """"Bob"""""""#LA#6#REP#2014#5182#0.02004805
Williams, Peter#LA#6#DEM#2014#4037#0.01561829
Craig, Rufus Holt, Jr.#LA#6#LIB#2014#3561#0.013776748
"""Clark, Norman """"Norm"""""""#LA#6#REP#2014#1848#0.007149517
"""Thomas,""""Trey"""""""#LA#6#REP#2014#1447#0.005598134
Pingree, Chellie#ME#1#DEM#2014#186674#0.604322462
Misiuk, Isaac J.#ME#1#REP#2014#94751#0.306738794
Murphy, Richard P.#ME#1#IND#2014#27410#0.088734793
Others#ME#1#WRI#2014#63#0.000203951
Poliquin, Bruce#ME#2#REP#2014#133308#0.470308487
Cain, Emily Ann#ME#2#DEM#2014#118556#0.418263667
Richardson, Blaine#ME#2#IND#2014#31336#0.110552906
Others#ME#2#WRI#2014#248#0.00087494
Harris, Andy#MD#1#REP#2014#176342#0.704846414
Tilghman, Bill#MD#1#DEM#2014#73843#0.295153586
Ruppersberger, C. A. Dutch#MD#2#DEM#2014#120412#0.613880264
Banach, David#MD#2#REP#2014#70411#0.358966908
Schlakman, Ian#MD#2#GRE#2014#5326#0.027152828
Sarbanes, John#MD#3#DEM#2014#128594#0.596383503
Long, Charles A.#MD#3#REP#2014#87029#0.403616497
Edwards, Donna F.#MD#4#DEM#2014#134628#0.702504696
Hoyt, Nancy#MD#4#REP#2014#54217#0.282910666
Vohra, Arvin#MD#4#LIB#2014#2795#0.014584638
Hoyer, Steny H.#MD#5#DEM#2014#144725#0.641215929
Chaffee, Chris#MD#5#REP#2014#80752#0.357778329
Fritz, Dennis L.#MD#5#WRI#2014#227#0.001005742
Delaney, John K.#MD#6#DEM#2014#94704#0.497405408
Bongino, Dan#MD#6#REP#2014#91930#0.482835774
Gluck, George#MD#6#GRE#2014#3762#0.019758818
Cummings, Elijah#MD#7#DEM#2014#144639#0.700085188
Vaughn, Carrogan R.#MD#7#REP#2014#55860#0.270374924
Soffen, Scott#MD#7#LIB#2014#6103#0.029539888
Van Hollen, Chris#MD#8#DEM#2014#136722#0.608467327
Young, Lih#MD#8#OTHER#2014#16#7.12E-05
Wallace, Dave#MD#8#REP#2014#87859#0.391007526
Wildman, Andrew Jaye#MD#8#WRI#2014#102#0.000453941
Neal, Richard E.#MA#1#DEM#2014#167612#0.97955701
All Others#MA#1#WRI#2014#3498#0.02044299
McGovern, James P.#MA#2#DEM#2014#169640#0.982025529
All Others#MA#2#WRI#2014#3105#0.017974471
Tsongas, Nicola S.#MA#3#DEM#2014#139104#0.629583699
Wofford, Roseann L. Ehrhard#MA#3#REP#2014#81638#0.369492998
All Others#MA#3#WRI#2014#204#0.000923303
Kennedy, Joseph P., III#MA#4#DEM#2014#184158#0.979053472
All Others#MA#4#WRI#2014#3940#0.020946528
Clark, Katherine M.#MA#5#DEM#2014#182100#0.982942891
All Others#MA#5#WRI#2014#3159#0.017051711
Wilt, William F.#MA#5#WRI#2014#1#5.40E-06
Moulton, Seth W.#MA#6#DEM#2014#149638#0.549697119
Tisei, Richard R.#MA#6#REP#2014#111989#0.411393033
Stockwell, Christopher J.#MA#6#IND#2014#10373#0.038105349
All Others#MA#6#WRI#2014#219#0.000804499
Capuano, Michael E.#MA#7#DEM#2014#142133#0.983306352
All Others#MA#7#WRI#2014#2413#0.016693648
Lynch, Stephen F.#MA#8#DEM#2014#200644#0.986688042
All Others#MA#8#WRI#2014#2707#0.013311958
Keating, William Richard#MA#9#DEM#2014#140413#0.54947347
Chapman, John C.#MA#9#REP#2014#114971#0.449912147
All Others#MA#9#WRI#2014#157#0.000614383
Benishek, Dan#MI#1#REP#2014#130414#0.521382795
Cannon, Jerry#MI#1#DEM#2014#113263#0.452814725
Gnadt, Loel Robert#MI#1#LIB#2014#3823#0.015283991
Boal, Ellis#MI#1#GRE#2014#2631#0.010518488
Huizenga, Bill#MI#2#REP#2014#135568#0.636254412
Vanderstelt, Dean#MI#2#DEM#2014#70851#0.332521401
Welch, Ronald, II#MI#2#LIB#2014#3877#0.018195727
Graeser, Ronald E.#MI#2#OTHER#2014#2776#0.01302846
Amash, Justin#MI#3#REP#2014#125754#0.579071213
Goodrich, Bob#MI#3#DEM#2014#84720#0.390118113
Duncan, Tonya#MI#3#GRE#2014#6691#0.030810674
Moolenaar, John#MI#4#REP#2014#123962#0.564945334
Holmes, Jeff#MI#4#DEM#2014#85777#0.390920733
Zimmer, George M.#MI#4#OTHER#2014#4990#0.022741463
White, Will Tyler#MI#4#LIB#2014#4694#0.02139247
Kildee, Daniel T.#MI#5#DEM#2014#148182#0.66707182
Hardwick, Allen#MI#5#REP#2014#69222#0.311617103
Jones, Harold H.#MI#5#LIB#2014#4734#0.021311077
Upton, Fred#MI#6#REP#2014#116801#0.558920642
Clements, Paul#MI#6#DEM#2014#84391#0.403831062
Lawrence, John M.#MI#6#GRE#2014#2254#0.010785928
Hass, Erwin J.#MI#6#LIB#2014#5530#0.026462369
Walberg, Tim#MI#7#REP#2014#119564#0.534519525
Byrnes, Pam#MI#7#DEM#2014#92083#0.411663724
Proctor, Ken#MI#7#LIB#2014#4531#0.020256164
Swartout, David#MI#7#NON#2014#4369#0.019531931
Strawcutter, Rick#MI#7#OTHER#2014#3138#0.014028656
Bishop, Mike#MI#8#REP#2014#132739#0.54597018
Schertzing, Eric#MI#8#DEM#2014#102269#0.420643702
Weeks, James, II#MI#8#LIB#2014#4557#0.018743445
Casha, Jim#MI#8#GRE#2014#1880#0.007732648
Burgess, Jeremy#MI#8#OTHER#2014#1680#0.006910026
Levin, Sander#MI#9#DEM#2014#136342#0.603932547
Brikho, George#MI#9#REP#2014#81470#0.360874746
Creswell, Gregory#MI#9#LIB#2014#4792#0.021226363
McDermott, John V.#MI#9#GRE#2014#3153#0.013966344
Miller, Candice S.#MI#10#REP#2014#157069#0.68681458
Stadler, Chuck#MI#10#DEM#2014#67143#0.293595753
Mikkelson, Harley#MI#10#GRE#2014#4480#0.019589666
Trott, Dave#MI#11#REP#2014#140435#0.558971971
McKenzie, Bobby#MI#11#DEM#2014#101681#0.404719827
Tatar, John J.#MI#11#LIB#2014#7711#0.030692013
Bentivolio, Kerry Lynn#MI#11#WRI#2014#1411#0.005616189
Dingell, Debbie#MI#12#DEM#2014#134346#0.650082261
Bowman, Terry#MI#12#REP#2014#64716#0.313152037
Walkowicz, Gary#MI#12#NON#2014#5039#0.024383045
Dashairya, Bhagwan#MI#12#LIB#2014#2559#0.012382658
Conyers, John, Jr.#MI#13#DEM#2014#132710#0.79492294
Gorman, Jeff#MI#13#REP#2014#27234#0.163129616
Sharer, Chris#MI#13#LIB#2014#3537#0.021186365
Johnson, Sam#MI#13#NON#2014#3466#0.02076108
Lawrence, Brenda#MI#14#DEM#2014#165272#0.777867726
Barr, Christina L.#MI#14#REP#2014#41801#0.196740215
Schwartz, Leonard#MI#14#LIB#2014#3366#0.015842386
Boyle, Stephen#MI#14#GRE#2014#1999#0.009408476
Pruden, Calvin#MI#14#WRI#2014#30#0.000141198
Walz, Tim#MN#1#OTHER#2014#122851#0.542659252
Hagedorn, Jim#MN#1#REP#2014#103536#0.457340748
Kline, John#MN#2#REP#2014#137778#0.560843761
Obermueller, Mike#MN#2#OTHER#2014#95565#0.389010103
Overby, Paula#MN#2#OTHER#2014#12319#0.050146136
Paulsen, Erik#MN#3#REP#2014#167515#0.621897751
Sund, Sharon#MN#3#OTHER#2014#101846#0.378102249
McCollum, Betty#MN#4#OTHER#2014#147857#0.612477631
Wahlgren, Sharna#MN#4#REP#2014#79492#0.329284862
Thomas, Dave#MN#4#OTHER#2014#14059#0.058237507
Ellison, Keith#MN#5#OTHER#2014#167079#0.708992307
Daggett, Doug#MN#5#REP#2014#56577#0.240081984
Bauer, Lee#MN#5#OTHER#2014#12001#0.05092571
Emmer, Tom#MN#6#REP#2014#133328#0.563252236
Perske, Joe#MN#6#OTHER#2014#90926#0.384122411
Denney, John#MN#6#OTHER#2014#12457#0.052625353
Peterson, Collin C.#MN#7#OTHER#2014#130546#0.542808554
Westrom, Torrey#MN#7#REP#2014#109955#0.457191446
Nolan, Rick#MN#8#OTHER#2014#129090#0.485486916
Mills, Stewart#MN#8#REP#2014#125358#0.471451459
Sandman, Ray Skip#MN#8#GRE#2014#11450#0.043061625
Nunnelee, Alan#MS#1#REP#2014#102622#0.679116676
Dickey, Ron E.#MS#1#DEM#2014#43713#0.289277419
Bedwell, Danny#MS#1#LIB#2014#3830#0.025345607
Walley, Lajena#MS#1#OTHER#2014#946#0.006260299
Thompson, Bennie G.#MS#2#DEM#2014#100688#0.677367706
Ray, Troy#MS#2#IND#2014#36465#0.245314371
Shoemake, Shelley#MS#2#OTHER#2014#11493#0.077317923
Harper, Gregg#MS#3#REP#2014#117771#0.688936857
Magee, Douglas MacArthur (Doug)#MS#3#DEM#2014#47744#0.279292876
Gerrard, Roger#MS#3#IND#2014#3890#0.022755724
Washer, Barbara Dale#MS#3#OTHER#2014#1541#0.009014543
Palazzo, Steven McCarty#MS#4#REP#2014#108776#0.699182393
Moore, Matt#MS#4#DEM#2014#37869#0.24341158
Burleson, Cindy#MS#4#IND#2014#3684#0.023679745
Robinson, Joey#MS#4#LIB#2014#3473#0.022323495
Jackson, Eli#MS#4#OTHER#2014#917#0.005894225
Reich, Ed#MS#4#IND#2014#857#0.005508562
Clay, Lacy#MO#1#DEM#2014#119315#0.729782133
Elder, Daniel J.#MO#1#REP#2014#35273#0.21574492
Cunningham, Robb E.#MO#1#LIB#2014#8906#0.054472947
Wagner, Ann#MO#2#REP#2014#148191#0.64119472
Lieber, Arthur#MO#2#DEM#2014#75384#0.326172458
Slantz, Bill#MO#2#LIB#2014#7542#0.032632822
Luetkemeyer, Blaine#MO#3#REP#2014#130940#0.683331594
Denton, Courtney#MO#3#DEM#2014#52021#0.271480013
Hedrick, Steven#MO#3#LIB#2014#8593#0.044843962
Davis, Harold#MO#3#WRI#2014#66#0.000344432
Hartzler, Vicky#MO#4#REP#2014#120014#0.680791441
Irvin, Nate#MO#4#DEM#2014#46464#0.263571696
Young, Herschel L.#MO#4#LIB#2014#9793#0.055551774
Cowan, Gregory A.#MO#4#WRI#2014#15#8.51E-05
Cleaver, Emanuel, II#MO#5#DEM#2014#79256#0.515872034
Turk, Jacob#MO#5#REP#2014#69071#0.449578547
Welborn, Roy#MO#5#LIB#2014#5308#0.034549419
Graves, Sam#MO#6#REP#2014#124616#0.666502647
Hedge, W.A. (Bill)#MO#6#DEM#2014#55157#0.295004546
Monchil, Russ#MO#6#LIB#2014#7197#0.038492806
Long, Billy#MO#7#REP#2014#104054#0.63464201
Evans, Jim#MO#7#DEM#2014#47282#0.28838049
Craig, Kevin#MO#7#LIB#2014#12584#0.076751831
Bruce, Nikolas#MO#7#WRI#2014#32#0.000195173
Hagerty, John C.#MO#7#WRI#2014#3#1.83E-05
Lindstedt, Martin#MO#7#WRI#2014#2#1.22E-05
Smith, Jason#MO#8#REP#2014#106124#0.666507562
Stocker, Barbara#MO#8#DEM#2014#38721#0.243185701
Hampton, Terry#MO#8#IND#2014#6821#0.042839019
Enyart, Doug#MO#8#OTHER#2014#3799#0.023859468
Vandeven, Rick#MO#8#LIB#2014#3759#0.02360825
Zinke, Ryan#MT#0#REP#2014#203871#0.554052989
Lewis, John#MT#0#DEM#2014#148690#0.404089542
Fellows, Mike#MT#0#LIB#2014#15402#0.041857469
Fortenberry, Jeff#NE#1#REP#2014#123219#0.688155168
Crawford, Dennis P.#NE#1#DEM#2014#55838#0.311844832
Ashford, Brad#NE#2#DEM#2014#83872#0.490336159
Terry, Lee#NE#2#REP#2014#78157#0.456924876
Laird, Steven#NE#2#LIB#2014#9021#0.052738965
Smith, Adrian#NE#3#REP#2014#139440#0.75387643
Sullivan, Mark#NE#3#DEM#2014#45524#0.24612357
Titus, Dina#NV#1#DEM#2014#45643#0.568413056
Teijeiro, Annette#NV#1#REP#2014#30413#0.378746933
"""Charles, Richard """"Ricardo Carlos"""""""#NV#1#LIB#2014#2617#0.032590692
Bakari, Kamau#NV#1#OTHER#2014#1626#0.020249318
Amodei, Mark E.#NV#2#REP#2014#122402#0.657333119
Spees, Kristen#NV#2#DEM#2014#52016#0.27934053
Hansen, Janine#NV#2#OTHER#2014#11792#0.063326352
Heck, Joe#NV#3#REP#2014#88528#0.607525443
Bilbray, Erin#NV#3#DEM#2014#52644#0.361270665
Goossen, David#NV#3#IND#2014#1637#0.01123395
Kimmick, Randy#NV#3#LIB#2014#1566#0.010746711
St. John, Steven#NV#3#IND#2014#1344#0.009223231
Hardy, Cresent#NV#4#REP#2014#63466#0.48528456
Horsford, Steven A.#NV#4#DEM#2014#59844#0.457589405
Brown, Steve#NV#4#LIB#2014#4119#0.031495401
Best, Russell#NV#4#OTHER#2014#3352#0.025630634
Guinta, Frank C.#NH#1#REP#2014#125508#0.518035142
Shea-Porter, Carol#NH#1#DEM#2014#116769#0.481964858
Kuster, Ann McLane#NH#2#DEM#2014#130700#0.550151323
Garcia, Marilinda#NH#2#REP#2014#106871#0.449848677
Norcross, Donald W.#NJ#1#DEM#2014#93315#0.574274426
Cobb, Garry W.#NJ#1#REP#2014#64073#0.394314797
Tomaszewski, Scot John#NJ#1#OTHER#2014#1784#0.010979002
Shapiro, Robert#NJ#1#OTHER#2014#1134#0.006978805
Chapman, Margaret M.#NJ#1#OTHER#2014#1103#0.006788026
Berman, Mike#NJ#1#OTHER#2014#634#0.003901731
Letton, Donald E.#NJ#1#OTHER#2014#449#0.002763213
LoBiondo, Frank A.#NJ#2#REP#2014#108875#0.614599092
Hughes, William J., Jr.#NJ#2#DEM#2014#66026#0.372716599
Spano, Alexander H.#NJ#2#OTHER#2014#663#0.003742633
Stein, Gary#NJ#2#IND#2014#612#0.003454738
Rozzo, Constantino#NJ#2#OTHER#2014#501#0.002828144
Olabisi, Bayode#NJ#2#IND#2014#471#0.002658794
MacArthur, Tom#NJ#3#REP#2014#100471#0.539867708
Belgard, Aimee#NJ#3#DEM#2014#82537#0.443501717
LaVergne, Frederick John#NJ#3#OTHER#2014#3095#0.016630576
Smith, Christopher H.#NJ#4#REP#2014#118826#0.679592105
Scolavino, Ruben M.#NJ#4#DEM#2014#54415#0.311211388
Neuman, Scott#NJ#4#OTHER#2014#1608#0.009196507
Garrett, Scott#NJ#5#REP#2014#104678#0.554083453
Cho, Roy#NJ#5#DEM#2014#81808#0.433027562
Quick, Mark D.#NJ#5#OTHER#2014#2435#0.012888985
Pallone, Frank , Jr.#NJ#6#DEM#2014#72190#0.599300995
Wilkinson, Anthony E.#NJ#6#REP#2014#46891#0.389275841
Goikhman, Dorit#NJ#6#LIB#2014#1376#0.011423163
Lance, Leonard#NJ#7#REP#2014#104287#0.592549873
Kovach, Janice#NJ#7#DEM#2014#68232#0.387688427
Gawron, James#NJ#7#LIB#2014#3478#0.0197617
Sires, Albio#NJ#8#DEM#2014#61510#0.773535552
Tiscornia, Jude Anthony#NJ#8#REP#2014#15141#0.190409719
Shaw, Herbert H.#NJ#8#OTHER#2014#1192#0.014990317
Olivera, Pablo#NJ#8#OTHER#2014#1022#0.012852436
Thorne, Robert#NJ#8#OTHER#2014#653#0.008211977
Pascrell, Bill, Jr.#NJ#9#DEM#2014#82498#0.68486373
Paul, Dierdre G.#NJ#9#REP#2014#36246#0.300899061
Montilla, Nestor#NJ#9#OTHER#2014#1715#0.014237209
Payne, Donald M., Jr.#NJ#10#DEM#2014#95734#0.853830169
Dentley, Yolanda#NJ#10#REP#2014#14154#0.126236365
Franklin, Gwendolyn A.#NJ#10#OTHER#2014#1237#0.011032527
Angel, Dark#NJ#10#OTHER#2014#998#0.008900939
Frelinghuysen, Rodney P.#NJ#11#REP#2014#109455#0.625700272
Dunec, Mark#NJ#11#DEM#2014#65477#0.374299728
Coleman, Bonnie Watson#NJ#12#DEM#2014#90430#0.609506221
Eck, Alieta#NJ#12#REP#2014#54168#0.365097125
DeZarn, Don#NJ#12#OTHER#2014#1330#0.008964318
Welzer, Steven#NJ#12#GRE#2014#890#0.005998679
Cody, Kenneth J.#NJ#12#OTHER#2014#567#0.00382163
Freudenheim, Jack#NJ#12#OTHER#2014#531#0.003578987
Cannon, Allen J.#NJ#12#OTHER#2014#450#0.00303304
Lujan Grisham, Michelle#NM#1#DEM#2014#105474#0.585862513
Frese, Michael H.#NM#1#REP#2014#74558#0.414137487
Pearce, Steve#NM#2#REP#2014#95209#0.644274819
"""Lara, Roxanne """"Rocky"""""""#NM#2#DEM#2014#52499#0.355258261
McGrann, Jack A.#NM#2#WRI#2014#69#0.00046692
Lujan, Ben R.#NM#3#DEM#2014#113249#0.615229579
Byrd, Jefferson L.#NM#3#REP#2014#70775#0.384487929
Hook, Thomas F.#NM#3#WRI#2014#52#0.000282492
Zeldin, Lee M.#NY#1#OTHER#2014#94035#0.544319478
Bishop, Timothy H.#NY#1#OTHER#2014#78722#0.455680522
King, Peter T.#NY#2#OTHER#2014#95177#0.683389339
Maher, Patricia#NY#2#DEM#2014#41814#0.300232638
Stevenson, William D.#NY#2#GRE#2014#2281#0.016378023
Israel, Steve J.#NY#3#OTHER#2014#90032#0.547969885
Lally, Grant M.#NY#3#OTHER#2014#74269#0.452030115
Rice, Kathleen M.#NY#4#OTHER#2014#89793#0.528442797
Blakeman, Bruce A.#NY#4#OTHER#2014#80127#0.471557203
Meeks, Gregory W.#NY#5#DEM#2014#75712#0.951370913
Steinhardt, Allen F.#NY#5#OTHER#2014#3870#0.048629087
Meng, Grace#NY#6#OTHER#2014#55368#1
Valezquez, Nydia M.#NY#7#OTHER#2014#56593#0.888374356
Fernandez, Jose Luis#NY#7#REP#2014#5713#0.089680397
Romaguera, Allan E.#NY#7#OTHER#2014#1398#0.021945247
Jeffries, Hakeem S.#NY#8#OTHER#2014#77255#0.920491374
Bellone, Alan#NY#8#OTHER#2014#6673#0.079508626
Clarke, Yvette D.#NY#9#OTHER#2014#82659#0.894713485
Cavanagh, Daniel J.#NY#9#OTHER#2014#9727#0.105286515
Nadler, Jerrold L.#NY#10#OTHER#2014#89080#0.876116291
Brady, Ross#NY#10#OTHER#2014#12042#0.118435029
Dilger, Michael J.#NY#10#OTHER#2014#554#0.00544868
Grimm, Michael G.#NY#11#OTHER#2014#58886#0.551279291
Recchia, Domenic M., Jr.#NY#11#OTHER#2014#45244#0.423565537
Bardel, Henry J.#NY#11#GRE#2014#2687#0.025155172
Maloney, Carolyn B.#NY#12#OTHER#2014#90603#0.799433533
Di Iorio, Nicholas S.#NY#12#OTHER#2014#22731#0.200566467
Rangel, Charles B.#NY#13#DEM#2014#63437#0.811194087
Rangel, Charles B.#NY#13#OTHER#2014#4959#0.0634127
Rivera, Daniel Vila#NY#13#GRE#2014#9806#0.125393212
Crowley, Joseph#NY#14#OTHER#2014#50352#0.882022177
Perri, Elizabeth#NY#14#OTHER#2014#6735#0.117977823
Serrano, Jose E.#NY#15#OTHER#2014#54906#0.971426549
Ramirez, Eduardo#NY#15#OTHER#2014#1047#0.018524088
Edstrom, William#NY#15#GRE#2014#568#0.010049362
Engel, Eliot L.#NY#16#OTHER#2014#99658#1
Lowey, Nita M.#NY#17#OTHER#2014#98150#0.564304236
Day, Christopher E.#NY#17#OTHER#2014#75781#0.435695764
Maloney, Sean Patrick#NY#18#OTHER#2014#88993#0.497314847
Hayworth, Nan#NY#18#OTHER#2014#85660#0.478689221
Smith, Scott A.#NY#18#OTHER#2014#4294#0.023995932
Gibson, Christopher P.#NY#19#OTHER#2014#131594#0.644866316
Eldridge, Sean S.#NY#19#OTHER#2014#72470#0.355133684
Tonko, Paul D.#NY#20#OTHER#2014#125111#0.612643537
Fischer, James M.#NY#20#OTHER#2014#79104#0.387356463
Stefanik, Elise M.#NY#21#OTHER#2014#91822#0.526119168
Stefanik, Elise M.#NY#21#OTHER#2014#4404#0.025233918
Woolf, Aaron G.#NY#21#OTHER#2014#59063#0.338417551
Funiciello, Matthew J.#NY#21#GRE#2014#19238#0.110229363
Hanna, Richard L.#NY#22#OTHER#2014#129851#1
Reed, Thomas W., II#NY#23#OTHER#2014#113130#0.616942608
Robertson, Martha#NY#23#OTHER#2014#70242#0.383057392
Katko, John M.#NY#24#OTHER#2014#118474#0.596011631
Maffei, Daniel B.#NY#24#OTHER#2014#80304#0.403988369
Slaughter, Louise M.#NY#25#OTHER#2014#96803#0.502259579
Assini, Mark W.#NY#25#OTHER#2014#95932#0.497740421
Higgins, Brian#NY#26#OTHER#2014#113210#0.681499407
Weppner, Kathleen A.#NY#26#OTHER#2014#52909#0.318500593
Collins, Chris#NY#27#OTHER#2014#144675#0.710633344
O'Donnell, James D.#NY#27#OTHER#2014#58911#0.289366656
Butterfield, G. K.#NC#1#DEM#2014#154333#0.733790408
Rich, Arthur#NC#1#REP#2014#55990#0.266209592
Ellmers, Renee#NC#2#REP#2014#122128#0.588265328
Aiken, Clay#NC#2#DEM#2014#85479#0.411734672
Jones, Walter#NC#3#REP#2014#139415#0.678098416
Adame, Marshall#NC#3#DEM#2014#66182#0.321901584
Price, David#NC#4#DEM#2014#169946#0.747468794
Wright, Paul#NC#4#REP#2014#57416#0.252531206
Foxx, Virginia#NC#5#REP#2014#139279#0.610198377
Brannon, Joshua (Josh)#NC#5#DEM#2014#88973#0.389801623
Walker, Mark#NC#6#REP#2014#147312#0.586736767
Fjeld, Laura#NC#6#DEM#2014#103758#0.413263233
Rouzer, David#NC#7#REP#2014#134431#0.593931281
Barfield, Jonathan, Jr.#NC#7#DEM#2014#84054#0.371360028
Casteen, J. Wesley#NC#7#LIB#2014#7850#0.034682183
Harmati, Louis#NC#7#WRI#2014#6#2.65E-05
Hudson, Richard#NC#8#REP#2014#121568#0.648632498
Blue, Antonio#NC#8#DEM#2014#65854#0.351367502
Pittenger, Robert#NC#9#REP#2014#163080#0.985681388
Eckles, Shawn#NC#9#WRI#2014#2369#0.014318612
McHenry, Patrick#NC#10#REP#2014#133504#0.610175689
MacQueen, Tate#NC#10#DEM#2014#85292#0.389824311
Meadows, Mark#NC#11#REP#2014#144682#0.628986541
Hill, Tom#NC#11#DEM#2014#85342#0.371013459
Adams, Alma#NC#12#DEM#2014#130096#0.753463374
Coakley, Vince#NC#12#REP#2014#42568#0.246536626
Holding, George#NC#13#REP#2014#153991#0.573077195
Cleary, Brenda#NC#13#DEM#2014#114718#0.426922805
Cramer, Kevin#ND#0#REP#2014#138100#0.556161879
Sinner, George#ND#0#OTHER#2014#95678#0.385318293
"""Seaman, Robert J. """"Jack"""""""#ND#0#LIB#2014#14531#0.058519828
Chabot, Steve#OH#1#REP#2014#124779#0.632166904
Kundrata, Fred#OH#1#DEM#2014#72604#0.367833096
Wenstrup, Brad#OH#2#REP#2014#132658#0.659625779
Tyszkiewicz, Marek#OH#2#DEM#2014#68453#0.340374221
Beatty, Joyce B.#OH#3#DEM#2014#91769#0.640572103
Adams, John#OH#3#REP#2014#51475#0.359309233
Applegate, Ralph A.#OH#3#WRI#2014#17#0.000118665
Jordan, Jim#OH#4#REP#2014#125907#0.676657423
Garrett, Janet#OH#4#DEM#2014#60165#0.323342577
Latta, Bob#OH#5#REP#2014#134449#0.664602076
Fry, Robert L.#OH#5#DEM#2014#58507#0.289209095
Eberly, Eric#OH#5#LIB#2014#9344#0.046188828
Johnson, Bill#OH#6#REP#2014#111026#0.582348992
Garrison, Jennifer#OH#6#DEM#2014#73561#0.38583912
Lambert, Dennis#OH#6#GRE#2014#6065#0.031811888
Gibbs, Bob#OH#7#REP#2014#143959#1
Boehner, John A.#OH#8#REP#2014#126539#0.671900388
Poetter, Tom#OH#8#DEM#2014#51534#0.273636702
Condit, James J., Jr.#OH#8#OTHER#2014#10257#0.054462911
Kaptur, Marcy#OH#9#DEM#2014#108870#0.677410323
May, Richard#OH#9#REP#2014#51704#0.321712348
Hoffman, Cory#OH#9#WRI#2014#112#0.000696886
Skalsky, George A.#OH#9#WRI#2014#29#0.000180444
Turner, Mike#OH#10#REP#2014#130752#0.651785091
Klepinger, Robert#OH#10#DEM#2014#63249#0.315289672
Harlow, David A.#OH#10#LIB#2014#6605#0.032925237
Fudge, Marcia L.#OH#11#DEM#2014#137105#0.794507609
Zetzer, Mark#OH#11#REP#2014#35461#0.205492391
Tiberi, Pat#OH#12#REP#2014#150573#0.681076167
