Bonner, Jo#AL#1#REP#2006#112944#
Claunch, Robert W.#MS#4#OTHER#2012#2108#[0.6411264329157207, 0.2884890271588329, 0.0629992432523333, 0.007385296673113035]
Clay, Lacy#MO#1#DEM#2012#267927#
Hamlin, Robyn#MO#1#REP#2012#60832#
Cunningham, Robb E.#MO#1#LIB#2012#11824#[0.7866716776820922, 0.1786113810730424, 0.03471694124486542]
Wagner, Ann#MO#2#REP#2012#236971#
Koenen, Glenn#MO#2#DEM#2012#146272#
Slantz, Bill#MO#2#LIB#2012#9193#
Zorikova, Anatol#MO#2#OTHER#2012#2012#[0.6007661339390743, 0.3708270798685758, 0.023305987100961344, 0.005100799091388472]
Luetkemeyer, Blaine#MO#3#REP#2012#214843#
Mayer, Eric C.#MO#3#DEM#2012#111189#
Wilson, Steven#MO#3#LIB#2012#12353#[0.6349069846476646, 0.3285872600735848, 0.03650575527875054]
Hartzler, Vicky#MO#4#REP#2012#192237#
Hensley, Teresa#MO#4#DEM#2012#113120#
Holbrook, Thomas#MO#4#LIB#2012#10407#
Cowan, Greg#MO#4#OTHER#2012#2959#[0.6031475607345563, 0.3549163380113767, 0.03265217759621992, 0.009283923657847096]
Cleaver, Emanuel, II#MO#5#DEM#2012#200290#
Turk, Jacob#MO#5#REP#2012#122149#
Langkraehr, Randall (Randy)#MO#5#LIB#2012#8497#
Feagle, Andrew#MO#5#WRI#2012#6#[0.6052117893769905, 0.36909488671731, 0.025675193840612554, 1.8130065086933663e-05]
Graves, Sam#MO#6#REP#2012#216906#
Yarber, Kyle#MO#6#DEM#2012#108503#
Monchil, Russ Lee#MO#6#LIB#2012#8279#[0.6500263719402556, 0.3251630265397617, 0.02481060151998274]
Long, Billy#MO#7#REP#2012#203565#
Evans, Jim#MO#7#DEM#2012#98498#
Craig, Kevin#MO#7#LIB#2012#16668#
Brown, Kenneth Joe#MO#7#WRI#2012#9#[0.6386553303633055, 0.3090230281734329, 0.05229340528330301, 2.8236179958586937e-05]
Emerson, Jo Ann#MO#8#REP#2012#216083#
Rushin, Jack#MO#8#DEM#2012#73755#
Vandeven, Rick#MO#8#LIB#2012#10553#[0.7193391280031692, 0.24552999257634217, 0.03513087942048863]
Daines, Steve#MT#0#REP#2012#255468#
Gillan, Kim#MT#0#DEM#2012#204939#
Kaiser, David#MT#0#LIB#2012#19333#[0.5325134447825906, 0.42718764330679115, 0.040298911910618254]
Fortenberry, Jeff#NE#1#REP#2012#174889#
Reiman, Korey L.#NE#1#DEM#2012#81206#[0.682906733829243, 0.31709326617075695]
Terry, Lee#NE#2#REP#2012#133964#
Ewing, John W., Jr.#NE#2#DEM#2012#129767#[0.5079569713078856, 0.4920430286921143]
Smith, Adrian#NE#3#REP#2012#187423#
Sullivan, Mark#NE#3#DEM#2012#65266#[0.7417141228941505, 0.2582858771058495]
Titus, Dina#NV#1#DEM#2012#113967#
Edwards, Chris#NV#1#REP#2012#56521#
"""""""""""""""Pojunis, William """"""""""""""""Bill"""""""""""""""""""""""""""""""#NV#1#LIB#2012#4645#
Vaughan, Stan#NV#1#OTHER#2012#4145#[0.6356998627829404, 0.3152701391135555, 0.025909481364138377, 0.023120516739365677]
Amodei, Mark E.#NV#2#REP#2012#162213#
Koepnick, Samuel#NV#2#DEM#2012#102019#
Haines, Michael L.#NV#2#IND#2012#11166#
Best, Russell#NV#2#OTHER#2012#6051#[0.5763495340185966, 0.36247774907709746, 0.03967326229618865, 0.02149945460811728]
Heck, Joe#NV#3#REP#2012#137244#
Oceguera, John#NV#3#DEM#2012#116823#
Murphy, Jim#NV#3#IND#2012#12856#
Jones, Tom#NV#3#OTHER#2012#5600#[0.503605200295021, 0.42867207538446295, 0.04717399999266117, 0.020548724327854897]
Horsford, Steven A.#NV#4#DEM#2012#120501#
Tarkanian, Danny#NV#4#REP#2012#101261#
Fitzgibbons, Floyd#NV#4#OTHER#2012#9389#
Silvestri, Joseph P.#NV#4#LIB#2012#9341#[0.5010603263310214, 0.42105766511983767, 0.039040799693960716, 0.03884120885518021]
Shea-Porter, Carol#NH#1#DEM#2012#171650#
Guinta, Frank C.#NH#1#REP#2012#158659#
Kelly, Brendan#NH#1#LIB#2012#14521#[0.4977815155293913, 0.4601078792448453, 0.04211060522576342]
Kuster, Ann McLane#NH#2#DEM#2012#169275#
Bass, Charles#NH#2#REP#2012#152977#
Macia, Hardy#NH#2#LIB#2012#14936#[0.5020196448272181, 0.4536845913852213, 0.04429576378756065]
Andrews, Robert E.#NJ#1#DEM#2012#210470#
Horton, Gregory W.#NJ#1#REP#2012#92459#
Reitter, John William#NJ#1#GRE#2012#4413#
Chapman, Margaret#NJ#1#OTHER#2012#1177#[0.6821946136218515, 0.2996865671158016, 0.014303819213727517, 0.003815000048619372]
LoBiondo, Frank A.#NJ#2#REP#2012#166679#
Shober, Cassandra#NJ#2#DEM#2012#116463#
Ordille, John#NJ#2#LIB#2012#2699#
Lukens, Charles#NJ#2#OTHER#2012#1329#
Bowen, David W., Sr.#NJ#2#OTHER#2012#1010#
Faralli, Frank, Jr.#NJ#2#OTHER#2012#892#[0.5766002933525212, 0.4028857862401063, 0.009336774229257763, 0.004597470526374052, 0.0034939392262135385, 0.003085736425527204]
Runyan, Jon#NJ#3#REP#2012#174257#
Adler, Shelley#NJ#3#DEM#2012#145509#
Forchion, Robert Edward#NJ#3#OTHER#2012#1956#
Shapiro, Robert#NJ#3#OTHER#2012#1104#
Lavergne, Frederick John#NJ#3#OTHER#2012#770#
Witterschein, Robert#NJ#3#OTHER#2012#530#
Dennick, Christopher G., Jr.#NJ#3#OTHER#2012#280#[0.5371571425929237, 0.44853979272886446, 0.006029481575556555, 0.003403142975160755, 0.0023735689228929183, 0.00163375523264058, 0.0008631159719610611]
Smith, Christopher H.#NJ#4#REP#2012#195146#
Froelich, Brian P.#NJ#4#DEM#2012#107992#
Marshall, Leonard P.#NJ#4#OTHER#2012#3111#[0.6372135092686017, 0.35262809021417213, 0.010158400517226178]
Garrett, Scott#NJ#5#REP#2012#167503#
Gussen, Adam#NJ#5#DEM#2012#130102#
Alessandrini, Patricia#NJ#5#GRE#2012#6772#[0.5503142484484701, 0.4274370271078301, 0.022248724443699755]
Pallone, Frank, Jr.#NJ#6#DEM#2012#151782#
Little, Anna#NJ#6#REP#2012#84360#
Flynn, Len#NJ#6#LIB#2012#1392#
Zaletel, Karen#NJ#6#OTHER#2012#868#
Lyden, Mac Dara#NJ#6#IND#2012#830#
Tarbous, Herbert L.#NJ#6#OTHER#2012#406#[0.6333803486926114, 0.3520309800615929, 0.005808761548669243, 0.0036221300461529472, 0.0034635575326116895, 0.0016942221183618624]
Lance, Leonard#NJ#7#REP#2012#175704#
Chivukula, Upendra J.#NJ#7#DEM#2012#123090#
Breen, Dennis A.#NJ#7#OTHER#2012#4520#
McKnight, Patrick#NJ#7#LIB#2012#4081#[0.571590299126531, 0.40042941492216855, 0.014704207940922916, 0.013276078010377527]
Sires, Albio#NJ#8#DEM#2012#130857#
Karczewski, Maria#NJ#8#REP#2012#31767#
Shaw, Herbert H.#NJ#8#OTHER#2012#1841#
DeLuca, Stephen#NJ#8#OTHER#2012#1710#
Olivera, Pablo#NJ#8#OTHER#2012#1625#[0.779839094159714, 0.18931466030989272, 0.01097139451728248, 0.010190703218116806, 0.00968414779499404]
Pascrell, Bill, Jr.#NJ#9#DEM#2012#162834#
Boteach, Shmuley#NJ#9#REP#2012#55094#
Smith, E. David#NJ#9#OTHER#2012#1138#
Woolsey, Jeanette#NJ#9#OTHER#2012#1082#[0.7396569580464052, 0.2502589167287461, 0.005169249777422461, 0.0049148754474262766]
Payne, Donald M., Jr.#NJ#10#DEM#2012#201435#
Kelemen, Brian C.#NJ#10#REP#2012#24271#
Miller, Joanne#NJ#10#OTHER#2012#3127#
Erickson, Mick#NJ#10#LIB#2012#1227#[0.875575936712162, 0.1054985655915848, 0.013592106407024254, 0.005333391289228897]
Frelinghuysen, Rodney P.#NJ#11#REP#2012#182239#
Arvanites, John#NJ#11#DEM#2012#123935#
Berlin, Barry#NJ#11#OTHER#2012#3725#[0.5880593354609083, 0.39992061929854567, 0.012020045240546113]
Holt, Rush#NJ#12#DEM#2012#189938#
Beck, Eric A.#NJ#12#REP#2012#80907#
Freudenheim, Jack#NJ#12#IND#2012#2261#
Cody, Kenneth J.#NJ#12#OTHER#2012#1285#[0.6922165814476422, 0.2948602541628552, 0.00824006618292874, 0.004683098206573831]
Lujan Grisham, Michelle#NM#1#DEM#2012#162924#
Arnold-Jones, Janice E.#NM#1#REP#2012#112473#
Pahls, Jeanne#NM#1#WRI#2012#459#[0.5906124934748564, 0.4077235949190882, 0.0016639116060553332]
Pearce, Steve#NM#2#REP#2012#113180#
Erhard, Evelyn Madrid#NM#2#DEM#2012#92162#
McGrann, Jack A.#NM#2#WRI#2012#173#[0.5507140598009878, 0.44844415249495173, 0.0008417877040605309]
Lujan, Ben R.#NM#3#DEM#2012#167103#
Byrd, Jefferson L.#NM#3#REP#2012#97616#[0.6312467182181861, 0.36875328178181394]
Bishop, Timothy H.#NY#1#OTHER#2012#146179#
Altschuler, Randy#NY#1#OTHER#2012#132304#[0.5249117540388462, 0.47508824596115384]
King, Peter T.#NY#2#OTHER#2012#142309#
Falcone, Vivianne C.#NY#2#OTHER#2012#100545#[0.585985818640006, 0.41401418135999407]
Israel, Steve J.#NY#3#OTHER#2012#157880#
Labate, Stephen A.#NY#3#OTHER#2012#113203#
McDermott, Michael#NY#3#LIB#2012#1644#
Tolda, Anthony#NY#3#OTHER#2012#367#[0.578115960072356, 0.4145202750701224, 0.00601990523409522, 0.001343859623426366]
McCarthy, Carolyn#NY#4#OTHER#2012#163955#
Becker, Francis X., Jr.#NY#4#OTHER#2012#85693#
Scaturro, Frank J.#NY#4#OTHER#2012#15603#[0.6181126555602052, 0.32306381502803005, 0.058823529411764705]
Meeks, Gregory W.#NY#5#DEM#2012#167836#
Jennings, Allan W., Jr.#NY#5#REP#2012#17875#
Wark, Catherine#NY#5#LIB#2012#1345#[0.8972500213839706, 0.09555961850996493, 0.007190360106064494]
Meng, Grace#NY#6#DEM#2012#107507#
Meng, Grace#NY#6#OTHER#2012#3994#
Halloran, Daniel J.#NY#6#OTHER#2012#50846#
Chou, Evergreen C.#NY#6#GRE#2012#1913#[0.654492877145988, 0.024315110191160356, 0.30954584195787166, 0.01164617070497991]
Velazquez, Nydia M.#NY#7#OTHER#2012#143930#
Murray, James#NY#7#OTHER#2012#7971#[0.9475250327515948, 0.05247496724840521]
Jeffries, Hakeem S.#NY#8#OTHER#2012#184039#
Bellone, Alan S.#NY#8#OTHER#2012#17650#
Beavan, Colin M.#NY#8#GRE#2012#2441#[0.9015774261500025, 0.08646450791162494, 0.011958065938372606]
Clarke, Yvette D.#NY#9#OTHER#2012#186141#
Cavanagh, Daniel J.#NY#9#OTHER#2012#24164#
Morgan, Vivia M.#NY#9#GRE#2012#2991#[0.8726886580151526, 0.11328857550071263, 0.014022766484134724]
Nadler, Jerrold L.#NY#10#OTHER#2012#165743#
Chan, Michael W.#NY#10#OTHER#2012#39413#[0.8078876562225819, 0.19211234377741815]
Grimm, Michael G.#NY#11#OTHER#2012#103118#
Murphy, Mark S.#NY#11#OTHER#2012#92430#
Bardel, Henry J.#NY#11#GRE#2012#1939#[0.5221508251176027, 0.4680308070910997, 0.009818367791297656]
Maloney, Carolyn B.#NY#12#OTHER#2012#194370#
Wight, Christopher R.#NY#12#OTHER#2012#46841#[0.8058090219766096, 0.1941909780233903]
Rangel, Charles B.#NY#13#OTHER#2012#175016#
Schley, Craig#NY#13#REP#2012#12147#
Liatos, Deborah O.#NY#13#OTHER#2012#5548#[0.9081785679073846, 0.06303220885159644, 0.028789223241018937]
Crowley, Joseph#NY#14#OTHER#2012#120761#
Gibbons, Willam F., Jr.#NY#14#OTHER#2012#21755#
Gronowicz, Anthony#NY#14#GRE#2012#2570#[0.8323408185489986, 0.14994554953613717, 0.01771363191486429]
Serrano, Jose E.#NY#15#OTHER#2012#152661#
Della Valle, Frank L.#NY#15#OTHER#2012#4427#[0.9718183438582196, 0.028181656141780403]
Engel, Eliot L.#NY#16#OTHER#2012#179562#
McLaughlin, Joseph#NY#16#REP#2012#53935#
Diaferia, Joseph#NY#16#GRE#2012#2974#[0.759340468810129, 0.22808293617399172, 0.012576595015879325]
Lowey, Nita M.#NY#17#OTHER#2012#171417#
Carvin, Joe#NY#17#REP#2012#91899#
Morganthaler, Francis E.#NY#17#OTHER#2012#2771#[0.644214110422531, 0.34537200239019566, 0.010413887187273336]
Maloney, Sean Patrick#NY#18#OTHER#2012#11389#
Maloney, Sean Patrick#NY#18#DEM#2012#132456#
Hayworth, Nan#NY#18#OTHER#2012#133049#[0.04113126322708329, 0.4783635615072916, 0.48050517526562514]
Gibson, Christopher P.#NY#19#OTHER#2012#150245#
Schreibman, Julian#NY#19#OTHER#2012#134295#[0.5280276938216069, 0.4719723061783932]
Tonko, Paul D.#NY#20#OTHER#2012#203401#
Dieterich, Robert J.#NY#20#OTHER#2012#93778#[0.6844393446374071, 0.3155606553625929]
Owens, William L.#NY#21#OTHER#2012#126631#
Doheny, Matthew A.#NY#21#OTHER#2012#121646#
Hassig, Donald L.#NY#21#GRE#2012#4174#[0.5016062523024271, 0.4818598460691382, 0.016533901628434825]
Hanna, Richard L.#NY#22#OTHER#2012#157941#
Lamb, Dan#NY#22#DEM#2012#102080#[0.6074163240661331, 0.3925836759338669]
Reed, Thomas W., II#NY#23#OTHER#2012#137669#
Shinagawa, Nate#NY#23#OTHER#2012#127535#[0.5191060466659628, 0.48089395333403717]
Maffei, Daniel B.#NY#24#OTHER#2012#143044#
Buerkle, Ann Marie#NY#24#OTHER#2012#127054#
Rozum, Ursula E.#NY#24#GRE#2012#22670#[0.48859164936058586, 0.4339750245928517, 0.07743332604656246]
Slaughter, Louise M.#NY#25#OTHER#2012#179810#
Brooks, Maggie#NY#25#OTHER#2012#133389#[0.5741078355933448, 0.42589216440665517]
Higgins, Brian#NY#26#OTHER#2012#212588#
Madigan, Michael H.#NY#26#OTHER#2012#71666#[0.7478804168103176, 0.2521195831896825]
Collins, Chris#NY#27#OTHER#2012#161220#
Hochul, Kathy C.#NY#27#OTHER#2012#156219#[0.50787710394753, 0.49212289605246995]
Butterfield, G. K .#NC#1#DEM#2012#254644#
DiLauro, Pete#NC#1#REP#2012#77288#
Holloman, Darryl#NC#1#LIB#2012#6134#[0.7532375334993758, 0.22861808049315815, 0.018144386007466]
Ellmers, Renee#NC#2#REP#2012#174066#
Wilkins, Steve#NC#2#DEM#2012#128973#
Irving, Brian#NC#2#LIB#2012#8358#[0.5589841905991387, 0.41417547375215563, 0.026840335648705672]
Jones, Walter B.#NC#3#REP#2012#195571#
Anderson, Erik#NC#3#DEM#2012#114314#[0.6311083143746874, 0.3688916856253126]
Price, David#NC#4#DEM#2012#259534#
D'Annunzio, Tim#NC#4#REP#2012#88951#[0.7447494153263412, 0.25525058467365885]
Foxx, Virginia#NC#5#REP#2012#200945#
Motsinger, Elisabeth#NC#5#DEM#2012#148252#[0.5754488154251038, 0.4245511845748961]
Coble, Howard#NC#6#REP#2012#222116#
Foriest, Tony#NC#6#DEM#2012#142467#[0.6092330141558987, 0.39076698584410136]
McIntyre, Mike#NC#7#DEM#2012#168695#
Rouzer, David#NC#7#REP#2012#168041#[0.5009710871424499, 0.49902891285755013]
Hudson, Richard#NC#8#REP#2012#160695#
Kissell, Larry#NC#8#DEM#2012#137139#
Blue, Antonio#NC#8#WRI#2012#3990#[0.532412929389313, 0.45436744592875317, 0.013219624681933842]
Pittenger, Robert#NC#9#REP#2012#194537#
Roberts, Jennifer#NC#9#DEM#2012#171503#
Campbell, Curtis#NC#9#LIB#2012#9650#[0.5178125582261971, 0.45650137081104103, 0.02568607096276185]
McHenry, Patrick#NC#10#REP#2012#190826#
Keever, Patsy#NC#10#DEM#2012#144023#[0.569886725061147, 0.43011327493885304]
Meadows, Mark#NC#11#REP#2012#190319#
Rogers, Hayden#NC#11#DEM#2012#141107#[0.5742428174011694, 0.4257571825988305]
Watt, Mel#NC#12#DEM#2012#247591#
Brosch, Jack#NC#12#REP#2012#63317#[0.7963481158413421, 0.20365188415865787]
Holding, George#NC#13#REP#2012#210495#
Malone, Charles#NC#13#DEM#2012#160115#[0.5679690240414452, 0.43203097595855483]
Cramer, Kevin#ND#0#REP#2012#173433#
Gulleson, Pam#ND#0#OTHER#2012#131869#
Olson, Eric#ND#0#LIB#2012#10261#[0.5495986538345751, 0.4178848597585902, 0.03251648640683477]
Chabot, Steve#OH#1#REP#2012#201907#
Sinnard, Jeff#OH#1#DEM#2012#131490#
Berns, Jim#OH#1#LIB#2012#9674#
Stevenson, Rich#OH#1#GRE#2012#6645#[0.5773456175868419, 0.37599080396664725, 0.02766244609912043, 0.019001132347390454]
Wenstrup, Brad#OH#2#REP#2012#194299#
Smith, William R.#OH#2#DEM#2012#137082#[0.5863311414957405, 0.41366885850425944]
Beatty, Joyce#OH#3#DEM#2012#201921#
Long, Chris#OH#3#REP#2012#77903#
Ehrbar, Richard#OH#3#LIB#2012#9462#
Fitrakis, Bob#OH#3#GRE#2012#6388#
Brown, Jeff#OH#3#WRI#2012#5#[0.6829061245472285, 0.2634715350092499, 0.032000919916531104, 0.021604510296639262, 1.6910230351157842e-05]
Jordan, Jim#OH#4#REP#2012#182643#
Slone, Jim#OH#4#DEM#2012#114214#
Kalla, Chris#OH#4#OTHER#2012#16141#[0.5835276902727813, 0.3649032901168698, 0.051569019610348946]
Latta, Bob#OH#5#REP#2012#201514#
Zimmann, Angela#OH#5#DEM#2012#137806#
Eberly, Eric#OH#5#LIB#2012#12558#[0.5726814407266154, 0.3916300535981221, 0.035688505675262445]
Johnson, Bill#OH#6#REP#2012#164536#
Wilson, Charlie#OH#6#DEM#2012#144444#[0.5325134312900511, 0.46748656870994887]
Gibbs, Bob#OH#7#REP#2012#178104#
Healy-Abrams, Joyce R.#OH#7#DEM#2012#137708#[0.563955771154991, 0.43604422884500904]
Boehner, John A.#OH#8#REP#2012#246380#
Condit, James J., Jr.#OH#8#WRI#2012#62#[0.9997484195064154, 0.0002515804935846974]
Kaptur, Marcy#OH#9#DEM#2012#217775#
Wurzelbacher, Samuel J.#OH#9#REP#2012#68666#
Stipe, Sean P.#OH#9#LIB#2012#11725#[0.7303817336651396, 0.23029453391734805, 0.03932373241751239]
Turner, Mike#OH#10#REP#2012#208201#
Neuhardt, Sharen Swartz#OH#10#DEM#2012#131097#
Harlow, David A.#OH#10#LIB#2012#10373#[0.595419694512842, 0.3749152775037106, 0.029665027983447296]
Fudge, Marcia L.#OH#11#DEM#2012#258378#[1.0]
Tiberi, Pat#OH#12#REP#2012#233874#
Reese, Jim#OH#12#DEM#2012#134614#[0.6346855257158985, 0.3653144742841015]
Ryan, Tim#OH#13#DEM#2012#235492#
Agana, Marisha G.#OH#13#REP#2012#88120#[0.727698602029591, 0.27230139797040903]
Joyce, David P.#OH#14#REP#2012#183660#
Blanchard, Dale Virgil#OH#14#DEM#2012#131638#
Mastromatteo, Elaine R.#OH#14#GRE#2012#13038#
Macko, David#OH#14#LIB#2012#11536#
Zurbrugg, Aaron J.#OH#14#WRI#2012#6#
Winfield, Steven T.#OH#14#WRI#2012#5#
Robinson, Erick Donald#OH#14#WRI#2012#1#[0.5403608289887138, 0.38730272681267724, 0.0383601464028904, 0.033940991632439306, 1.7653081639618224e-05, 1.4710901366348519e-05, 2.9421802732697036e-06]
Stivers, Steve#OH#15#REP#2012#205277#
Lang, Pat#OH#15#DEM#2012#128188#[0.6155878428020932, 0.38441215719790683]
Renacci, Jim#OH#16#REP#2012#185167#
Sutton, Betty#OH#16#DEM#2012#170604#[0.5204668171379905, 0.4795331828620096]
Brindenstine, Jim#OK#1#REP#2012#181084#
Olson, John#OK#1#DEM#2012#91421#
Allen, Craig#OK#1#IND#2012#12807#[0.634687640197398, 0.320424657918349, 0.04488770188425303]
Mullin, Markwayne#OK#2#REP#2012#143701#
Wallace, Rob#OK#2#DEM#2012#96081#
Fulks, Michael G.#OK#2#IND#2012#10830#[0.5734003160263674, 0.3833854723636538, 0.04321421160997877]
Lucas, Frank D.#OK#3#REP#2012#201744#
Murray, Timothy Ray#OK#3#DEM#2012#53472#
Sanders, William M.#OK#3#IND#2012#12787#[0.7527676928989601, 0.19952015462513478, 0.04771215247590512]
Cole, Tom#OK#4#REP#2012#176740#
Bebo, Donna Marie#OK#4#DEM#2012#71846#
Harris, RJ#OK#4#IND#2012#11745#[0.6789049325666171, 0.27597942619204013, 0.04511564124134275]
Lankford, James#OK#5#REP#2012#153603#
Guild, Tom#OK#5#DEM#2012#97504#
Martin, Pat#OK#5#IND#2012#5394#
Murphy, Robert T.#OK#5#IND#2012#5176#[0.5869946537143119, 0.3726120369768837, 0.020613198714445672, 0.019780110594358694]
Bonamici, Suzanne#OR#1#OTHER#2012#197845#
Morgan, Delinda#OR#1#REP#2012#109699#
Reynolds, Steven#OR#1#OTHER#2012#15009#
Ekstrom, Bob#OR#1#OTHER#2012#8918#[0.5968697110757804, 0.3309459952756048, 0.045279979244036435, 0.02690431440457838]
Walden, Greg#OR#2#REP#2012#228043#
Segers, Joyce B.#OR#2#OTHER#2012#96741#
Tabor, Joe#OR#2#LIB#2012#7025#[0.6872718943729675, 0.2915562868999937, 0.021171818727038747]
Blumenauer, Earl#OR#3#DEM#2012#264979#
Green, Ronald#OR#3#REP#2012#70325#
Broadnax, Woodrow#OR#3#OTHER#2012#13159#
Cline, Michael#OR#3#LIB#2012#6640#[0.7462032142786741, 0.19804113172797752, 0.037056853926888816, 0.01869880006645959]
DeFazio, Peter A.#OR#4#OTHER#2012#212866#
Robinson, Art#OR#4#OTHER#2012#140549#
Huntting, Chuck#OR#4#LIB#2012#6205#[0.5919192480952116, 0.39082642789611255, 0.017254324008675825]
Schrader, Kurt#OR#5#DEM#2012#177229#
Thompson, Fred#OR#5#REP#2012#139223#
Lugo, Christina Jean#OR#5#OTHER#2012#7516#
Baldwin, Raymond#OR#5#OTHER#2012#3600#[0.5410449128119963, 0.4250201484882528, 0.02294485419821228, 0.010990084501538612]
Brady, Robert A.#PA#1#DEM#2012#235394#
Featherman, John#PA#1#REP#2012#41708#[0.8494850271741091, 0.15051497282589082]
Fattah, Chaka#PA#2#DEM#2012#318176#
Mansfield, Robert Allen, Jr.#PA#2#REP#2012#33381#
Foster, James#PA#2#IND#2012#4829#[0.8927847895259634, 0.09366529549421133, 0.013549914979825245]
Kelly, Mike#PA#3#REP#2012#165826#
Eaton, Missa#PA#3#DEM#2012#123933#
Porter, Steven#PA#3#IND#2012#12755#[0.5481597545898702, 0.4096769075150241, 0.04216333789510568]
Perry, Scott#PA#4#REP#2012#181603#
Perkinson, Harry#PA#4#DEM#2012#104643#
Wolf, Wayne W.#PA#4#IND#2012#11524#
Koffenberger, Michael Bryant#PA#4#LIB#2012#6210#[0.5974175932627146, 0.3442430423054148, 0.03791038884137114, 0.020428975590499374]
Thompson, Glenn#PA#5#REP#2012#177740#
Dumas, Charles#PA#5#DEM#2012#104725#[0.6292461012868851, 0.3707538987131149]
Gerlach, Jim#PA#6#REP#2012#191725#
Trivedi, Manan M.#PA#6#DEM#2012#143803#[0.5714128180062469, 0.4285871819937531]
Meehan, Patrick L.#PA#7#REP#2012#209942#
Badey, George#PA#7#DEM#2012#143509#[0.5939776659282333, 0.4060223340717667]
Fitzpatrick, Mike#PA#8#REP#2012#199379#
Boockvar, Kathy#PA#8#DEM#2012#152859#[0.5660348968595098, 0.43396510314049025]
Shuster, Bill#PA#9#REP#2012#169177#
Ramsburg, Karen#PA#9#OTHER#2012#105128#[0.616747780754999, 0.383252219245001]
Marino, Thomas A.#PA#10#REP#2012#179563#
Scollo, Philip#PA#10#DEM#2012#94227#[0.6558420687388145, 0.3441579312611856]
Barletta, Lou#PA#11#REP#2012#166967#
Stilp, Gene#PA#11#DEM#2012#118231#[0.5854423944066929, 0.4145576055933071]
Rothfus, Keith J.#PA#12#REP#2012#175352#
Critz, Mark S.#PA#12#DEM#2012#163589#[0.5173525775872497, 0.4826474224127503]
Schwartz, Allyson Y.#PA#13#DEM#2012#209901#
Rooney, Joseph James#PA#13#REP#2012#93918#[0.6908751592230901, 0.30912484077690994]
Doyle, Mike#PA#14#DEM#2012#251932#
Lessmann, Hans F.#PA#14#REP#2012#75702#[0.768943394153232, 0.23105660584676804]
Dent, Charles W.#PA#15#REP#2012#168960#
Daugherty, Richard#PA#15#DEM#2012#128764#[0.5675054748693421, 0.43249452513065795]
Pitts, Joseph R.#PA#16#REP#2012#156192#
Strader, Aryanna C.#PA#16#DEM#2012#111185#
Murphy, John A#PA#16#IND#2012#12250#
Bednarski, James F.#PA#16#OTHER#2012#5154#[0.548463556206348, 0.390422816128885, 0.04301551016395055, 0.018098117500816416]
Cartwright, Matthew A.#PA#17#DEM#2012#161393#
Cummings, Laureen A.#PA#17#REP#2012#106208#[0.6031106012309371, 0.3968893987690629]
Murphy, Tim#PA#18#REP#2012#216727#
Maggi, Lawrence#PA#18#DEM#2012#122146#[0.6395522806479124, 0.36044771935208764]
Cicilline, David N.#RI#1#DEM#2012#108612#
Doherty, Brendan P.#RI#1#REP#2012#83737#
Vogel, David S.#RI#1#IND#2012#12504#
Anyone Else#RI#1#WRI#2012#8#
Mouse, Mickey#RI#1#WRI#2012#6#[0.5301585906954268, 0.4087383521992317, 0.06103472008669039, 3.904972494349993e-05, 2.9287293707624945e-05]
Langevin, James R.#RI#2#DEM#2012#124067#
Riley, Michael G.#RI#2#REP#2012#78189#
Collins, Abel G.#RI#2#IND#2012#20212#
None#RI#2#WRI#2012#25#[0.5576220375472487, 0.3514222919372744, 0.09084330742989667, 0.0001123630855802205]
Scott, Tim#SC#1#REP#2012#179908#
Rose, Bobbie#SC#1#OTHER#2012#103557#
Blandford, Keith#SC#1#LIB#2012#6334#[0.6208026942812087, 0.3573407775734216, 0.021856528145369723]
Wilson, Joe#SC#2#REP#2012#196116#[1.0]
Duncan, Jeff#SC#3#REP#2012#169512#
Doyle, Brian Ryan B.#SC#3#DEM#2012#84735#[0.666721731229867, 0.333278268770133]
